"id"	"蛋氨酸"	"科名"	"小穗形"	"品种名称"	"谷氨酸"	"内稃色"	"棕榈酸"	"天冬氨酸"	"精氨酸"	"苏氨酸"	"丙氨酸"	"总和"	"油酸"	"有效分蘖"	"亚麻酸"	"外稃色"	"省"	"生育日数"	"保存编号"	"保存单位"	"亚油酸"	"幼苗习性"	"卵块"	"旗叶叶相"	"占脂肪酸"	"统一编号"	"主穗长"	"苯丙氨酸"	"学名"	"脂肪"	"胱氨酸"	"组氨酸"	"倒伏性"	"蛋白质"	"芒颜色"	"样品类型"	"亮氨酸"	"库编号"	"主穗小穗数"	"原产地"	"黑穗病率"	"不饱脂肪酸"	"甘氨酸"	"芒形状"	"蚜虫"	"氨"	"幼虫"	"主穗粒重"	"缬氨酸"	"黑穗病抗性"	"色氨酸"	"单株粒重"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"皮裸"	"千粒重"	"丝氨酸"	"属名"	"译名"	"幼苗颜色"	"粒型"	"抗旱性"	"红叶病抗性"	"轮层数"	"株高"	"穗形"	"异亮氨酸"	"红叶病病级"
"1034"	"0.35"	"Gramineae(禾本科)"	"--"	"BambuW"	"2.82"	"--"	"33.63"	"1.12"	"0.95"	"0.46"	"0.66"	"13.34"	"29.78"	"1.6"	"--"	"--"	"国外"	"94"	"H0003253"	"--"	"--"	"直立"	"1.9"	"平展"	"37.59"	"ZY001002"	"21.5"	"0.77"	"Avena sativa L.(普通燕麦)"	"3.86"	"0.25"	"0.31"	"中抗"	"16.73"	"黑黄"	"国外"	"1.05"	"I1F01113"	"26.20"	"DNK"	"5.8"	"55.80"	"0.67"	"弯"	"9"	"0.33"	"103.2"	"1.0"	"0.80"	"--"	"0.22"	"2.1"	"黄"	"0.46"	"0.68"	"0.58"	"皮"	"29.20"	"0.58"	"Avena(燕麦属)"	"BambuW"	"淡绿"	"纺锤"	"低抗"	"--"	"6.7"	"96.0"	"周散"	"0.61"	"3"
"1035"	"0.32"	"Gramineae(禾本科)"	"--"	"Banner"	"2.92"	"--"	"33.50"	"1.07"	"0.93"	"0.45"	"0.65"	"13.31"	"29.46"	"0.4"	"--"	"--"	"国外"	"90"	"H0003254"	"--"	"--"	"直立"	"1.4"	"上举"	"37.04"	"ZY001003"	"24.8"	"0.77"	"Avena sativa L.(普通燕麦)"	"4.85"	"0.29"	"0.31"	"中抗"	"15.25"	"黑黄"	"国外"	"1.05"	"I1F01114"	"40.60"	"DNK"	"1.5"	"55.70"	"0.66"	"弯"	"7"	"0.33"	"53.7"	"1.3"	"0.80"	"--"	"0.22"	"2.0"	"黄"	"0.45"	"0.69"	"0.56"	"皮"	"24.90"	"0.57"	"Avena(燕麦属)"	"Banner"	"淡绿"	"纺锤"	"中抗"	"--"	"7.2"	"108.8"	"周散"	"0.60"	"2"
"1036"	"0.74"	"Gramineae(禾本科)"	"--"	"Banneck"	"3.31"	"--"	"--"	"1.21"	"0.96"	"0.53"	"0.68"	"15.41"	"--"	"1.8"	"--"	"--"	"国外"	"91"	"H0003255"	"--"	"43.69"	"直立"	"--"	"上举"	"--"	"ZY001004"	"22.4"	"0.75"	"Avena sativa L.(普通燕麦)"	"4.58"	"0.39"	"0.32"	"中抗"	"15.40"	"黄"	"国外"	"1.23"	"I1F01115"	"36.30"	"DNK"	"--"	"--"	"0.68"	"直"	"9"	"0.29"	"62.5"	"1.3"	"0.96"	"--"	"0.21"	"2.3"	"黄"	"0.64"	"0.76"	"0.58"	"皮"	"25.60"	"0.75"	"Avena(燕麦属)"	"Banneck"	"淡绿"	"纺锤"	"中抗"	"--"	"6.9"	"106.2"	"周散"	"0.71"	"2"
"1037"	"0.54"	"Gramineae(禾本科)"	"--"	"Bayeri scher verb1444"	"3.35"	"--"	"--"	"1.25"	"1.03"	"0.53"	"0.74"	"15.06"	"--"	"4.3"	"--"	"--"	"国外"	"87"	"H0003257"	"--"	"42.11"	"直立"	"2.3"	"平展"	"--"	"ZY001005"	"27.9"	"0.81"	"Avena sativa L.(普通燕麦)"	"4.18"	"0.30"	"0.33"	"低抗"	"14.86"	"--"	"国外"	"1.16"	"I1F01117"	"36.80"	"DNK"	"--"	"--"	"0.72"	"无"	"9"	"0.26"	"99.1"	"0.9"	"0.90"	"--"	"0.21"	"2.3"	"黄"	"0.62"	"0.60"	"0.63"	"皮"	"23.90"	"0.70"	"Avena(燕麦属)"	"Bayeri scher verb1444"	"绿"	"纺锤"	"中抗"	"--"	"7.1"	"120.1"	"周散"	"0.64"	"2"
"1038"	"0.64"	"Gramineae(禾本科)"	"--"	"Beaver"	"3.47"	"--"	"31.37"	"1.31"	"1.08"	"0.54"	"0.76"	"15.81"	"33.34"	"2.4"	"--"	"--"	"国外"	"86"	"H0003258"	"--"	"--"	"直立"	"2.3"	"下披"	"35.29"	"ZY001006"	"22.1"	"0.85"	"Avena sativa L.(普通燕麦)"	"4.25"	"0.35"	"0.33"	"中抗"	"15.56"	"褐黄"	"国外"	"1.21"	"I1F01118"	"35.20"	"DNK"	"--"	"51.43"	"0.76"	"弯"	"9"	"0.30"	"71.8"	"1.6"	"0.98"	"--"	"0.21"	"3.8"	"黄"	"0.70"	"0.56"	"0.63"	"皮"	"29.50"	"0.74"	"Avena(燕麦属)"	"Beaver"	"淡绿"	"纺锤"	"高抗"	"--"	"6.7"	"116.0"	"周散"	"0.69"	"2"
"1039"	"0.54"	"Gramineae(禾本科)"	"--"	"Bestchorns 1445"	"3.10"	"--"	"29.98"	"1.36"	"1.06"	"0.51"	"0.64"	"14.91"	"29.04"	"2.2"	"--"	"--"	"国外"	"96"	"H0003259"	"--"	"--"	"直立"	"0.5"	"下披"	"40.98"	"ZY001007"	"24.7"	"0.87"	"Avena sativa L.(普通燕麦)"	"4.28"	"0.30"	"0.36"	"低抗"	"16.48"	"黑黄"	"国外"	"1.19"	"I1F01119"	"40.90"	"DNK"	"13.5"	"58.53"	"0.77"	"弯"	"9"	"0.24"	"53.2"	"1.4"	"0.84"	"--"	"0.24"	"3.0"	"黄"	"0.61"	"0.63"	"0.64"	"皮"	"24.70"	"0.63"	"Avena(燕麦属)"	"Bestchorns 1445"	"淡绿"	"纺锤"	"中抗"	"--"	"7.2"	"116.4"	"周散"	"0.62"	"2"
"1040"	"0.52"	"Gramineae(禾本科)"	"--"	"Blanch uberwiner"	"3.32"	"--"	"26.78"	"1.28"	"1.08"	"0.53"	"0.76"	"15.12"	"27.86"	"1.6"	"--"	"--"	"国外"	"94"	"H0003261"	"--"	"--"	"直立"	"0.5"	"上举"	"45.36"	"ZY001008"	"26.5"	"0.81"	"Avena sativa L.(普通燕麦)"	"3.66"	"0.30"	"0.33"	"中抗"	"14.96"	"黑黄"	"国外"	"1.16"	"I1F01120"	"41.80"	"DNK"	"23.9"	"61.95"	"0.73"	"弯"	"9"	"0.29"	"33.3"	"1.5"	"0.92"	"--"	"0.21"	"2.7"	"黄"	"0.62"	"0.56"	"0.64"	"皮"	"26.60"	"0.71"	"Avena(燕麦属)"	"Blanch uberwiner"	"淡绿"	"纺锤"	"中抗"	"--"	"6.8"	"116.0"	"周散"	"0.64"	"1"
"1041"	"0.59"	"Gramineae(禾本科)"	"--"	"Blenda SV."	"3.39"	"--"	"37.02"	"1.35"	"1.07"	"0.55"	"0.78"	"15.71"	"28.72"	"2.1"	"--"	"--"	"国外"	"90"	"H0003262"	"--"	"--"	"直立"	"1.9"	"平展"	"34.26"	"ZY001009"	"19.8"	"0.84"	"Avena sativa L.(普通燕麦)"	"4.03"	"0.34"	"0.34"	"中抗"	"14.83"	"黑黄"	"国外"	"1.20"	"I1F01121"	"33.70"	"DNK"	"20.0"	"54.40"	"0.77"	"弯"	"9"	"0.31"	"34.3"	"1.3"	"0.95"	"--"	"0.19"	"2.9"	"黄"	"0.67"	"0.61"	"0.65"	"皮"	"25.90"	"0.74"	"Avena(燕麦属)"	"Blenda SV."	"淡绿"	"纺锤"	"高抗"	"--"	"6.3"	"108.3"	"周散"	"0.68"	"1"
"1042"	"0.61"	"Gramineae(禾本科)"	"--"	"BΦtΦ(veggeriΦse)"	"3.28"	"--"	"33.67"	"1.28"	"1.04"	"0.54"	"0.70"	"15.35"	"30.17"	"2.6"	"--"	"--"	"国外"	"93"	"H0003263"	"--"	"--"	"直立"	"0.9"	"下披"	"36.16"	"ZY001010"	"23.5"	"0.73"	"Avena sativa L.(普通燕麦)"	"4.31"	"0.37"	"0.31"	"中抗"	"17.67"	"--"	"国外"	"1.20"	"I1F01122"	"30.70"	"DNK"	"37.5"	"54.52"	"0.69"	"无"	"9"	"0.28"	"35.6"	"1.0"	"0.93"	"--"	"0.21"	"2.8"	"黄"	"0.61"	"0.84"	"0.59"	"皮"	"23.60"	"0.74"	"Avena(燕麦属)"	"Bφtφ(veggeriφse)"	"淡绿"	"纺锤"	"中抗"	"--"	"6.8"	"106.8"	"周散"	"0.68"	"1"
"1043"	"0.72"	"Gramineae(禾本科)"	"--"	"Borris 269"	"3.10"	"--"	"--"	"1.23"	"0.96"	"0.53"	"0.68"	"15.15"	"--"	"2.8"	"--"	"--"	"国外"	"93"	"H0003264"	"--"	"44.12"	"直立"	"--"	"平展"	"--"	"ZY001011"	"21.0"	"0.70"	"Avena sativa L.(普通燕麦)"	"4.98"	"0.41"	"0.31"	"中抗"	"15.50"	"黑黄"	"国外"	"1.21"	"I1F01123"	"38.10"	"DNK"	"--"	"--"	"0.69"	"弯"	"9"	"0.28"	"39.4"	"0.9"	"0.94"	"--"	"0.21"	"3.2"	"黄"	"0.62"	"0.82"	"0.59"	"皮"	"20.50"	"0.73"	"Avena(燕麦属)"	"Borris 269"	"淡绿"	"纺锤"	"中抗"	"--"	"7.4"	"104.4"	"周散"	"0.70"	"1"
"1044"	"0.59"	"Gramineae(禾本科)"	"--"	"Borris 228"	"2.80"	"--"	"--"	"1.18"	"0.93"	"0.47"	"0.66"	"13.82"	"--"	"6.3"	"--"	"--"	"国外"	"92"	"H0003265"	"--"	"40.33"	"直立"	"0.5"	"上举"	"--"	"ZY001012"	"29.7"	"0.78"	"Avena sativa L.(普通燕麦)"	"4.79"	"0.39"	"0.28"	"低抗"	"14.96"	"褐"	"国外"	"1.06"	"I1F01124"	"45.60"	"DNK"	"1.0"	"--"	"0.65"	"弯"	"9"	"0.32"	"39.8"	"1.4"	"0.71"	"--"	"0.24"	"7.5"	"黄"	"0.57"	"0.75"	"0.56"	"皮"	"21.50"	"0.67"	"Avena(燕麦属)"	"Borris 228"	"淡绿"	"纺锤"	"中抗"	"--"	"5.6"	"114.2"	"周散"	"0.53"	"1"
"1045"	"0.57"	"Gramineae(禾本科)"	"--"	"Borris 233"	"3.41"	"--"	"--"	"1.28"	"0.97"	"0.55"	"0.71"	"15.60"	"--"	"3.6"	"--"	"--"	"国外"	"92"	"H0003266"	"--"	"40.79"	"直立"	"1.4"	"下披"	"--"	"ZY001013"	"31.5"	"0.74"	"Avena sativa L.(普通燕麦)"	"3.94"	"0.42"	"0.33"	"中抗"	"15.60"	"褐黄"	"国外"	"1.25"	"I1F01125"	"36.00"	"DNK"	"21.5"	"--"	"0.71"	"弯"	"9"	"0.31"	"55.1"	"1.4"	"0.95"	"--"	"0.19"	"4.3"	"黄"	"0.60"	"0.83"	"0.60"	"皮"	"27.20"	"0.78"	"Avena(燕麦属)"	"Borris 233"	"淡绿"	"纺锤"	"中抗"	"--"	"7.0"	"123.7"	"周散"	"0.71"	"1"
"1046"	"0.50"	"Gramineae(禾本科)"	"--"	"Borris Falk (133)"	"3.29"	"--"	"28.01"	"1.29"	"1.08"	"0.52"	"0.74"	"15.02"	"29.79"	"1.9"	"--"	"--"	"国外"	"94"	"H0003268"	"--"	"--"	"直立"	"0.5"	"平展"	"42.20"	"ZY001014"	"26.4"	"0.80"	"Avena sativa L.(普通燕麦)"	"4.01"	"0.29"	"0.33"	"中抗"	"15.25"	"--"	"国外"	"1.15"	"I1F01126"	"54.90"	"DNK"	"12.9"	"58.62"	"0.73"	"无"	"9"	"0.26"	"44.4"	"1.6"	"0.90"	"--"	"0.24"	"3.5"	"黄"	"0.61"	"0.57"	"0.64"	"皮"	"23.80"	"0.71"	"Avena(燕麦属)"	"Borris Falk (133)"	"淡绿"	"纺锤"	"中抗"	"--"	"7.6"	"116.2"	"周散"	"0.63"	"1"
"1047"	"0.71"	"Gramineae(禾本科)"	"--"	"C.lowa"	"3.74"	"--"	"28.62"	"1.39"	"1.02"	"0.59"	"0.77"	"16.88"	"28.96"	"3.0"	"--"	"--"	"国外"	"87"	"H0003269"	"--"	"--"	"直立"	"0.9"	"上举"	"42.42"	"ZY001015"	"19.1"	"0.81"	"Avena sativa L.(普通燕麦)"	"3.79"	"0.43"	"0.35"	"中抗"	"16.28"	"--"	"国外"	"1.31"	"I1F01127"	"37.40"	"DNK"	"--"	"59.43"	"0.74"	"无"	"9"	"0.35"	"72.2"	"1.3"	"1.03"	"--"	"0.23"	"3.8"	"黄"	"0.68"	"0.88"	"0.62"	"皮"	"24.40"	"0.83"	"Avena(燕麦属)"	"C.lowa"	"淡绿"	"纺锤"	"中抗"	"--"	"7.0"	"100.2"	"周散"	"0.75"	"2"
"1048"	"0.76"	"Gramineae(禾本科)"	"--"	"CH"	"3.87"	"--"	"22.63"	"1.40"	"1.08"	"0.60"	"0.80"	"17.79"	"34.45"	"2.9"	"--"	"--"	"国外"	"77"	"H0003270"	"--"	"--"	"直立"	"3.7"	"上举"	"42.92"	"ZY001016"	"23.6"	"1.12"	"Avena sativa L.(普通燕麦)"	"3.97"	"0.45"	"0.35"	"中抗"	"17.30"	"--"	"国外"	"1.41"	"I1F01128"	"23.90"	"DNK"	"--"	"55.47"	"0.76"	"无"	"9"	"0.40"	"125.5"	"1.0"	"1.06"	"--"	"0.24"	"3.8"	"黄"	"0.71"	"0.88"	"0.64"	"皮"	"28.60"	"0.87"	"Avena(燕麦属)"	"CH"	"淡绿"	"纺锤"	"中抗"	"--"	"5.7"	"90.1"	"周散"	"0.79"	"2"
"1049"	"0.61"	"Gramineae(禾本科)"	"--"	"Clincon"	"3.28"	"--"	"27.32"	"1.39"	"1.04"	"0.51"	"0.66"	"15.30"	"31.22"	"2.5"	"--"	"--"	"国外"	"87"	"H0003271"	"--"	"--"	"直立"	"3.2"	"上举"	"41.46"	"ZY001017"	"24.0"	"0.87"	"Avena sativa L.(普通燕麦)"	"3.92"	"0.34"	"0.34"	"高抗"	"15.64"	"褐黄"	"国外"	"1.20"	"I1F01129"	"35.30"	"DNK"	"--"	"57.04"	"0.75"	"弯"	"9"	"0.29"	"119.0"	"1.3"	"0.88"	"--"	"0.21"	"4.3"	"黄"	"0.64"	"0.69"	"0.62"	"皮"	"24.00"	"0.64"	"Avena(燕麦属)"	"Clincon"	"淡绿"	"纺锤"	"中抗"	"--"	"5.9"	"102.7"	"周散"	"0.63"	"2"
"1050"	"0.71"	"Gramineae(禾本科)"	"--"	"Clydesdale 1447"	"3.41"	"--"	"26.63"	"1.29"	"0.97"	"0.56"	"0.71"	"15.91"	"29.89"	"1.5"	"--"	"--"	"国外"	"92"	"H0003272"	"--"	"--"	"直立"	"0.5"	"下披"	"43.48"	"ZY001018"	"27.5"	"0.82"	"Avena sativa L.(普通燕麦)"	"4.61"	"0.37"	"0.32"	"中抗"	"15.78"	"--"	"国外"	"1.25"	"I1F01130"	"43.00"	"DNK"	"28.3"	"59.26"	"0.70"	"无"	"9"	"0.31"	"92.1"	"1.1"	"0.95"	"--"	"0.24"	"2.8"	"黄"	"0.67"	"0.86"	"0.60"	"皮"	"21.50"	"0.78"	"Avena(燕麦属)"	"Clydesdale 1447"	"淡绿"	"纺锤"	"中抗"	"--"	"7.3"	"124.5"	"周散"	"0.70"	"2"
"1051"	"0.53"	"Gramineae(禾本科)"	"--"	"Comewell"	"3.14"	"--"	"35.43"	"1.21"	"1.00"	"0.49"	"0.71"	"14.40"	"26.82"	"1.7"	"--"	"--"	"国外"	"90"	"H0003273"	"--"	"--"	"直立"	"0.9"	"上举"	"37.75"	"ZY001019"	"23.5"	"0.77"	"Avena sativa L.(普通燕麦)"	"4.06"	"0.30"	"0.31"	"中抗"	"15.08"	"黄"	"国外"	"1.11"	"I1F01131"	"36.40"	"DNK"	"6.1"	"58.46"	"0.70"	"直"	"9"	"0.25"	"49.1"	"1.5"	"0.88"	"--"	"0.23"	"2.7"	"黄"	"0.61"	"0.53"	"0.60"	"皮"	"28.10"	"0.66"	"Avena(燕麦属)"	"Comewell"	"淡绿"	"纺锤"	"中抗"	"--"	"7.0"	"113.3"	"周散"	"0.62"	"2"
"1052"	"0.57"	"Gramineae(禾本科)"	"--"	"Dala foraedlet"	"3.39"	"--"	"25.95"	"1.29"	"1.07"	"0.54"	"0.75"	"15.41"	"29.41"	"2.8"	"--"	"--"	"国外"	"89"	"H0003274"	"--"	"--"	"直立"	"0.9"	"下披"	"44.64"	"ZY001020"	"27.3"	"0.82"	"Avena sativa L.(普通燕麦)"	"4.54"	"0.31"	"0.33"	"中抗"	"15.44"	"--"	"国外"	"1.19"	"I1F01132"	"37.80"	"DNK"	"--"	"60.28"	"0.73"	"无"	"9"	"0.26"	"140.3"	"1.3"	"0.93"	"--"	"0.25"	"3.1"	"黄"	"0.65"	"0.58"	"0.63"	"皮"	"27.50"	"0.71"	"Avena(燕麦属)"	"Dala foraedlet"	"淡绿"	"纺锤"	"--"	"--"	"7.2"	"124.4"	"周散"	"0.67"	"2"
"1053"	"0.70"	"Gramineae(禾本科)"	"--"	"Dansk"	"3.53"	"--"	"30.69"	"1.19"	"0.99"	"0.55"	"0.70"	"15.95"	"35.71"	"3.1"	"--"	"--"	"国外"	"87"	"H0003275"	"--"	"--"	"直立"	"2.3"	"上举"	"33.60"	"ZY001021"	"27.5"	"0.86"	"Avena sativa L.(普通燕麦)"	"--"	"0.35"	"0.33"	"中抗"	"--"	"褐黄"	"国外"	"1.27"	"I1F01133"	"42.50"	"DNK"	"--"	"48.48"	"0.69"	"弯"	"9"	"0.33"	"76.4"	"--"	"1.00"	"--"	"0.22"	"--"	"黑"	"0.68"	"0.81"	"0.59"	"皮"	"18.80"	"0.77"	"Avena(燕麦属)"	"Dansk"	"淡绿"	"披针"	"--"	"--"	"6.8"	"118.0"	"周散"	"0.72"	"1"
"1054"	"0.28"	"Gramineae(禾本科)"	"--"	"Danischer insel"	"2.79"	"--"	"25.43"	"1.02"	"0.89"	"0.43"	"0.63"	"12.79"	"40.33"	"2.8"	"--"	"--"	"国外"	"87"	"H0003276"	"--"	"--"	"直立"	"0.9"	"上举"	"34.24"	"ZY001022"	"25.8"	"0.74"	"Avena sativa L.(普通燕麦)"	"--"	"0.28"	"0.30"	"中抗"	"--"	"黑褐"	"国外"	"1.01"	"I1F01134"	"39.30"	"DNK"	"--"	"42.92"	"0.63"	"弯"	"9"	"0.33"	"31.5"	"0.4"	"0.78"	"--"	"0.24"	"--"	"黑"	"0.42"	"0.67"	"0.55"	"皮"	"18.80"	"0.54"	"Avena(燕麦属)"	"Danischer insel"	"淡绿"	"披针"	"--"	"--"	"6.3"	"130.8"	"周散"	"0.59"	"2"
"1055"	"0.58"	"Gramineae(禾本科)"	"--"	"De,siberie"	"3.42"	"--"	"26.15"	"1.22"	"1.05"	"0.52"	"0.75"	"15.38"	"42.23"	"4.6"	"--"	"--"	"国外"	"91"	"H0003277"	"--"	"--"	"直立"	"1.4"	"下披"	"31.62"	"ZY001023"	"25.5"	"0.84"	"Avena sativa L.(普通燕麦)"	"5.07"	"0.33"	"0.33"	"中抗"	"15.83"	"--"	"国外"	"1.19"	"I1F01135"	"34.50"	"DNK"	"97.2"	"45.82"	"0.73"	"无"	"9"	"0.27"	"89.8"	"0.9"	"0.95"	"--"	"0.24"	"3.9"	"黄"	"0.65"	"0.58"	"0.62"	"皮"	"20.10"	"0.71"	"Avena(燕麦属)"	"De,siberie"	"淡绿"	"纺锤"	"--"	"--"	"7.6"	"119.8"	"周散"	"0.67"	"1"
"1056"	"0.69"	"Gramineae(禾本科)"	"--"	"Diamant W"	"3.51"	"--"	"36.59"	"1.32"	"1.00"	"0.56"	"0.73"	"16.16"	"28.04"	"2.6"	"--"	"--"	"国外"	"92"	"H0003278"	"--"	"--"	"直立"	"0.9"	"平展"	"35.37"	"ZY001024"	"21.6"	"0.83"	"Avena sativa L.(普通燕麦)"	"3.95"	"0.33"	"0.33"	"中抗"	"15.64"	"黄"	"国外"	"1.27"	"I1F01136"	"31.60"	"DNK"	"34.8"	"55.77"	"0.71"	"弯"	"9"	"0.32"	"61.6"	"1.2"	"1.01"	"--"	"0.23"	"3.5"	"黄"	"0.64"	"0.90"	"0.60"	"皮"	"25.40"	"0.78"	"Avena(燕麦属)"	"Diamant W"	"淡绿"	"纺锤"	"中抗"	"--"	"7.1"	"113.8"	"周散"	"0.72"	"2"
"1057"	"0.73"	"Gramineae(禾本科)"	"--"	"Dollar"	"3.55"	"--"	"30.11"	"1.39"	"1.08"	"0.58"	"0.75"	"16.65"	"29.75"	"2.3"	"--"	"--"	"国外"	"93"	"H0003279"	"--"	"--"	"直立"	"0.9"	"下披"	"40.14"	"ZY001025"	"23.7"	"0.84"	"Avena sativa L.(普通燕麦)"	"4.57"	"0.35"	"0.34"	"中抗"	"16.52"	"黄"	"国外"	"1.31"	"I1F01137"	"34.30"	"DNK"	"14.2"	"57.43"	"0.74"	"弯"	"9"	"0.37"	"63.9"	"1.4"	"1.05"	"--"	"0.19"	"3.2"	"黄"	"0.68"	"0.88"	"0.63"	"皮"	"29.00"	"0.81"	"Avena(燕麦属)"	"Dollar"	"淡绿"	"纺锤"	"中抗"	"--"	"6.5"	"112.8"	"周散"	"0.75"	"2"
"1058"	"0.62"	"Gramineae(禾本科)"	"--"	"Eldar"	"3.86"	"--"	"37.62"	"1.47"	"1.13"	"0.63"	"0.80"	"17.41"	"20.79"	"2.9"	"--"	"--"	"国外"	"93"	"H0003280"	"--"	"--"	"直立"	"--"	"下披"	"41.59"	"ZY001026"	"23.7"	"0.90"	"Avena sativa L.(普通燕麦)"	"3.20"	"0.33"	"0.37"	"中抗"	"17.01"	"黄"	"国外"	"1.36"	"I1F01138"	"36.70"	"DNK"	"50.0"	"66.67"	"0.78"	"弯"	"9"	"0.30"	"67.1"	"1.1"	"1.01"	"--"	"0.25"	"3.7"	"黄"	"0.69"	"0.94"	"0.67"	"皮"	"22.10"	"0.86"	"Avena(燕麦属)"	"Eldar"	"绿"	"纺锤"	"中抗"	"--"	"6.8"	"100.7"	"周散"	"0.74"	"2"
"1059"	"0.59"	"Gramineae(禾本科)"	"--"	"Empire"	"3.45"	"--"	"23.19"	"1.35"	"1.06"	"0.54"	"0.78"	"16.11"	"30.19"	"0.9"	"--"	"--"	"国外"	"93"	"H0003281"	"--"	"--"	"直立"	"--"	"平展"	"46.62"	"ZY001027"	"26.0"	"0.91"	"Avena sativa L.(普通燕麦)"	"3.90"	"0.26"	"0.35"	"中抗"	"14.27"	"黄"	"国外"	"1.23"	"I1F01139"	"33.90"	"DNK"	"6.1"	"60.71"	"0.76"	"弯"	"9"	"0.33"	"70.8"	"1.4"	"0.93"	"--"	"0.23"	"1.9"	"黄"	"0.68"	"0.90"	"0.66"	"皮"	"25.10"	"0.75"	"Avena(燕麦属)"	"Empire"	"淡绿"	"纺锤"	"中抗"	"--"	"7.1"	"109.8"	"周散"	"0.68"	"2"
"1060"	"0.57"	"Gramineae(禾本科)"	"--"	"Esa kaura"	"3.50"	"--"	"36.07"	"1.31"	"1.02"	"0.55"	"0.78"	"16.12"	"30.54"	"2.3"	"--"	"--"	"国外"	"91"	"H0003282"	"--"	"--"	"直立"	"1.4"	"上举"	"33.39"	"ZY001028"	"23.0"	"0.92"	"Avena sativa L.(普通燕麦)"	"3.94"	"0.30"	"0.35"	"中抗"	"15.09"	"黄"	"国外"	"1.22"	"I1F01140"	"40.70"	"DNK"	"25.6"	"52.30"	"0.77"	"直"	"7"	"0.31"	"75.9"	"1.3"	"0.91"	"--"	"0.25"	"3.3"	"黄"	"0.71"	"0.87"	"0.65"	"皮"	"22.80"	"0.76"	"Avena(燕麦属)"	"Esa kaura"	"淡绿"	"纺锤"	"中抗"	"--"	"7.1"	"114.1"	"周散"	"0.68"	"2"
"1061"	"0.61"	"Gramineae(禾本科)"	"--"	"Fevorit goefer"	"3.43"	"--"	"33.30"	"1.34"	"1.02"	"0.55"	"0.74"	"15.89"	"31.55"	"3.3"	"--"	"--"	"国外"	"88"	"H0003283"	"--"	"--"	"直立"	"5.6"	"下披"	"35.15"	"ZY001029"	"18.3"	"0.87"	"Avena sativa L.(普通燕麦)"	"4.00"	"0.26"	"0.36"	"中抗"	"15.93"	"黄"	"国外"	"1.22"	"I1F01141"	"36.80"	"DNK"	"9.5"	"52.70"	"0.77"	"直"	"9"	"0.21"	"84.3"	"1.1"	"0.92"	"--"	"0.23"	"3.7"	"黄"	"0.61"	"0.89"	"0.66"	"皮"	"21.60"	"0.74"	"Avena(燕麦属)"	"Fevorit goefer"	"淡绿"	"纺锤"	"中抗"	"--"	"6.5"	"103.2"	"周散"	"0.67"	"2"
"1062"	"0.55"	"Gramineae(禾本科)"	"--"	"Femia"	"3.15"	"--"	"--"	"1.26"	"0.92"	"0.51"	"0.69"	"14.70"	"--"	"2.7"	"--"	"--"	"国外"	"94"	"H0003284"	"--"	"42.56"	"直立"	"2.3"	"上举"	"--"	"ZY001030"	"23.4"	"0.80"	"Avena sativa L.(普通燕麦)"	"3.88"	"0.25"	"0.34"	"高抗"	"14.86"	"黑黄"	"国外"	"1.13"	"I1F01142"	"44.50"	"DNK"	"14.5"	"--"	"0.72"	"弯"	"9"	"0.20"	"57.4"	"1.8"	"0.85"	"--"	"0.23"	"4.8"	"黄"	"0.53"	"0.86"	"0.62"	"皮"	"25.50"	"0.68"	"Avena(燕麦属)"	"Femia"	"淡绿"	"纺锤"	"高抗"	"--"	"6.7"	"117.3"	"周散"	"0.61"	"2"
"1063"	"0.59"	"Gramineae(禾本科)"	"--"	"Fold SV."	"3.31"	"--"	"--"	"1.37"	"0.99"	"0.53"	"0.72"	"15.54"	"--"	"3.3"	"--"	"--"	"国外"	"93"	"H0003285"	"--"	"40.98"	"直立"	"0.9"	"上举"	"--"	"ZY001031"	"27.9"	"0.85"	"Avena sativa L.(普通燕麦)"	"4.22"	"0.25"	"0.35"	"中抗"	"15.23"	"黄"	"国外"	"1.19"	"I1F01143"	"35.20"	"DNK"	"4.3"	"--"	"0.76"	"直"	"9"	"0.20"	"46.8"	"1.5"	"0.89"	"--"	"0.23"	"4.1"	"黄"	"0.61"	"0.91"	"0.64"	"皮"	"25.10"	"0.71"	"Avena(燕麦属)"	"Fold SV."	"淡绿"	"纺锤"	"--"	"--"	"7.6"	"111.7"	"周散"	"0.64"	"3"
"1064"	"0.57"	"Gramineae(禾本科)"	"--"	"Fortund"	"2.89"	"--"	"37.70"	"1.17"	"0.86"	"0.47"	"0.66"	"13.77"	"23.56"	"1.9"	"--"	"--"	"国外"	"93"	"H0003286"	"--"	"--"	"直立"	"--"	"平展"	"38.74"	"ZY001032"	"22.3"	"0.82"	"Avena sativa L.(普通燕麦)"	"4.17"	"0.37"	"0.27"	"中抗"	"14.76"	"黄"	"国外"	"1.07"	"I1F01144"	"36.50"	"DNK"	"7.8"	"62.18"	"0.63"	"弯"	"9"	"0.39"	"67.6"	"1.1"	"0.74"	"--"	"0.20"	"2.2"	"黄"	"0.59"	"0.73"	"0.54"	"皮"	"26.50"	"0.66"	"Avena(燕麦属)"	"Fortund"	"淡绿"	"纺锤"	"--"	"--"	"7.4"	"116.4"	"周散"	"0.53"	"2"
