"id"	"名称"	"种类"	"链接"
"2865"	"甘蔗赤腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甘蔗赤腐病.jpg"
"2866"	"甘蔗霜霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甘蔗霜霉病.jpg"
"2867"	"甘蔗黄斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甘蔗黄斑病.jpg"
"2868"	"甘蔗黄锈病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甘蔗黄锈病.jpg"
"2869"	"甘蔗黑穗病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甘蔗黑穗病.jpg"
"2870"	"甜椒、辣椒(刺腐霉)猝倒病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒(刺腐霉)猝倒病.jpg"
"2871"	"甜椒、辣椒(匐柄霉)白斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒(匐柄霉)白斑病.jpg"
"2872"	"甜椒、辣椒(埃利德氏霉)黑霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒(埃利德氏霉)黑霉病.jpg"
"2873"	"甜椒、辣椒(色链隔孢)叶斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒(色链隔孢)叶斑病.jpg"
"2874"	"甜椒、辣椒(镰孢)根腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒(镰孢)根腐病.jpg"
"2875"	"甜椒、辣椒叶霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒叶霉病.jpg"
"2876"	"甜椒、辣椒斑枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒斑枯病.jpg"
"2877"	"甜椒、辣椒污霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒污霉病.jpg"
"2878"	"甜椒、辣椒白绢病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒白绢病.jpg"
"2879"	"甜椒、辣椒苗期灰霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒苗期灰霉病.jpg"
"2880"	"甜椒、辣椒褐腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒褐腐病.jpg"
"2881"	"甜椒、辣椒霜霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒霜霉病.jpg"
"2882"	"甜椒、辣椒黄萎病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜椒、辣椒黄萎病.jpg"
"2883"	"甜瓜(瓜笄霉)果腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜(瓜笄霉)果腐病.jpg"
"2884"	"甜瓜(白兰瓜、哈蜜瓜)蔓枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜(白兰瓜、哈蜜瓜)蔓枯病.jpg"
"2885"	"甜瓜大斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜大斑病.jpg"
"2886"	"甜瓜枯萎病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜枯萎病.jpg"
"2887"	"甜瓜炭腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜炭腐病.jpg"
"2888"	"甜瓜疫病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜疫病.jpg"
"2889"	"甜瓜白粉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜白粉病.jpg"
"2890"	"甜瓜立枯病和果腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜立枯病和果腐病.jpg"
"2891"	"甜瓜红粉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜红粉病.jpg"
"2892"	"甜瓜镰刀菌果腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜镰刀菌果腐病.jpg"
"2893"	"甜瓜霜霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜霜霉病.jpg"
"2894"	"甜瓜黑斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜黑斑病.jpg"
"2895"	"甜瓜黑根霉软腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜黑根霉软腐病.jpg"
"2896"	"甜瓜黑点根腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜瓜黑点根腐病.jpg"
"2897"	"甜菜(匍柄霉)叶斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜菜(匍柄霉)叶斑病.jpg"
"2898"	"甜菜根腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜菜根腐病.jpg"
"2899"	"甜菜白粉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜菜白粉病.jpg"
"2900"	"甜菜立枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜菜立枯病.jpg"
"2901"	"甜菜苗腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜菜苗腐病.jpg"
"2902"	"甜菜蛇眼病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜菜蛇眼病.jpg"
"2903"	"甜菜褐斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜菜褐斑病.jpg"
"2904"	"甜菜霜霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/甜菜霜霉病.jpg"
"2905"	"番茄(番茄匍柄霉)斑点病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄(番茄匍柄霉)斑点病.jpg"
"2906"	"番茄(终极腐霉)猝倒病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄(终极腐霉)猝倒病.jpg"
"2907"	"番茄(蓼白粉菌)白粉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄(蓼白粉菌)白粉病.jpg"
"2908"	"番茄果实牛眼腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄果实牛眼腐病.jpg"
"2909"	"番茄根霉果腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄根霉果腐病.jpg"
"2910"	"番茄煤污病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄煤污病.jpg"
"2911"	"番茄红粉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄红粉病.jpg"
"2912"	"番茄褐色根腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄褐色根腐病.jpg"
"2913"	"番茄酸腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄酸腐病.jpg"
"2914"	"番茄青霉果腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄青霉果腐病.jpg"
"2915"	"番茄黑刺盘孢炭疽病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄黑刺盘孢炭疽病.jpg"
"2916"	"番茄黑点根腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/番茄黑点根腐病.jpg"
"2917"	"白菜类(萝卜链格孢)黑斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/白菜类(萝卜链格孢)黑斑病.jpg"
"2918"	"白菜类假黑斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/白菜类假黑斑病.jpg"
"2919"	"白菜类幼苗立枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/白菜类幼苗立枯病.jpg"
"2920"	"白菜类猝倒病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/白菜类猝倒病.jpg"
"2921"	"白菜类蔬菜黄叶病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/白菜类蔬菜黄叶病.jpg"
"2922"	"白菜类黑胫病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/白菜类黑胫病.jpg"
"2923"	"笋瓜叶点病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/笋瓜叶点病.jpg"
"2924"	"笋瓜枯萎病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/笋瓜枯萎病.jpg"
"2925"	"笋瓜炭疽病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/笋瓜炭疽病.jpg"
"2926"	"笋瓜花腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/笋瓜花腐病.jpg"
"2927"	"笋瓜蔓枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/笋瓜蔓枯病.jpg"
"2928"	"紫苏锈病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/紫苏锈病.jpg"
"2929"	"紫菜头(芹菜尾孢)褐斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/紫菜头(芹菜尾孢)褐斑病.jpg"
"2930"	"紫菜头白斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/紫菜头白斑病.jpg"
"2931"	"红麻叶霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/红麻叶霉病.jpg"
"2932"	"红麻炭疽病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/红麻炭疽病.jpg"
"2933"	"胡萝卜(根链格孢)黑斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/胡萝卜(根链格孢)黑斑病.jpg"
"2934"	"胡萝卜斑点病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/胡萝卜斑点病.jpg"
"2935"	"胡萝卜根霉软腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/胡萝卜根霉软腐病.jpg"
"2936"	"胡萝卜灰霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/胡萝卜灰霉病.jpg"
"2937"	"胡萝卜白绢病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/胡萝卜白绢病.jpg"
"2938"	"胡萝卜菌核病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/胡萝卜菌核病.jpg"
"2939"	"芝麻叶斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芝麻叶斑病.jpg"
"2940"	"芝麻叶枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芝麻叶枯病.jpg"
"2941"	"芝麻枯萎病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芝麻枯萎病.jpg"
"2942"	"芝麻疫病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芝麻疫病.jpg"
"2943"	"芝麻白粉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芝麻白粉病.jpg"
"2944"	"芝麻立枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芝麻立枯病.jpg"
"2945"	"芝麻茎点枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芝麻茎点枯病.jpg"
"2946"	"芝麻褐斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芝麻褐斑病.jpg"
"2947"	"芝麻轮纹病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芝麻轮纹病.jpg"
"2948"	"芝麻黑斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芝麻黑斑病.jpg"
"2949"	"芫荽、香芹株腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芫荽、香芹株腐病.jpg"
"2950"	"芫荽、香芹菜叶斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芫荽、香芹菜叶斑病.jpg"
"2951"	"芫荽、香芹菜立枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芫荽、香芹菜立枯病.jpg"
"2952"	"芫荽、香芹菜菌核病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芫荽、香芹菜菌核病.jpg"
"2953"	"芫荽白粉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芫荽白粉病.jpg"
"2954"	"花生冠腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生冠腐病.jpg"
"2955"	"花生叶斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生叶斑病.jpg"
"2956"	"花生根腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生根腐病.jpg"
"2957"	"花生根颈腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生根颈腐病.jpg"
"2958"	"花生炭疽病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生炭疽病.jpg"
"2959"	"花生焦斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生焦斑病.jpg"
"2960"	"花生疮痂病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生疮痂病.jpg"
"2961"	"花生白绢病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生白绢病.jpg"
"2962"	"花生立枯病和纹枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生立枯病和纹枯病.jpg"
"2963"	"花生网斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生网斑病.jpg"
"2964"	"花生褐斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生褐斑病.jpg"
"2965"	"花生锈病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/花生锈病.jpg"
"2966"	"芹菜(西芹)立枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芹菜(西芹)立枯病.jpg"
"2967"	"芹菜叶点霉叶斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芹菜叶点霉叶斑病.jpg"
"2968"	"芹菜灰霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芹菜灰霉病.jpg"
"2969"	"芹菜黄萎病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芹菜黄萎病.jpg"
"2970"	"芹菜黑腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/芹菜黑腐病.jpg"
"2971"	"苋菜(叶点霉)褐斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苋菜(叶点霉)褐斑病.jpg"
"2972"	"苋菜炭疽病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苋菜炭疽病.jpg"
"2973"	"苎麻炭疽病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苎麻炭疽病.jpg"
"2974"	"苎麻褐斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苎麻褐斑病.jpg"
"2975"	"苎麻角斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苎麻角斑病.jpg"
"2976"	"苘麻(青麻)胴枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苘麻(青麻)胴枯病.jpg"
"2977"	"苘麻(青麻)霜霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苘麻(青麻)霜霉病.jpg"
"2978"	"苦瓜(尖镰孢菌苦瓜专化型)枯萎病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜(尖镰孢菌苦瓜专化型)枯萎病.jpg"
"2979"	"苦瓜(链格孢)叶枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜(链格孢)叶枯病.jpg"
"2980"	"苦瓜根腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜根腐病.jpg"
"2981"	"苦瓜灰斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜灰斑病.jpg"
"2982"	"苦瓜炭疽病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜炭疽病.jpg"
"2983"	"苦瓜猝倒病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜猝倒病.jpg"
"2984"	"苦瓜疫病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜疫病.jpg"
"2985"	"苦瓜白斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜白斑病.jpg"
"2986"	"苦瓜立枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜立枯病.jpg"
"2987"	"苦瓜菌核病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜菌核病.jpg"
"2988"	"苦瓜蔓枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜蔓枯病.jpg"
"2989"	"苦瓜霜霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦瓜霜霉病.jpg"
"2990"	"苦苣立枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦苣立枯病.jpg"
"2991"	"苦苣褐斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苦苣褐斑病.jpg"
"2992"	"苹果干腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果干腐病.jpg"
"2993"	"苹果树腐烂病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果树腐烂病.jpg"
"2994"	"苹果泡性溃疡病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果泡性溃疡病.jpg"
"2995"	"苹果白粉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果白粉病.jpg"
"2996"	"苹果蝇粪病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果蝇粪病.jpg"
"2997"	"苹果褐斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果褐斑病.jpg"
"2998"	"苹果褐腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果褐腐病.jpg"
"2999"	"苹果赤衣病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果赤衣病.jpg"
"3000"	"苹果轮斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果轮斑病.jpg"
"3001"	"苹果锈病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果锈病.jpg"
"3002"	"苹果霉心病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果霉心病.jpg"
"3003"	"苹果黑星病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/苹果黑星病.jpg"
"3004"	"茄子(交链孢)果腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子(交链孢)果腐病.jpg"
"3005"	"茄子(变黑轮枝菌)黄萎病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子(变黑轮枝菌)黄萎病.jpg"
"3006"	"茄子(平头刺盘孢)炭疽病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子(平头刺盘孢)炭疽病.jpg"
"3007"	"茄子(德巴利腐霉)猝倒病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子(德巴利腐霉)猝倒病.jpg"
"3008"	"茄子(致病疫霉)果实疫病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子(致病疫霉)果实疫病.jpg"
"3009"	"茄子(黑根霉)果腐"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子(黑根霉)果腐.jpg"
"3010"	"茄子叶霉病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子叶霉病.jpg"
"3011"	"茄子斑枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子斑枯病.jpg"
"3012"	"茄子煤斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子煤斑病.jpg"
"3013"	"茄子白绢病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子白绢病.jpg"
"3014"	"茄子红腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子红腐病.jpg"
"3015"	"茄子细轮纹病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子细轮纹病.jpg"
"3016"	"茄子花腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子花腐病.jpg"
"3017"	"茄子褐斑病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子褐斑病.jpg"
"3018"	"茄子褐轮纹病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子褐轮纹病.jpg"
"3019"	"茄子赤星病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子赤星病.jpg"
"3020"	"茄子黑点根腐病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茄子黑点根腐病.jpg"
"3021"	"茶云纹叶枯病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茶云纹叶枯病.jpg"
"3022"	"茶圆赤星病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茶圆赤星病.jpg"
"3023"	"茶枝黑痣病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茶枝黑痣病.jpg"
"3024"	"茶树枝梢黑点病"	"中国经济作物真菌病害数据库"	"agridata/images/中国农业有害生物数据库/中国经济作物真菌病害数据库/茶树枝梢黑点病.jpg"
