"id"	"主要危害部位"	"地理分布"	"为害症状"	"病害类型"	"中文名"	"病原中文名"	"病原拉丁学名"	"主要危害作物"	"别名"	"病原分类地位"	"病原形态特征"	"相关文献"	"防治方法"	"英文名"	"记录号"	"传播途径和发病条件"	"图片"
"62"	"全株"		"全株受害。病株矮缩，叶片特别是顶部幼嫩叶片明显畸形、皱缩、变小，有的叶片还现浓绿与淡绿相间的斑驳，浓绿部分呈疱状突起，病株生长受抑制，不结瓜或结瓜少且小。"	"病毒"	"越瓜、菜瓜病毒病"	"西瓜花叶病毒1号和黄瓜花叶病毒"	"Watermelon mosaic virus 1和CMV"	"越瓜、菜瓜"			"Watermelon mosaic virus 1称西瓜花叶病毒1号和CMV称黄瓜花叶病毒。属病毒。越瓜、菜瓜病毒病由西瓜花叶病毒和黄瓜花叶病毒单独或复合侵染引起。西瓜花叶病毒质粒线状，长750纳米，致死温度50～55℃经10分钟，稀释限点500—1000倍，体外存活期为5～10天。黄瓜花叶病毒质粒为球状，直径28—30纳米。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"主要是加强肥水管理，促进植株茁壮生长，及早拔除病株和及时杀灭传毒虫媒，具体方法可参照甜瓜病毒病。"	"Oriental pickling melon and Snake melon virus disease"	"ed00203"	"两种病毒都在活体寄主植物上存活越冬，并可借汁液传染和昆虫传毒。西瓜花叶病毒传毒虫媒主要是棉蚜和桃蚜，并可进行持久性传毒；黄瓜花叶病毒传毒虫媒除棉蚜和桃蚜外，还有菜蚜、玉米蚜等多种蚜虫，但属非持久性传毒。土壤不能传播，种子传播有可能，但其作用大小尚未明确。任何有利于传毒虫媒繁殖、活动的天气条件和田间生态条件的存在，都对本病的发生发展有利。反季节栽培或肥水管理不善的植地往往发病较重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/越瓜、菜瓜病毒病.jpg"
"63"	"叶"		"紫苏染病后叶片产生褪绿斑，形成花叶状，叶面略有皱缩，心叶稍有变色。"	"病毒"	"紫苏病毒病"	"紫苏斑驳病毒"	"Perilla mottle virus"	"紫苏"				"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"菠菜矮花叶病。"	"Perilla virus"	"ed00204"	"菠菜矮花叶病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/紫苏病毒病.jpg"
"64"	"叶片"		"主要表现在蔗叶上，叶片上有单条或数条白色或乳黄色或浅绿色条纹，条纹宽窄不一。有时全叶变成白色，叶质柔软。病蔗株长出的侧枝或分蘖全为白色，严重的叶鞘也变白，有时在白色叶片上出现绿色小斑块，斑驳状且大小不等。病株矮缩，茎细，节间短缩，顶部叶片聚在一起。"	"病毒"	"甘蔗白叶病"	"类菌原体"	"Mycoplasma like organism"	"甘蔗"				"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)进行检疫，严禁从病区引进病蔗苗。定期检查，发现病株，马上拔除。(2)发病株率达10％以上的蔗园，不宜宿根。重病蔗园，不得采苗。病区蔗苗，不准移至区外的无病区。"		"ed00615"	"病原存在于染病蔗株韧皮部筛管中，除通过病苗传毒外，在田间还可通过台湾斑纹浮尘子及叶蝉(Matsumuratetlix hiroglyhious)传病，是第二次感染的主要途径。 用病蔗留种的，特别是基部数节留种的，长出的幼苗几乎全为病苗，萌发后一个月左右就死亡，叶蝉大发生的发病重。品种间抗病性有差异。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/甘蔗白叶病.jpg"
"65"	"叶片"	"广东、广西、浙江、福建、云南、江西、四川、台湾均有分布。"	"主要为害叶片，尤以新叶基部症状最为明显。一般出现黄绿相间不规则的嵌纹、条斑或斑驳，长短大小不一，布满叶片。有时病斑褪绿很明显，形成黄白斑，偶现坏疽之红点。病株叶色较健株浅，生长也缓慢。"	"病毒"	"甘蔗花叶病"	"甘蔗花叶病毒(甘蔗嵌纹病毒)"	"Sugarcane mosaic virus简称ScMV"	"寄主除甘蔗外，最重要的中间寄主有玉米和高粱等。"	"甘蔗嵌纹病"	"马铃薯Y病毒组"	"病毒粒体线状，大小630～770× 13～15(nm)，内含单链RNA，病毒钝化温度53～57℃，稀释限点1000～100000倍，体外存活期27℃为17～24小时，-6℃时可存活27天。该病毒有株系分化，台湾已发现A、B及A+B 3个株系。大陆只发现A、D两个 株系。株系不同对不同品种致病力有差异。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)种植高抗或免疫品种。如闽糖70／611、桂糖11等。(2)选用无病蔗种，挖除病株，重病田停种宿根蔗。(3)适时除草，因许多禾本科杂草既是该病寄主，又是传毒黍蚜的寄主。避免与玉米、高粱等作物间作、邻作。"	"Sugarcane mosaic"	"ed00616"	"带毒的蔗种及田间病株是该病主要初侵染源。传毒介体主要是蔗刀和传毒蚜虫，如黍蚜、锈李蚜、丝蚜、黑蚜、玉米叶蚜、蔗蚜、桃蚜等。台湾主要是禾谷缢管蚜。此外蔗田中的蚂蚁与若蚜一起活动，具间接传病作用。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/甘蔗花叶病.jpg"
"66"	"整株系统性侵染"	"发生普遍"	"是整株系统性侵染病害，发病株率25％以上，减产20％左右。病株矮化不明显或不矮化。上部叶片形成深绿与浅绿相嵌的斑驳、斑块或坏死斑，常在叶片中部或下部沿中脉两侧形成不规则形或楔形、箭戟形斑驳，也有的在叶片上部边缘现半月形的斑驳，重者植株瘦弱。"	"病毒"	"花生斑驳病毒病"	"花生斑驳病毒"	"Peanut mottle virus，简称PMoV"	"除花生外，还有菜豆、大豆、豌豆、豇豆等。"		"马铃薯Y病毒组"	"病毒粒体线状，长740～750nm，钝化温度54～65℃，稀释限点10000～1000000倍，体外保毒期0～7天。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"参见花生条纹病毒病。"	"Peanut mottle"	"ed00617"	"主要靠汁液接触传染，也可靠豆蚜、棉蚜、桃蚜、玉米蚜等进行非持久性传毒，花生种子也能传毒，但传毒率仅为0．02％～2％，菜豆种子传毒率低于1％，自然侵染寄主除花生外，还有菜豆、大豆、豌豆、豇豆等。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/花生斑驳病毒病.jpg"
"67"	"整株系统性侵染"		"花生丛枝病是整株系统侵染性病害，病株枝叶丛生，节间短缩，严重矮化，多为健株株高1／2，病株叶片变小变厚，色深质脆，腋芽大量萌发，正常叶片逐渐变黄脱落，仅剩丛生的枝条，子房柄(果针)不能入土或Xi很浅或向上变成秤钩状，根部萎缩，荚果很少或不结实。河南、海南、广东、福建、台湾均有发生。1980年崖县红星农场几十亩花生，丛枝病严重，病株率几达100％。"	"病毒"	"花生丛枝病"	"类菌原体"	"Mycoplasma—like Organism，简称MLO"	"花生"			"MLO称类菌原体，电镜下可见病叶切片叶柄筛管细胞中有典型的类菌原体，病原中的核酸纤维样物质清晰百]辨，大小100～760nm。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)种植抗(耐)病品种如粤油551～116。(2)适时播种春花生适时早播，秋花生适时晚播。加强肥水管理，提高抗病力。(3)铲除田间豆科杂草。(4)发病初期及时拔除病苗，及时防治叶蝉，可减轻病害发生。(5)用土霉素处理接穗，发病期可推迟1个月。"	"Peanut witches' broom disease"	"ed00618"	"该病由小绿叶蝉(Empsoasca flavescens Fabn．)传播，最短获毒期为24小时，在虫体里的循回期为24～48小时，成虫和若虫均能终身传毒，1～10只叶蝉传毒效率差异不大，嫁接可传病，豆蚜和种子不传毒。干旱年份，叶蝉大发生发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/花生丛枝病.jpg"
"68"	"叶"	"主要发生在北方，集中在北京、河北、辽宁、山东半岛环渤海湾一带"	"该病主要发生在北方，集中在北京、河北、辽宁、山东半岛环渤海湾一带花生种植区，常流行成灾，严重的病株率高达93％。目前随带毒种子调运而扩散，流行地区不断扩大。花生出苗后即见发病。染病株中等变矮，初在顶端嫩叶上现褪绿黄斑，叶片卷曲，后发展为黄绿相间的黄花叶症状，有的出现网状明脉或绿色条纹等多种症状。后期常与轻斑驳病毒病混合发生，混合为害。"	"病毒"	"花生黄花叶病"	"黄瓜花叶病毒"	"Cucumber mosaic virus—CA简称CMV—CA"	"侵染花生外，还可侵染菜豆、短豇豆、蚕豆、刀豆、扁豆等"			"Cucumber mosaic virus—CA简称CMV—CA，称黄瓜花叶病毒，定名为China Aachis株系。病毒粒体球状，大小28．7nm，蛋白质亚基分子量26000道尔顿。体外钝化温度55～60℃，体外保毒期6～7天，稀释限点100～1000倍。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"参见花生条纹病。"		"ed00619"	"种子带毒是主要初侵染源。北方花生种子种传CMV—CA带毒率为1．7％～4．2％。此外菜豆等寄主也可成为该病初侵染源。豆蚜、大豆蚜、桃蚜和棉蚜是主要传毒媒介，传毒率高达70％。此外马铃薯长管蚜也能带毒。该病发生早，出现发病高峰也早，尤其是大流行年份，进入高峰更快。河北一带5月中旬即开始发病，6月上中旬进入发病高峰，病株率高达60％。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/花生黄花叶病.jpg"
"69"	"整株系统性侵染"	"主要分布在北方花生区"	"病株开始在顶端嫩叶上出现叶脉颜色变浅，有的出现褪绿斑，后发展成绿色与浅绿相间的普通花叶症状，沿侧脉出现辐射状小的绿色条纹及小斑点，叶片狭长，叶缘呈波状扭曲，病株中度矮化或不矮化，种荚变小。后期该病也与花生斑驳病毒病混合发生，混合为害。"	"病毒"	"花生普通花叶病"	"花生矮化病毒"	"Peanut stunt virus—Mi，简称PSV－Mi"	"系统侵染花生、菜豆、豇豆、长豇豆、刀豆、大豆。也可系统侵染苋色藜、昆诺藜等"		"黄瓜花叶病毒组"	"Peanut stunt virus—Mi，简称PSV－Mi，称花生矮化病毒，属黄瓜花叶病毒组。病毒粒体球形，直径30nm，钝化温度55～60℃，体外保毒期3～4天，稀释限点100～1000倍。系统侵染花生、菜豆、豇豆、长豇豆、刀豆、大豆。也可系统侵染苋色藜、昆诺藜等，但不侵染普通烟、白三叶草、蚕豆、豌豆，不同于PSV其它株系。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)选用耐病品种。如中花1号、83—15007—1等较耐病。(2)其它方法参见花生条纹病。"	"Peanut mosaic"	"ed00620"	"种子带毒，靠豆蚜、桃蚜以非持久方式传毒，在花生生育后期进入发病高峰。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/花生普通花叶病.jpg"
"70"	"叶片为主"	"北方花生产区"	"安徽以北花生区发病率50％以上，常年流行，减产20％。花生染病后，先在顶端嫩叶上现褪绿斑块，后发展成深浅相间的轻斑驳状，沿叶脉形成断续的绿色条纹或橡叶状花斑或一直呈系统性的斑驳症状。发病早的植株矮化。该症状与花生斑驳病症状相似，有时两种或三种病毒复合侵染，产生以花叶为主的复合症状。"	"病毒"	"花生条纹病毒病"	"花生条纹病毒"	"Peanut Strip virus简称PStV"	"侵染花生外，还可侵染望江南、决明、绛三叶草"		"马铃薯Y病毒组"	"Peanut Strip virus简称PStV，称花生条纹病毒，属马铃薯Y病毒组。病毒粒体线状，长75～770nm，宽12nm，病组织细胞质内具卷筒形风轮状内含体。病毒蛋白质亚基分子量为33500道尔顿，克里夫兰烟可做为繁殖寄主。钝化温度55～60℃，体外保毒期4～5天，稀释限点1000～10000倍。该病毒寄主范围窄，除侵染花生外，还可侵染望江南、决明、绛三叶草，引致斑驳或花叶。此外还可侵染芝麻和鸭跖草。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)选用抗病毒病品种。如道花28，花37，鲁花9号、14号，豫花1号，海花1号，山花2000，徐系1号，徐花3号，徐州68—4，冀油2号，89—6花生，大花生H花一3等。(2)选用无病毒花生种子。从无病区调种，也可建立无病留种田或距病田100～400m建立隔离地带，繁殖后用于大面积生产，基本上可以控制花生条纹毒病和黄花叶病。用轻病田留的种子也可减少发病。(3)使用脱毒剂1号或2号处理种子，或用种子重量0.5％的35％种衣剂4号拌种。(4)花生与小麦、玉米、高粱等作物间作，可减少蚜传。(5)提倡覆盖地膜或播种后行间铺银灰膜，也可在花生出苗后平铺长80cm、宽10cm银灰膜条，高出地面30cm驱蚜效果好。(6)及早灭蚜防病  田间有蚜虫墩率20％～30％，每墩蚜20～30头时，应马上喷洒40％氧化乐果乳油1500倍液或50％抗蚜威可湿性粉剂2000倍液、3．2％氯•苦参乳油，每667m 2 用50～70ml。(7)喷洒抗毒丰(0．5％菇类蛋白多糖水剂原名抗毒剂1号)300倍液或lo％病毒王可湿性粉剂500倍液(齐齐哈尔市四友化工实业有限公司)。"		"ed00621"	"该病毒种传率高达21．3％，一般1％～10％，带毒花生种子是主要初侵染源，芝麻、鸭跖草也是初侵染源之一。通过豆蚜(Aphis craccivora)、桃蚜(Myzus percicae)、大豆蚜(A．glycines)、洋槐蚜(A .robiniae)、棉蚜(A．gossypii)等传毒，且传毒效率较高。此外麦长管蚜(Macrosiphum avenae)、禾谷缢管蚜(Rhopolosiphum padi)、萝卜蚜(Lipaphis ergsimi)也能传毒，但传毒率较低。生产上由于种子传毒形成病苗，田间发病早，花生出苗后10天即见发病，到花期出现发病高峰。小粒种子带毒率较大粒种子高。品种间传毒率差异也较明显，珍珠型花生种子传毒率明显高于龙生型和多粒型及普通型花生。该病发生程度与气候及蚜虫发生量正相关。花生出苗后20天内的雨量是影响传毒蚜虫发生量和该病流行的主要因子。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/花生条纹病毒病.jpg"
"71"	"叶片,芽"	"广东、广西"	"花生芽枯病毒病主要发生在广东、广西，最高发病率达20％。病株顶端叶片出现很多伴有坏死的褪绿环斑或黄斑，常沿叶柄或顶端表皮下的维管束变为褐色坏死或导致顶端枯死，顶端生长受抑，严重的节间短缩、叶片坏死，植株矮化明显。"	"病毒"	"花生芽枯病毒病"	"番茄斑萎病毒"	"Tomato spot wilt virus，简称TSWV"	"可系统侵染花生、绿豆、大豆、豌豆、田菁、蕃茄、辣椒、普通烟、芝麻等，引致花叶、环斑、坏死等症状。"			"Tomato spot wilt virus，简称TSWV，称番茄斑萎病毒。病毒粒体系带有一层脂蛋白双膜的球状物，大小70～90nm，钝化温度45～50℃，体外保毒期5～6小时，稀释限点1000～10000倍，可系统侵染花生、绿豆、大豆、豌豆、田菁、蕃茄、辣椒、普通烟、芝麻等，引致花叶、环斑、坏死等症状。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"参见花生条纹病。"		"ed00622"	"该病主要由花生田烟蓟马(Thrips tobaci)等4种蓟马传毒。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/花生芽枯病毒病.jpg"
"72"	"叶"		"桑花叶病常见田间症状有花叶、环状叶、网状叶、丝状叶等4种。花叶型叶面现深绿、浅绿和黄绿相间的花叶或斑驳状叶。环状叶型指叶面生大小不等的中间为绿色四周为浅绿色的同心圆状环斑。网状叶型叶片的主脉、侧脉、细脉两侧绿色加深，叶脉间的叶肉组织褪色，叶片现网孔状褪绿斑。丝状叶型叶片变小，顶端叶肉或整张叶片的叶肉消失，呈丝状或带状。"	"病毒"	"桑花叶病"		"Mulberry ring spot virus(简称MyRSV)"	"桑"			"系由Mulberry ring spot virus(简称MyRSV)等多种病毒侵染引起。花叶型、丝状叶是由线状病毒侵染引起的，花叶型线状病毒长1000nm，宽16nm；丝状叶型病毒长500nm，宽12nm。环状叶型病毒是球形病毒，直径26nm。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)选用伦教40号等抗病品种。(2)发病重的桑园或地区采取全年剪留枝干40～60cm的收获方式，躲过病害发生高峰期可减轻发病。(3)采用无性繁殖时，注意选用无病苗木作接穗或砧木。"	"Mulberry mosaic disease"	"ed00623"	"桑花叶病毒主要在桑树枝条里越冬，通过嫁接或昆虫传染。病桑种子不传毒，摩擦接种传毒也难成功。桑树品种、气温、收获方法影响该病发生。一般年份早春气温15℃，易出现环斑症状，20～24℃大量出现。25～28℃时易发生花叶型和丝状叶及网状花叶。广东每年3月开始发病，4～5月进入发病高峰期；以后气温升高，在高温条件下，普遍出现隐症。品种间抗病性差异较明显：伦教40属高抗免疫型；广东荆桑、抗青10号有一定抗性；试11号、沙2×伦109号易染病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/桑花叶病.jpg"
"73"	"叶"		"又称桑花叶型萎缩病、花叶卷缩病等。是桑萎缩病的另一种。主要发生在春季和晚秋，引起桑叶卷缩、发皱、老硬，影响春叶和夏叶的产量及质量。桑花叶卷叶病，初发病时在叶片侧脉间出现浅绿至黄绿色斑块，叶脉附近仍绿色，出现黄绿相间的花叶或成镶嵌状，叶形不正，叶缘常向叶面卷缩，有的裂叶一半无缺刻，叶背脉侧易生小瘤状突起，细脉褐变，病枝细，节间缩短。有时同一枝上的叶片在春末、夏初或秋季出现，有时显症有时不显症的间歇发病情况。发病重时，病叶小，叶面卷起明显，叶脉变褐更明显，瘤状、棘状突起更多，腋芽早发，侧枝多，病株逐渐衰亡，但根系不腐烂。"	"病毒"	"桑花叶卷叶病"	"一种线状病毒"	"MyMV"	"桑"	"桑花叶型萎缩病、花叶卷缩病"		"MyMV称一种线状病毒，病毒长1000nm，宽11～13nm；但也有不同意见，目前尚未定论。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)加强苗木检疫。(2)培育无病桑苗。(3)选用荷叶白、早青桑、睦州青、团头荷叶白、湖桑32、红皮大种等抗病品种。(4)加强桑园管理，增施有机肥，低洼桑园雨后及时排水，防止湿气滞留。对病树作出标记，防止误用。"		"ed00624"	"该病病原体在树体内越冬，主要通过病苗、病接穗、病砧木传播及扩展蔓延，其中嫁接传毒作用很大，其传毒率为80％左右。此病发生情况与气温关系密切，气温低于25℃易显症，高于30℃多为隐症，因此生产上多在春末夏初及晚秋发病，盛夏和初秋则很少发生。老树及排水不良的低洼桑园易发病，施肥量不足或偏施、过施氮肥发病重。湖桑35、白条桑、剑持等品种易发病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/桑花叶卷叶病.jpg"
"74"	"叶"		"又称萎缩病、癃桑、猫耳朵、塔桑等。分布在全国各植桑区，70年代以后不少地区暴发成灾。多发生在夏伐后，早的5月上旬始发，6～8月进入发病高峰。病树2、3年后死亡，严重的病株率达60％，使成片桑园被迫毁掉。发病轻者桑枝顶端桑叶缩小变薄，叶脉细，略向背面卷缩，叶色黄化，腋芽早发。发病中等者叶缩小更明显，向后卷缩更严重，色黄质粗，节间短缩，叶序变乱，侧枝细小且多，不座桑果。发病重者叶瘦小似猫耳朵，腋芽不断萌发，细枝成簇丛生，似帚状。一般先由单枝发病，后向全株扩展。"	"病毒"	"桑黄化型萎缩病"	"类菌原体"	"Mycoplasma like organism简称MLO"	"桑"	"萎缩病、癃桑、猫耳朵、塔桑"		"Mycoplasma like organism简称MLO，称类菌原体。电镜下可见筛管细胞中存在有类菌原体，大小不一，圆形至椭圆形，大小约80～950nm，无细胞壁，细胞膜为单位膜，厚约10nm，内部充满有核质样的纤维状物质，该病由桑拟菱纹叶蝉(Hishimonoides sellatiformis Ishi—hara)和凹缘菱纹叶蝉(Hishimonas sellatue Uhler)传毒。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"加强苗木检疫，对无病区或无病桑园进行严格保护。(1)严禁把带病苗木及接穗、砧木运进无病区和新植桑区。新建桑园要自己育无病苗木。(2)选栽适合当地的抗病品种如长江以北植桑区可因地制宜推广选792。江苏、浙江、安徽可选用育2号、育237、团头荷叶白、湖桑199等抗病品种。(3)采用脱毒技术，培育桑苗。(4)加强桑园管理，如春伐复壮，适量采用夏秋叶，增施有机肥，采用配方施肥技术，科学施用氮磷钾肥，增强树势，提高抗病力。发病率低于30％的桑园，于7～9月，巡回检视发病情况，发现病株及时挖除。同时要严格防治拟菱纹叶蝉和凹缘菱纹叶蝉，重点做好冬季剪枝灭卵工作。(5)适时喷药消灭传毒昆虫，切断传染途径。第一次用药一般在4月中下旬，喷洒80％敌敌畏乳油和50％马拉硫磷乳油1500倍混合液，防治一代叶蝉若虫。第二次用药应在夏伐后，及时喷洒90％晶体敌百虫3000倍液防治1代成虫。第三次在9～10月，中、秋蚕结束时，用90％晶体敌百虫2000倍液防治3、4代成虫。(6)发病株率高于30％的桑园则应考虑刨除旧病树，然后重栽。"		"ed00625"	"病原在桑树主根里越冬，翌年5月到达枝叶，通过传毒媒介昆虫凹缘菱纹叶蝉及拟菱纹叶蝉传播蔓延。在桑树生长期内进行嫁接，不论砧木还是接穗，只要带病均可传播。菱纹叶蝉传毒过程是：病株里的类菌原体被菱纹叶蝉吸入食道，通过胃到达肠部，然后渗过肠壁进入血淋巴，再到唾液腺，当菱纹叶蝉把口针刺入桑树健株细胞内或细胞间隙时，唾液呈胶状，围着口针成为涎鞘，口针拔出，涎鞘中的病原即进入桑体内，经过增殖达到一定量后显症。一般两种菱纹叶蝉的三龄以上若虫和成虫在病桑树上吸汁2～4天即可获毒，再经20天左右增殖后开始传病，一旦获毒则终生传毒。在桑园中拟菱纹叶蝉传毒力强，全年4代均具较高传毒率，其比例达36．6％～72．7％。凹缘菱纹叶蝉1、4代传毒率为2．4～19．3％，2、3代传毒率低或不传毒。生产上从6月中旬～10月均可传播，其中9月中旬进入传毒高峰期，潜育期20～300天。一般夏季或早秋染病的当年显症，出现初期症状，到翌年夏伐后出现严重症状。中、晚秋染病的，当年隐症或不发病，潜育到下一年夏伐后才表现症状。潜育期长短、发病轻重，与桑树品种、气温高低、桑树采伐时期及程度有关。红皮大种、火桑、湖桑32发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/桑黄化型萎缩病.jpg"
"75"	"叶"		"桑树染病后春季发芽偏迟，病叶出现耳状突起，叶缘呈深锯齿状，逐渐至叶片深处，形成鸡爪状叶，严重的叶肉基本消失，仅剩叶脉，有些病叶的叶脉融合在一起致病叶呈丝状，故称丝叶病。"	"病毒"	"桑丝叶病毒病"	"一种线形病毒"	"Mulberry latent virus简称MyLV"	"桑"			"Mulberry latent virus简称MyLV。在电镜下观察是一种线形病毒，病毒粒子大小700×8(nm)，属香石竹隐潜病毒组(Carnation latent virus)。汁液接种，能侵染5科9种植物，对茴藜(Chenopodium quinoa)有局部明显症状。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)选用抗病品种，培育无病苗木。(2)发现病株，及时挖除。(3)加强桑园培肥管理，避免过度采叶和无干密植。"		"ed00626"	"可通过嫁接和汁液传染，发病程度与桑品种及抗病力有关，气温高于30℃、低于15℃时出现隐症现象。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/桑丝叶病毒病.jpg"
"76"	"叶"	"全国普遍发生"	"萎缩型萎缩病又称隐桑、龙头桑、糜桑等，是桑树重要病害。各植桑区均有发生。发病轻的叶片小、皱缩，裂叶品种叶片变圆，枝条细短，叶序乱，节间短缩。中度染病，枝条顶部或中部腋芽萌发提早，有的生出很多侧枝，全叶黄化，致秋叶早落，春芽早发，没有花椹。染病重的枝条瘦细徒长，病叶小，当全株所有枝条都发病时，顶端病叶长6cm左右，最后致全株枯死。"	"病毒"	"桑萎缩型萎缩病"	"类菌原体"	"Mycoplasma like organism简称MLO"	"桑"	"隐桑、龙头桑、糜桑"		"Mycoplasma like organism简称MLO。在病株成熟的筛管细胞里有圆形至椭圆形类菌原体质粒，大小80～1000nm，单位膜的双层界膜清楚。现有人认为该病病原除此之外，还有呈线状的病毒粒体，其与类菌原体协同作用而引起发病。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴．呼和浩特：远方出版社，1999"	"(1)严格检疫，禁止从病区引进苗木。(2)选用湖桑7号、32号、35号、197，育237等抗病品种。团头荷叶白、荷叶白、桐乡青较抗病也可选用。病株隔2年进行1次春伐，对轻病株有康复之效。(3)嫁接前接穗用55℃温汤浸泡10分钟，进行物理防治，可起防病之效。(4)菱纹叶蝉卵孵化盛期喷洒10％一遍净(吡虫啉)可湿性粉剂或5％吡虫啉乳油2500倍液，隔30天1次，防治1次或2次。"		"ed00627"	"病原在染病桑树体内越冬，可通过嫁接传染，也可通过介体昆虫拟菱纹叶蝉和凹缘菱纹叶蝉传播。该病多发生在夏季高温季节，7～8月发病更重。生产上红皮大种、剑特桑、嵊县青桑、红顶皮桑、乌皮桑、火桑等易发病。偏施、过施氮肥桑园发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/桑萎缩型萎缩病.jpg"
