"id"	"标题"	"种类"	"路径"
"475"	"中国紫玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/紫玉米/中国紫玉米种质资源地理分布图.gif"
"476"	"中国红玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/红玉米/中国红玉米种质资源地理分布图.gif"
"477"	"中国玉米自交系资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/自交系/中国玉米自交系资源地理分布图.gif"
"478"	"中国玉米长穗种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/长穗/中国玉米长穗种质资源地理分布图.gif"
"479"	"中国马齿玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/马齿玉米/中国马齿玉米种质资源地理分布图.gif"
"480"	"中国玉米高总淀粉种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/高总淀粉/中国玉米高总淀粉种质资源地理分布图.gif.txt"
"481"	"中国玉米高脂肪种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/高脂肪/中国玉米高脂肪种质资源地理分布图.gif"
"482"	"中国玉米高蛋白种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/高蛋白/中国玉米高蛋白种质资源地理分布图.gif"
"483"	"中国玉米高赖氨酸种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/高赖氨酸/中国玉米高赖氨酸种质资源地理分布图.gif"
"484"	"中国黄玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/黄玉米/中国黄玉米种质资源地理分布图.gif"
"485"	"中国黑玉米种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/玉米/黑玉米/中国黑玉米种质资源地理分布图.gif"
"486"	"中国野生大豆中粒种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/中粒/中国野生大豆中粒种质资源地理分布图.gif"
"487"	"中国野生大豆大粒种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/大粒/中国野生大豆大粒种质资源地理分布图.gif"
"488"	"中国野生大豆小粒种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/小粒/中国野生大豆小粒种质资源地理分布图.gif"
"489"	"中国野生大豆无泥膜种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/无泥膜/中国野生大豆无泥膜种质资源地理分布图.gif"
"490"	"中国野生大豆早熟种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/早熟/中国野生大豆早熟种质资源地理分布图.gif"
"491"	"中国野生大豆灰茸毛种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/灰茸毛/中国野生大豆灰茸毛种质资源地理分布图.gif"
"492"	"中国野生大豆生育日数密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/生育日数/中国野生大豆生育日数密度分布图.gif"
"493"	"中国野生大豆白花种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/白花/中国野生大豆白花种质资源地理分布图.gif"
"494"	"中国野生大豆百粒重密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/百粒重/中国野生大豆百粒重密度分布图.gif"
"495"	"中国野生大豆脂肪密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/脂肪/中国野生大豆脂肪密度分布图.gif"
"496"	"中国野生大豆蛋白质密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/蛋白质/中国野生大豆蛋白质密度分布图.gif"
"497"	"中国野生大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/野生大豆/中国野生大豆种质资源地理分布图.gif"
"498"	"中国野生大豆高脂肪种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/高脂肪/中国野生大豆高脂肪种质资源地理分布图.gif"
"499"	"中国野生大豆高蛋白种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/野生大豆/高蛋白/中国野生大豆高蛋白种质资源地理分布图.gif"
