"id"	"机构编号"	"规范名称"	"英文名称"	"其他名称"	"成立年份"	"机构类型"	"所在地区"	"上级单位"	"机构简介"	"英文简介"	"研究领域"	"学科分类"	"人才队伍"	"机构设置"	"科技平台"	"主要成果"	"主办期刊"	"通讯地址"	"邮政编码"	"联系电话"	"电子邮箱"	"传真"	"网址"
"330"	"1"	"国家杂交水稻工程技术研究中心暨湖南杂交水稻研究中心"	"China National Hybrid Rice R&D Center/Hunan Hybrid Rice Research Center"	"国家杂交水稻工程技术研究中心;;湖南杂交水稻研究中心"	"1995"	"科研机构"	"湖南省长沙市马坡岭"	"湖南省农科院"	"湖南杂交"	" "	"湖南杂交水稻研究中心以杂交水稻育种为重点，围绕高产、优质、多抗杂交水稻新品种选育，开展远缘杂种优势利用、杂交水稻分子育种、转基因应用技术研究以及杂种优势机理研究和杂交水稻亲本繁殖技术、杂交制种技术、高产栽培技术等配套应用技术研究。同时进行杂交水稻资源收集与鉴定、种子纯度检测、米质分析、科技开发、技术培训等研究与服务"	" "	"湖南杂交"	"包括国际"	"超级杂交"	"湖南杂交"	"《杂交水"	"湖南省长沙市芙蓉区马坡岭远大二路736号"	"410125"	"0731-2872975"	"webmaster@hhrrc.ac.cn "	"0731-82873050"	" "
"331"	"33"	"新疆农科院哈密瓜研究中心"	"Hami melon research center of XinJiang Academy Of Agricultural Science"	" "	"2007年"	"科研机构"	"新疆乌鲁木齐"	"新疆农业科学院"	"新疆农业"	" "	"西甜瓜种质资源、遗传育种、生物技术、栽培生理等领域的研究及新品种、新技术开发与示范推广等工作"	" "	"现有职工"	" "	" "	"中心成立"	" "	"新疆乌鲁木齐南昌路403号"	"830091"	" "	" "	" "	" "
"332"	"33"	"陕西省水产研究所"	"Shaanxi Fishery Institute"	" "	"1960"	"科研机构"	"陕西省西安市"	"陕西省水利厅"	"陕西省水"	" "	"水产、淡水鱼、渔业资源环境、水产养殖、水产保护、动物疫病防控。"	"S9"	"在岗职工"	"设立3个"	"1个中国"	"建所以来"	" "	"陕西省西安市三桥南沣惠路2号"	"710086"	"029-84521004"	"772266sy@sina.com"	"029-84521004"	" "
"333"	"40"	"北京市昌平区农业服务中心"	" "	" "	" "	"科研机构"	"北京市昌平区"	"北京市昌平区人民政府"	"1、负责"	" "	"农业"	"S"	" "	"内设机构"	" "	" "	" "	"北京市昌平区府学路科技中心楼"	"102200"	"010-80101565"	" "	" "	" "
"334"	"57"	"江西省九江市水产科学研究所"	"Fisheries Research Institute of Jiujiang，Hebei Province"	" "	"1964"	"科研机构"	"江西省九江市"	"九江市农业局"	"江西省九"	" "	"水产养殖、渔业资源研究、淡水养殖技术、病疫防治推广、淡水苗种繁育"	"S9"	"现有职工"	"研究所下"	" "	" "	" "	"九江市庐山区虞家河乡芳兰湖"	" "	"0792-8993110"	" "	" "	" "
"335"	"73"	"北京市植物保护站"	" "	" "	" "	"科研机构"	"北京市西城区"	"北京市农业局"	"北京市植"	" "	"植物保护"	"S4"	"北京市植"	"下设15"	" "	"承担各类"	" "	"北京市西城区北三环中路9号"	"100029"	"010-82078491"	" "	"010-62016348"	" "
"336"	"43"	"山东省农业科学院作物研究所"	"Crop Research Institute，Shandong Academy of Agricultural Science"	" "	"1959年"	"科研机构"	"山东省济南市"	"山东省政府"	"山东省农"	" "	"小麦育种、小麦栽培、甘薯、大豆、谷子杂粮、食品加工、示范推广"	" "	"现有在职"	"下设小麦"	"建有品质"	"小麦遗传"	" "	"济南市工业北路202号"	"250100"	"0531-83179088"	" "	" "	" "
"337"	"8"	"四川农业大学园艺学院"	"College of horticulture, Sichuan Agricultural Uniersity"	"川农大园艺学院"	"2009"	"教学科研机构"	"四川省雅安市"	"四川农业大学"	"四川农业"	"The "	"学院始终把学科建设放在重要位置，通过学科建设和完成重大科学研究项目，不断培养优秀的师资队伍、创建良好的办学条件、构建全新的人才培养体系，为培养合格的本科人才奠定坚实的基础。同时，将学科建设和专业建设相互融合、相互促进，以科研促教学，以教改促质量，已经形成学科建设支持本科教学的良性机制，且在实践中取得了显著成效"	"S6 园艺"	"据官网资"	"学院下设"	"学院拥有"	"“九五”"	"无"	"四川省雅安市四川农业大学园艺学院"	"625014"	"0835-2882963"	"无"	"无"	" "
"338"	"41"	"北京市昌平区动物疫病预防控制中心"	" "	"昌平县畜牧兽医工作站"	"1951年"	"科研机构"	"北京市昌平区"	"昌平区农业局"	"北京市昌"	" "	"兽医卫生及防疫"	"S851"	"现有职工"	"中心设有"	"区疫控中"	"近年来，"	" "	"北京市昌平区新储路西500米"	"102200"	"010-89748042"	" "	" "	" "
"339"	"62"	"浙江省海洋水产研究所"	"Marine Fisheries Research Institute of Zhejiang"	" "	"1953"	"科研机构"	"浙江省舟山市"	" "	"浙江省海"	" "	"海洋渔业资源调查与评估、海水增养殖、海洋生态与修复、海洋（远洋）捕捞、渔业环境和水产品质量安全与检测、船舶设计"	"S9"	"全所现有"	"下设渔业"	"2个省级"	"建所以来"	" "	"浙江省舟山市临城科创园区"	"316021"	"0580-3055554"	" "	" "	" "
"340"	"14"	"北京市农林科学院北京农产品质量检测与农田环境监测技术研究中心"	"Bejing Research Center for Agricultural Standards and Testing"	"农业部农产品质量安全风险评估实验室（北京）;;BRCAST"	"2007年"	"科研机构"	"北京市海淀区"	"北京市农林科学院"	"北京农业"	" "	"农田环境监测;;农产品质量安全检测方法与标准;;检测信息化;;新型仪器开发"	"S19;;TS2"	"中心目前"	"中心下设"	"中心实验"	"截止到2"	" "	"北京市海淀区曙光花园中路9号"	"100097"	"010-51503793"	"bjatfm@163.com"	"010-51503793"	" "
"341"	"45"	"北京市房山区渔政监督管理站"	" "	" "	" "	"其他"	"北京市房山区"	"房山区农业局"	"主要职责"	" "	"水产、渔业"	"S9"	" "	" "	" "	" "	" "	"北京市房山区良乡西路7号"	"102488"	"010-89358374"	" "	"010-89358374"	" "
"342"	"187"	"北京林业大学"	"Beijing Forestry University"	" "	"1902年"	"高等院校"	"北京市海淀区"	"教育部、国家林业局"	"北京林业"	"A ke"	"林业"	"S7"	"学校现有"	"组织机构"	"校本部现"	"2000"	"编辑出版"	"北京市海淀区清华东路35号"	"100083"	"010-62338279"	"service@bjfu.edu.cn"	" "	" "
"343"	"133"	"中国农业大学畜禽疫病诊断中心"	" "	"中国农业大学动物医学院畜禽疫病诊断中心"	" "	"科研机构"	"北京市海淀区"	"中国农业大学"	"中国农业"	" "	"动物医学"	"S85"	" "	"中心设综"	"诊断检测"	" "	" "	"北京市海淀区圆明园西路2号中国农业大学畜禽疫病诊断中心"	"100193"	"010-62734924"	"vetzhenduan@cau.edu.cn"	"010-62734920"	" "
"344"	"24"	"四川省种子站"	"无"	"省种子站，省农业厅种子站"	"1978"	"事业机构"	"四川省成都市武侯区"	"四川省农业厅"	"四川省种"	"无"	"经营管理种子事宜，促进农业和种子产业化发展。承担农作物新品种引种，试验，示范，审定工作，组织种子生产，调剂和技术指导"	"S32作物品种与种质资源(品种资源)，S33作物遗传育种与良种繁育"	"四川省种"	"四川省种"	"无"	"无"	"无"	"四川省成都市玉林北路５号"	"610041"	"028-85552811 028-85569250"	"sczzz@mail.sc.cninfo.net；scseed@sohu.com"	"028-5540144"	" "
"345"	"11"	"中国科学院海洋研究所"	"Institute of Oceanology,Chinese Academy of Sciences"	"中科院海洋所"	"1950"	"科研机构"	"山东省青岛市"	"中国科学院"	"中国科学"	"The "	"水生生物学、水产养殖、渔业生态。"	"S9"	"研究所现"	"一、研究"	"1个开放"	"共取得9"	"《海洋科"	"山东省青岛南海路7号"	"266071"	"0532-82898611"	"iocas@ms.qdio.ac.cn"	"0532-82898612"	" "
"346"	"218"	"延庆县农机服务中心"	" "	" "	"2001年"	"科研机构"	"北京市延庆县"	"北京市延庆县人民政府"	"延庆县农"	" "	"农业机械及农具"	"S22"	"现在编制"	"中心机关"	" "	" "	" "	"北京市延庆县东外大街90号"	"102100"	"010-69101279"	" "	" "	" "
"347"	"102"	"农业部农药检定所"	" "	"英文缩写ICAMA"	"1963年"	"科研机构"	"北京市朝阳区"	"农业部"	"农业部农"	" "	"农药管理"	"S48"	"目前在职"	"下设办公"	"实验室面"	"农业部农"	"主办《农"	"北京市朝阳区麦子店22号"	"100125"	"010－59194097"	"icama@agri.gov.cn"	"010－59194063"	" "
"348"	"204"	"中国科学院农业政策研究中心"	"Center for Chinese Agricultural Policy"	"缩写CCAP"	"1995年"	"科研机构"	"北京市朝阳区"	"中国科学院"	"中国科学"	"In t"	"农业科技政策;;资源环境政策;;城乡协调发展与反贫困;;农产品政策分析与决策支持系统"	"F3"	"中心现有"	"中心的研"	" "	"科研成果"	" "	"北京市朝阳区安外大屯路甲11号"	"100101"	"010-64889440"	"ccap@igsnrr.ac.cn"	"010-64856533"	" "
"349"	"85"	"中国水利水电科学研究院水利研究所"	"Department of Irrigation and Drainage,China Institute of Water Resources and Hydropower Research"	"国家节水灌溉北京工程技术研究中心;;National Center for Efficient Irrigation Engineering and Technology Research-Beijing"	"1956年"	"科研机构"	"北京市海淀区"	"水利部"	"水利研究"	"Chin"	"农田水利"	"S27"	"水利研究"	"下设办公"	"拥有节水"	"建所以来"	" "	"北京市海淀区车公庄西路20号"	"100048"	"010-68786521"	" "	"010-68451169"	" "
"350"	"60"	"北京市农村经济研究中心"	" "	"北京市农村合作经济经营管理办公室"	"1989年"	"科研机构"	"北京市西城区"	"北京市农村工作委员会"	"市农研中"	" "	"农业经济;;农村经济"	"F3"	"中心拥有"	"市农经办"	" "	"中心成立"	"出版发行"	"北京市西城区北三环裕民中路6号"	"100029"	"010-62022216"	"bjagri@public.bta.net.cn"	"010-62045701"	" "
"351"	"23"	"北京市大兴区农业技术示范站"	" "	" "	" "	"科研机构"	"北京市大兴区"	"北京市大兴区种植业服务中心"	"北京市大"	" "	"农学"	"S3"	" "	" "	" "	" "	" "	"北京市大兴区"	"102600"	"010-80219338"	" "	" "	" "
"352"	"156"	"设施蔬菜生长发育调控北京市重点实验室"	"Beijing Key Laboratory of Growth and Developmental Regulation for Protected Vegetable Crops"	" "	"2005年"	"科研机构"	"北京市海淀区"	"中国农业大学"	"中国农业"	" "	"设施蔬菜生长发育与分子机制;;设施蔬菜抗逆优质与分子改良;;设施蔬菜栽培生理与环境调控"	"S63;;S62"	"现有专任"	" "	" "	"2010"	" "	"北京市海淀区圆明园西路2号"	"100193"	"010-62732825"	"gaolh@cau.edu.cn"	"010-62732825"	" "
"353"	"15"	"北京市农林科学院"	"Beijing Academy of Agriculture and Forestry Sciences"	" "	"1958年"	"科研机构"	"北京市海淀区"	"北京市农委"	"北京市农"	" "	"动植物种质资源创新与新品种选育，优质、安全、高效农产品生产技术，农业信息技术与智能装备，农产品深加工与冷链物流，都市农业资源与环境、蔬菜育种、农业信息化等。"	"S7"	"职工总数"	"全院建有"	"拥有4个"	"近十年来"	"主办期刊"	"北京海淀区曙光花园中路11号"	"100097"	"010-51503240"	"Bjnkyyz@bte.gov.cn"	"010-51503300"	" "
"354"	"39"	"江西省水产科学研究所"	"Jiangxi Fisheries Science Institute"	" "	" "	"科研机构"	"江西省南昌市"	"江西省农业厅"	"江西省水"	" "	"水产、渔业资源环境、水产养殖、水产遗传育种、动物疫病防控、水产生物技术。"	"S9"	"现有职工"	"下设渔业"	" "	"先后主持"	" "	"江西省南昌市青山湖区富有路1099号"	"330039"	"0791-8101682"	" "	" "	" "
"355"	"9"	"中国农业科学院生物技术研究所"	"Biotechnology Research Institute,CAAS"	"中国农科院生物所;;BRI-CAAS"	"1986"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	" "	"农学、植物生物技术、动物生物技术、应用微生物、植物基因组学、植物遗传育种、生物化学与分子生物学、转基因生物安全、质量检测。"	" "	"现有在职"	"下设8个"	"研究所拥"	"“十五”"	"《中国农"	"北京市海淀区中关村南大街12号"	"100081"	"010-82109847"	"bricaas@caas.net.cn"	" "	" "
"356"	"181"	"中国植物保护学会"	"China Society of Plant Protection"	"缩写CSPP"	"1962年"	"学协会组织"	"北京市海淀区"	"中国科学技术协会"	"中国植物"	" "	"植物保护"	"S4"	"学会拥有"	"下设分支"	" "	"学会先后"	"第一主办"	"北京市海淀区圆明园西路2号中国农科院植保所内"	"100193"	"010-62811917"	"cspp62@163.com"	"010-62815913"	" "
"357"	"99"	"农业部农产品质量安全中心"	" "	" "	"2002年"	"科研机构"	"北京市海淀区"	"农业部"	"农业部农"	" "	"无公害农产品;;质量管理;;认证"	"F32"	" "	"中心内设"	"建有全国"	" "	" "	"北京市海淀区学院南路59号"	"100081"	"010-62191443"	"nybncpzlaqzx@163.com"	"010-62115730"	" "
"358"	"3"	"北京果树学会"	" "	"北京园艺学会果树专业组"	"1956年"	"学协会组织"	"北京市西城区"	"北京市林业局"	"北京果树"	" "	"果树园艺"	"S66"	"专家人才"	" "	" "	"学会自成"	" "	"北京德外北三环东路19号市林业局果树处"	"100029"	"010-82081524"	" "	" "	" "
"359"	"160"	"中国食品和包装机械工业协会"	"CHINA FOOD AND PACKAGING MACHINERY INDUSTRY ASSOCIATION"	"缩写为CFPMA"	" "	"学协会组织"	"北京市朝阳区"	"国务院国有资产监督管理委员会"	"中国食品"	"Chin"	"食品机械设备;;食品包装"	"TS23;;TS26"	" "	"协会常设"	" "	" "	"出版协会"	"北京市朝阳区北沙滩一号48信箱"	"100083"	"010-68518589,64883972,64883974"	"cfpma@263.net"	"010-68533077"	" "
"360"	"28"	"古蔺县农业局"	"Gulin Agricultural Bureau"	"古蔺农业局"	"1984"	"行政机关"	"四川省泸州市古蔺县"	"古蔺县人民政府"	"古蔺县农"	"无"	"研究拟定农业产业政策，引导农业产业结构的合理调整、农业资源的合理配置和农产品品质的改善；提出有关农产品及农业生产资料价格调整、农产品流通、农村信贷、税收及农业财政补贴政策的建议。研究提出农业产业化经营的方针政策和拟定农产品市场体系建设与发展规划，促进农业产前、产中、产后一体化；预测并发布农产品及农业生产资料供求情况等农村经济信息"	"S3农学(农艺学)
S035农业推广学"	"古蔺县农"	"古蔺县农"	"无"	"无"	"无"	"四川省泸州市古蔺县 环城路119号"	"646500"	"0830-7222978"	"无"	"无"	" "
"361"	"2"	"北京都市农业研究院"	" "	"北京农学院农业研究院"	"2009年"	"科研机构"	"北京市昌平区"	"北京农学院"	"北京都市"	" "	"主要从事都市农业发展战略与政策、都市农业经济与产业发展规划、都市圈农业环境与生态、农产品质量安全及其加工、都市农业技术、产品及其示范推广等领域研究。"	"S;;F32"	" "	"下设农业"	"北京都市"	" "	" "	"北京市昌平区回龙观北农路7号北京都市农业研究院"	"102206"	"010-80796196，80799305"	"bjdyy2009@126.com"	"010-80799305"	" "
"362"	"38"	"湖南省水产科学研究所"	"Hunan Fisheries Science Institute"	" "	"1959"	"科研机构"	"湖南省长沙市"	"湖南省农业厅、湖南省畜牧水产局"	"湖南省水"	" "	"水产、淡水鱼、水产遗传育种、水产保护、渔业资源环境、水产养殖、农产品加工、水产品、农产品质量安全。"	"S9"	"在职职工"	"设有8个"	"农业部渔"	"在国家农"	"《内陆水"	"湖南省长沙市开福区双河路728号"	"410153"	"0731-86672234　"	" "	"0731-86672234"	" "
"363"	"46"	"成都市农林科学院"	"Chengdu Academy of Agriculture and Forestry Sciences"	"市农科院，成都农林科学院"	"2007"	"科研机构"	"四川省成都市温江区"	"成都市人民政府"	"成都市农"	"无"	"开展农业、林业、水产业的基础技术研究、应用研究和技术推广等公益性农业服务；开展农业、林业新品种、新技术和水产品选育（引进）及配套技术的研究与应用"	"S03农业科学技术研究、试验，S3农学，S6园艺，S7林业，S9水产渔业"	"成都市农"	"成都市农"	"成都市农"	"落实了油"	"无"	"四川省成都市温江区公平街道农科路200号"	"611130"	"028-82747352"	"无"	"无"	" "
"364"	"80"	"北京植物病理学会"	"Beijing Society for Plant Pathology"	"英文缩写BSPP"	"1951年"	"学协会组织"	"北京市崇文区"	"北京市科学技术协会"	"北京植物"	" "	"植物病害及其防治"	"S432"	"学会现有"	"学会现下"	" "	" "	" "	"北京崇文区永外西革新里98号"	"100077"	"010-67235034"	"kxlb-2@263.net"	"010-67235026,67235035"	" "
"365"	"31"	"山东省淡水水产研究所"	" Fresh Water Fishery Research Institute of Shandong Province"	" "	"1956"	"科研机构"	"山东省济南市"	"山东省海洋与渔业厅"	"山东省淡"	" "	"水产、淡水鱼、水产养殖、水产遗传育种、水产动物营养与饲料、水产保护、渔业资源环境、渔业生态、渔业工程、引种驯化、环境监测与评价。"	"S9"	"现有在职"	"设有7个"	"1个山东"	"建所以来"	" "	"山东省济南市历下区解放路162号"	"250013"	"0531-87565645"	" "	" "	" "
"366"	"8"	"中国农业科学院农产品加工研究所"	"Institute of Agro-Products Processing Science and Technology CAAS"	"中国农科院加工所;;IAPPST-CAAS;;中国农业科学院原子能利用研究所"	"2003"	"科研机构"	"北京市海淀区"	"中国农业科学院"	"中国农业"	" "	"农产品加工、食品科学、粮食制品、油脂制品、功能食品、肉制品、奶制品、果制品、蔬菜制品、保鲜与贮藏、农产品物流、农产品质量安全、质量检测。"	" "	"现有在职"	"下设6个"	"1个农业"	"建所以来"	"《核农学"	"北京市海淀区圆明园西路2号"	"100093"	"010-62815836"	"zhbgs5109@126.com"	" "	" "
"367"	"190"	"北京林业大学生物科学与技术学院"	"College of Biological Sciences and Biotechnology"	" "	"1997年"	"高等院校"	"北京市海淀区"	"北京林业大学"	"北京林业"	" "	"林木育种;;森林生物学"	"S71;;S72"	"学院师资"	"学院下设"	"学校拥有"	"承担与完"	" "	"北京市海淀区清华东路35号"	"100083"	"010-62336013"	"biology@bjfu.edu.cn"	"010-62336164"	" "
"368"	"49"	"新疆水产科学研究所"	"Xinjiang Fisheries Science Institute"	" "	"1988"	"科研机构"	"新疆维吾尔自治区"	"新疆维吾尔自治区水利厅"	"新疆维吾"	" "	"水产、冷水鱼、水产养殖、水产保护、渔业资源环境、渔业工程、水产品、质量检测、环境监测与评价。"	"S9"	"全所核定"	"下设养殖"	"4个省级"	"建所22"	"《新疆渔"	"新疆乌鲁木齐市西虹西路614号"	" "	"0991-6100885"	"xjfishery@163.com"	"0991-6100900"	" "
"369"	"31"	"阿坝州科学技术研究院"	"Aba Academy of Science and Technology"	"四川省阿坝州科学技术研究院；阿坝科技研究院"	"2004"	"科研机构"	"四川省阿坝州市汶川县"	"阿坝州人民政府"	"该院成立"	"无"	"该院是涵盖农业、林业、畜牧、工业、自然资源与信息、旅游等领域的综合性科研机构"	"S3农学(农艺学)
S7林业
S81普通畜牧学"	"全院核定"	"内设机构"	"无"	"先后承担"	"阿坝科技"	"四川省阿坝州汶川县威州镇较场街下段29号"	"623000"	"0837-6229043
0837-6229837-805
0837-6222420"	"abzqbs@126.com"	"0837-6222420
0837-6229042"	" "
"370"	"17"	"中国农业科学院棉花研究所"	"Institute of cotton research of caas"	" "	"1957"	"科研机构"	"河南省安阳市"	"中国农业科学院"	"中国农业"	" "	"农学、棉花、植物生物学、植物基因组学、植物生物信息学、植物生物技术、植物遗传育种、植物种质资源、植物生理生态与栽培、植物保护、质量检测。"	" "	"现有在职"	"下设7个"	"1个国家"	" "	" "	"河南省安阳市开发区黄河大道38号"	"455000"	"0372-2562206"	"crichina#cricaas.com.cn"	" "	" "
"371"	"23"	"中国农业科学院哈尔滨兽医研究所"	"Harbin Veterinary Research Institute, CAAS"	" "	"1948"	"科研机构"	"黑龙江省哈尔滨市"	"中国农业科学院"	"中国农业"	"


H"	"动物医学、预防兽医学、动物传染病学、兽医生物技术、动物病理学、动物疫病防控、动物疫病诊断、家禽、猪、兽药、兽医生物制品、质量检测。"	" "	"现有在职"	"下设10"	"1个国家"	" "	" "	"黑龙江省哈尔滨市南岗区马端街427号"	"150001"	"0451-51997177"	" "	" "	" "
"372"	"35"	"辽宁省海洋水产科学研究院"	"Liaoning Ocean and Fisheries Science Research Institute"	" "	"1950"	"科研机构"	"辽宁省大连市"	"辽宁省海洋与渔业厅"	"辽宁省海"	" "	"水产、海水鱼、水产养殖、水产遗传育种、渔业资源环境、水产生物技术、环境监测与评价。"	"S9"	"现有科技"	"设有9个"	"辽宁省海"	" 六十年"	"《水产科"	"辽宁省大连市沙河口区黑石礁街50号"	"116023"	"0411-84671027"	" "	" "	" "
"373"	"111"	"全国农业技术推广服务中心"	" "	" "	"1995年"	"科研机构"	"北京市朝阳区"	"农业部"	"全国农业"	" "	"农业科学"	"S"	" "	"下设22"	" "	" "	"现编辑出"	"北京市朝阳区麦子店街20号"	"100125"	"010-59194536、59194558"	" "	" "	" "
"374"	"13"	"北京市农林科学院北京草业与环境研究发展中心"	"Bejing Research Development Center for Grass and Environment"	"北京市农林科学院草业与环境研究发展中心"	"2002年"	"科研机构"	"北京市海淀区"	"北京市农林科学院"	"北京草业"	" "	"生态治理;;能源草;;草业资源;;景观园林"	"S54;;S55;;S68"	"中心现有"	"草业中心"	"中心公共"	"中心自成"	" "	"北京市海淀区曙光花园中路9号"	"100097"	"010-51503297"	"info@grass-env.com"	"010-51503297"	" "
"375"	"173"	"中国水产科学研究院"	"Chinese Academy of Fishery Sciences"	"缩写CAFS"	"1980年"	"科研机构"	"北京市丰台区"	"农业部"	"中国水产"	"Chin"	"全院研究重点为渔业资源保护与利用、渔业生态环境、水产生物技术、水产遗传育种、水产病害防治、水产养殖技术、水产加工与产物资源利用、水产品质量安全、渔业工程与装备、渔业信息与发展战略等十大领域。"	"S9"	"全院现有"	"全院现有"	"全院共有"	"建院以来"	"出版发行"	"北京市丰台区永定路南青塔村150号"	"100039"	"010-68673938"	" "	"010-68676685"	" "
"376"	"16"	"甘孜州农科所"	"Ganzi Agricultural Sciences Institute"	"甘孜州农业科学研究所；四川省甘孜藏族自治州农业科学研究所；甘孜农业科研所；甘孜农牧业科研所"	"1961"	"科研机构"	"四川省甘孜藏族自治州康定县"	"甘孜州农业局"	"甘孜州农"	"无"	"甘孜州及青藏高原少数民族地区特殊自然生态条件下的青稞、小麦、玉米三大作物育种及栽培技术，兼顾土肥、植保、蔬菜、中藏药材、实用菌、农产品加工等研究。"	"S3农学(农艺学)
S33作物遗传育种与良种繁育
S4植物保护
S646菌类（食用菌）"	"该所现有"	"所内机构"	"该所有农"	"研究所共"	"无"	"四川省甘孜藏族自治州康定县炉城南路42号"	"626000"	"0836-2838502"	"gznks28@163.com"	"0836-2838502"	" "
"377"	"221"	"顺义区农机服务中心"	" "	" "	"1961年"	"科研机构"	"北京市顺义区"	"顺义区农委"	"顺义区农"	" "	"农业机械及农具"	"S22"	" "	"顺义区农"	" "	" "	" "	"北京市顺义区府前西街5号"	"101300"	"010-69442331"	" "	" "	" "
"378"	"42"	"广西水产科学研究院"	"Guangxi Academy of Fishery Sciences"	"广西壮族自治区水产研究所;;广西水产研究所"	"1960"	"科研机构"	"广西壮族自治区"	"广西壮族自治区水产畜牧兽医局"	"广西水产"	" "	"水产、淡水鱼、水产养殖、渔业资源环境、水产动物营养与饲料、动物疫病防控、质量检测、环境监测与评价。"	"S9"	"现有在职"	"设有2个"	"1个农业"	"近年来先"	"《广西水"	"广西壮族自治区南宁市青山路8号"	"530021"	"0771-5316334"	" "	"0771-5316364　"	" "
"379"	"145"	"中国农业大学食品科学与营养工程学院葡萄与葡萄酒研究中心"	" "	" "	"2002年"	"科研机构"	"北京市海淀区"	"中国农业大学食品科学与营养工程学院"	"中国农业"	" "	"葡萄品种及栽培技术;;葡萄酒酿造"	"S663;;TS2"	"中心现有"	" "	"中心依托"	"自成立以"	" "	"北京市海淀区清华东路17号"	"100083"	"010-62738658"	" "	" "	" "
"380"	"60"	"四川省农业科学院生物技术核技术研究所"	"Remote Sensing Application Institute,Sichuan Academy of Agricultural Sciences"	"四川省农科院生核所;;四川省农科院生物技术核技术研究所"	"1960"	"科研机构"	"四川省成都市锦江区"	"四川省农业科学院"	"四川省农"	"无"	"主要研究方向和内容：利用生物技术和核技术相结合，开展农作物、果树、花卉新质源、新品种的创制和选育及新技术新方法的应用研究；开展植物化控调节、经济和药用植物脱毒快繁、商品辐照加工、同位素示踪等领域的研究与技术服务。“八五”以来，重点开展水稻、小麦、玉米、油菜的细胞工程育种、转基因育种、分子标记辅助育种、功能基因克隆与利用及重组基因产品和植物化控调节剂的研究开发；同时对外提供药品、化妆品、医用手术薄膜、食品、调味品的辐射灭菌；图书档案、竹木器具的辐射杀虫、高分子材料的辐射交联，辐射改性等技术服务。"	"S188 农业生物工程，S124 核技术在农业上的应用"	"现有在职"	"现设有2"	"所内现有"	"分别在《"	"无"	"四川省成都市狮子山路106号"	"610061"	"028-84504320"	"无"	"无"	" "
"381"	"210"	"北京市畜禽健康养殖环境工程技术研究中心"	" "	" "	" "	"科研机构"	"北京市海淀区"	"中国农业大学"	"北京市畜"	" "	"重点开展都市型畜牧业健康养殖模式研究与创新、畜禽健康养殖环境净化与调控和畜禽健康养殖低碳节能设施与装备等方面的研究工作。"	"S81"	"北京市畜"	" "	" "	" "	" "	"北京海淀区清华东路17号45信箱"	"100083"	"010-62736553"	"6553@cau.edu.cn"	" "	" "
"382"	"15"	"大连海洋大学"	"Dalian Ocean University"	"大连水产学院"	"1952"	"高等院校"	"辽宁省大连市"	"辽宁省"	"大连海洋"	"Dali"	"水产、水生生物学、食品科学、水产养殖、水产品加工、海洋生态、海洋工程、贝类、藻类。"	"S9"	"现有专任"	"现有18"	"7个省部"	"近五年来"	"《大连海"	"辽宁省大连市沙河口区黑石礁街52号"	"116023"	"0411-84762652；0411-84763008"	" "	"0411—84763306 "	" "
"383"	"14"	"南充市农科院"	"Nanchong Academy of Agricultural Sciences"	"川北农业试验站"	"1950"	"科研机构"	"四川省南充市"	"四川省农科院"	"南充市农"	"Nanc"	"?建院以来，在甘薯、花生、棉花、玉米、油菜、水稻、大豆等作物新品种选育及耕作技术研究方面形成了独特的优势，常年主持或承担国家、省、市重大农业科研项目60余项"	"S 农业科学"	"全院现有"	"南充市农"	"?建有高"	"1978"	"无"	"四川省南充市顺庆区农科巷137号"	"63700"	"(0817)2802557"	"ncnks2003@163.com"	"无"	" "
"384"	"17"	"内蒙古大学"	"Inner Mongolia University"	" "	"1957年"	"高等院校"	"内蒙古呼和浩特市"	"教育部"	"内蒙古大"	"Inne"	"集哲学、经济学、法学、文学、历史学、理学、工学、农学、管理学、艺术学10大学科门类在内的综合大学"	" "	" "	"学校现由"	"学校高度"	"学校大力"	" "	"内蒙古呼和浩特市大学西路235号"	"010021"	"(0471)4992255"	"webmaster@imu.edu.cn"	" "	" "
"385"	"81"	"北京市畜牧兽医总站"	" "	"北京市畜牧兽医技术服务中心"	" "	"科研机构"	"北京市朝阳区"	"北京市农业局"	"北京市畜"	" "	"畜牧;;动物医学"	"S8"	"总站现有"	"总站下设"	" "	" "	" "	"北京市朝阳区安外北苑甲15号"	"100107"	"010-84929018"	" "	" "	" "
"386"	"153"	"中国农业大学种子健康中心"	"Seed Health Centre of China Agricultural University"	"中国农业大学植物病理学系种子病理及杀菌剂药理学研究室;;缩写SHC-CAU"	"2007年"	"科研机构"	"北京市海淀区"	"中国农业大学"	"中国农业"	"Seed"	"种子病理;;植物检疫"	"S41"	"目前中心"	" "	" "	"SHC-"	" "	"北京市海淀区圆明园西路2号"	"100193"	"010-62732994"	"shccau@126.com"	"010-62734938"	" "
"387"	"143"	"中国农业大学生物学院"	"College of Biological Sciences"	" "	"1984年"	"高等院校"	"北京市海淀区"	"中国农业大学"	"中国农业"	" "	"农业生物学"	"S18"	"学院现有"	"学院现设"	"学院拥有"	"近年来，"	" "	"北京市海淀区圆明园西路2号"	"100193"	"010-62732690"	"liuxu@cau.edu.cn"	" "	" "
