"id"	"发生与危害"	"地理分布"	"纲"	"目"	"科"	"属"	"中文名"	"综合治理策略"	"形态特征"	"相关文献"	"拉丁学名"	"记录号"	"别名"	"图片"
"48"	"多年生草本，丛生。夏秋季抽穗。多以种子繁殖。生长于潮湿处。危害少。"	"福建、台湾、湖北、安徽、江苏、浙江、山东、河北等地区均有发生。"	"单子叶植物纲"	"莎草目"	"禾本科"	"双稃草属"	"双稃草"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"成株   根须状；秆直立或膝曲上升，分枝或否，无毛；叶鞘平滑无毛，疏松，长于节间；叶片常内卷，微粗糙或背面较平滑。 花和子实   圆锥花序长15～25厘米，主轴及分枝均粗糙；分枝上升，长4～10厘米；小穗柄长约1毫米，粗糙；小穗灰绿色；小穗轴节问压扁，两边疏生短毛；外稃具3脉，先端具2～4细齿，中脉从齿间延伸成短芒，芒微粗糙长约1毫米；内稃略短于外稃，先端近于截平，脊上部呈短纤毛状；花药乳脂色。颖果长约2毫米，椭圆形。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Diplachne   fusca  (Linn．)Beauv．-Festuca fusca Linn"	"pw00048"		"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/双稃草.jpg"
"49"	"一年生草本。生于水田、田边、菜园、茶园、果园、苗圃及村落住房周围隙地。春季出苗，6月中旬抽穗开花，6月下旬开始成熟，一般比水稻成熟期要早。喜温暖、潮湿环境，适应性强。为水稻田危害最严重的恶性杂草。与水稻的伴生性强，极难清除，亦发生于潮湿旱地。"	"全国各地均有发生。"	"单子叶植物纲"	"莎草目"	"禾本科"	"稗属"	"稗"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"幼苗    子叶留土。第1片真叶线状披针形，叶鞘长3．5厘米，叶片与叶鞘问的分界不明显，亦无叶耳、叶舌。 成株    秆光滑无毛，高40～120厘米。叶条形，宽5～14毫米，无叶舌。 花和子实    圆锥花序尖塔形，较开展，粗壮，直立，主轴具棱，分枝10～20个，基部被有疣基硬刺毛，分枝为穗形总状花序，并生或对  生于主轴，上斜举或贴生，下部的排列稍疏离，上部较密接，小枝上  有小穗4～7个；小穗长3～4毫米(芒除外)，密集于穗轴的一侧，脉上被疣基刺毛。第1颖三角形，第2颖有长尖头；第1花的外稃具5～7脉，先端延伸成0．5～3厘米的芒，内稃与外稃近等长，膜质透明；第2小花外稃平凸状，椭圆形，平滑光亮，成熟后变硬，顶端具小尖头，边缘内卷，紧包内稃，顶端露出。颖果椭圆形，长2．5～3．5毫米，凸面有纵脊，黄褐色。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Echinochloa crusgalli(L．)Beauv"	"pw00049"	"稗子"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/稗.jpg"
"50"	"一年生草本。生育期5～10月份，花果期7～10月份。种子繁殖。生于水边、湿地，水田和水田边。水田主要杂草，对水稻等作物危害大。"	"全国各地均有发生"	"单子叶植物纲"	"莎草目"	"禾本科"	"稗属"	"长芒稗"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"幼苗   第1叶线形，先端锐尖；第2～5叶亦为线形，先端尖，无毛；无叶舌，叶鞘无毛；茎有红色。 成株    秆直立，高80～100厘米。叶鞘光滑无毛；叶片线状披针形，先端渐尖，有绿色细锐锯齿。 花和子实   圆锥花序长15～30厘米，总状花序斜上举；小穗长3毫米。有紫色极长芒；第1颖小三角状卵形，第2颖与第1外稃为大狭卵形，有细毛和长刚毛。阔椭圆形而圆头，腹面扁平；脐粒状，乳白色，无光泽。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Echinochloa  caudata Roshev．Echinochloa crusgalli(L．)  Beauv．var．Caudata(Roshev．)Kitag"	"pw00050"		"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/长芒稗.jpg"
"51"	"一年生草本。水稻的伴生植物。由于人类对水稻进行灌水、施肥、中耕除草，收获后进行脱粒、风选等措施，使其具有发达的根系、喜水喜肥、密蘖型的分蘖方式，叶片垂直生长、叶鞘呈青绿色、种子较大；无论其幼苗、成株及种子都能与水稻相混杂，长期危害水稻。其他特性与稗相似。仅见于稻田中，是水稻田中较为严重的害草。"	"全国各地均有发生"	"单子叶植物纲"	"莎草目"	"禾本科"	"稗属"	"稻稗"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"幼苗   与稗不同的是第l片真叶平展生长，有21条直出平行脉，其中5条较粗。 成株    植株高70～100厘米。秆直立，密蘖形。叶片线形，粗糙，边缘有微小的刺毛，常于叶枕处有髯毛，叶鞘上方边缘有疣基毛。 花和子实    圆锥花序于花时直立或下垂，于果时下倾或下垂，长12～17厘米，披针形，总状分枝常紧贴穗轴，于基部的总状分枝常再分枝。小穗绿色，成熟后常带紫晕，第1颖三角形，先端渐尖至尾尖，背面及边缘有短硬毛。种子与稗相似，仅谷粒长4～5毫米。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Echinochloa phyllopogon(stapf)Koss．Echinochloa oryzicola  (Vasing．)Vasing"	"pw00051"	"稗"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/稻稗.jpg"
"52"	"一年生草本。苗期5～6月份，花果期8～11月份。花果随熟随落入土壤。为湿润秋熟旱作物和水稻田的恶性杂草，尤以水改旱时发生量大，危害严重。"	"长江流域及其以南各省均有发生，陕西亦有分布和危害"	"单子叶植物纲"	"莎草目"	"禾本科"	"千金子属"	"千金子"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"幼苗   第1片真叶长椭圆形，长3～7毫米，有7条直出平行脉，叶舌膜质环状，顶端齿裂，叶鞘短，边缘白色膜质。 成株  根须状。秆丛生，直立，基部膝曲或倾斜，着土后节上易生不定根，高30～90厘米，平滑无毛。叶鞘无毛。叶舌膜质，撕裂状，上有纤毛。叶片扁平或多少卷折，先端渐尖。 花和子实   圆锥花序，主轴和分枝均微粗糙。小穗多带紫色。外稃先端钝，有3脉，无毛或下部有微毛。颖果长圆形，长约1毫米。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Leptochloa  chinensis(L．)Nees"	"pw00052"		"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/千金子.jpg"
"53"	"多年生高大草本。4～5月份长苗，8～9月份开花。种子和根茎繁殖。生于河旁、堤岸、湖洲，常与荻混合生长形成大片芦苇荡。还可生于湿地、浅滩、盐碱地、水稻田及旱田杂草。"	"北方低洼地区农田发生普遍，内河流域及黄河流域局部地区尤以新垦农田危害较重，分布遍及全国。"	"单子叶植物纲"	"莎草目"	"禾本科"	"芦苇属"	"芦苇"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"成株   根茎粗壮，横走地下，具粗壮匍匐根状茎，黄白色，节间中空，每节生有1芽，节上生须根。秆高1～3米，可分枝，节下通常具白粉。叶鞘圆筒形，无毛或具细毛，叶舌有毛；叶片扁平，光滑或边缘粗糙。 花和子实    圆锥花序顶生，稠密，长10～40厘米，棕紫色，微向下垂头，下部枝腋间具白柔毛；小穗通常含4～7枚花。颖果椭圆形，与内稃和外稃分离。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Phragmites communis Trin．-Phragmites australis(Cav．)Trin"	"pw00053"		"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/芦苇.jpg"
"54"	"一年生草本。花果期夏、秋季，以种子繁殖，子实极多，成熟后即脱落，春季出苗。为低洼潮湿的旱地的恶性杂草。"		"单子叶植物纲"	"莎草目"	"莎草科"	"莎草属"	"异型莎草"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"幼苗   第1片真叶线状披针形，叶片横剖面呈三角形，叶片与叶鞘处分界不显，叶鞘半透明膜质。 成株   秆丛生，扁三棱形，高5～50厘米。叶短于秆，叶上表面中脉处具纵沟，背面突出成脊。叶状苞片2～3片，长于花序。 花和子实   长侧枝聚伞花序简单，少数复出，小穗于花序伞梗末端密集成头状。小穗披针形，长2～5毫米，有花8～12朵。小坚果三棱状倒卵形，棱角锐，淡褐色，表面具微突起，顶端圆形，花柱残留物呈一短尖头。果脐位于基部，边缘隆起，白色。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Cyperus  difformis L．"	"pw00054"	"球穗碱草"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/异型莎草.jpg"
"55"	"一年生草本。春夏季出苗，花果期夏秋季。为秋熟地主要杂草，湿润旱地危害较重，水稻田中也有发生。"	"全国均有分布，尤以长江流域及其以南地区发生普遍"	"单子叶植物纲"	"莎草目"	"莎草科"	"莎草属"	"碎米莎草"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"幼苗   第1片真叶带状披针形，横剖面呈“U”字形，纵脉间具横脉，构成方格状网脉，叶片与叶鞘间界限不明显。 成株   秆丛生，扁三棱形，高可达25厘米。叶基生，短于秆。鞘棕红色。叶状苞片3～5片，下部的较花序长。 花和子实   长侧枝聚伞花序复出，辐射枝4～9枝，每枝具5～10个穗状花序，穗状花序松散，长圆状卵形，小穗直立，压扁，小穗轴近无翅。鳞片宽倒卵形，顶端有干膜质边缘，黄色，背面有龙骨状突起。小坚果倒卵形，有3锐棱，与鳞片等长，褐色。果脐圆形或方形，边缘稍隆起，色较深。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Cyperus iria L．"	"pw00055"	"三方草"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/碎米莎草.jpg"
"56"	"多年生湿生性草本。花果期5～10月份。地下茎发达，繁殖迅速，也可以种子繁殖。为水稻田恶性杂草，也生于池塘边、河滩地、渠岸等湿地，尤以长江流域低湿的冷水水稻秧田及栽秧稻田，若牛毛毡覆盖度高，会大大降低水温，影响水稻生长，并且吸肥力强，防除不易，危害较大。"	"全国各地均有发生"	"单子叶植物纲"	"莎草目"	"莎草科"	"荸荠属"	"牛毛毡"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"幼苗   第1片真叶针状，长仅l厘米，横切面圆形，叶鞘薄而透明。 成株   有极纤细匍匐地下根状茎，白色。茎秆纤细丛生，密集如毡，高3～10厘米。叶退化成鳞片状，叶鞘截形略呈淡红色。 花和子实   小穗卵形，顶生，全部鳞片内都有花，鳞片卵形或卵状披针形，膜质，有一脉，两侧紫色。小坚果长圆状倒卵形，无棱，淡黄色或苍白色，有细密整齐横向长圆形的网纹。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Eleocharis  yokoscensis(Franch．et Sav．)Tang et Wang—Eleocharis acicularis Auct．non R．Br"	"pw00056"	"牛毛草"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/牛毛毡.jpg"
"57"	"多年生草本。果期6～8月份。根茎及种子繁殖。生于湿地、水边及浅水中。危害水稻，是水稻田常见杂草，发生量较大，危害较重。"	"全国各地均有发生"	"单子叶植物纲"	"莎草目"	"莎草科"	"荸荠属"	"槽秆荸荠"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"成株   具匍匐的根状茎；秆单生或丛生，高25～40厘米，直立，稍扁压，有明显隆起肋。基部叶鞘紫红色，顶端斜截形，上部叶鞘绿色，顶端截形，有小凸起。 花和子实   小穗单一，长圆状卵形或披针形，顶端急尖或钝，红褐色，抱小穗轴半周以上其余鳞片长圆形，膜质，红褐色，顶端钝，边缘白色、膜质；下位刚毛4条，明显长于小坚果，密生倒刺；花柱基乳头状圆锥形，长度比宽度小。柱头2裂。小坚果广倒卵形，双凸状，淡黄色。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Eleocharis  equisetiformis  B．Tedtsch．-Eleochans valleculosa  Ohwi"	"pw00057"	"毛荸荠、槽秆针蔺"	"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/槽秆荸荠.jpg"
"58"	"多年生草本。花果期5～9月份。主要以种子繁殖。生长于水塘边、沟边及水田边。常侵入水稻田危害，发生量较大，危害较重。"	"河南、陕西、江苏及安徽等地区均有发生"	"单子叶植物纲"	"莎草目"	"莎草科"	"荸荠属"	"渐尖穗荸荠"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"成株   秆丛生，圆柱形，细弱，高20～50厘米，直径0．5～0．8毫米，无叶片，仅于秆基有2个长叶鞘，鞘口截形，顶端有短芒或短尖。 花和子实   小穗卵形或长卵形，顶端钝或急尖，长6～10毫米，直径3毫米左右，花密生。小穗基部的鳞片中空无花，抱小穗基部一周，其余鳞片全有花；鳞片长圆形，顶端圆，苍白色或淡锈色。小坚果倒卵形，三棱状，平滑，蜡黄色，三面凸起。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Eleocharis  attenuata(Franch．et Sav. )Palla"	"pw00058"		"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/渐尖穗荸荠.jpg"
"59"	"一年生草本。花果期5～10月份。种子繁殖。适生于湿地、池边及沟边。经常侵入水稻田内危害。一般性杂草，发生量小。"	"浙江、福建、广东、广西、四川、云南、海南及台湾等地区均有发生"	"单子叶植物纲"	"莎草目"	"莎草科"	"飘拂草属"	"夏飘拂草"	"防除应采取农艺措施和化学除草相结合的方法。 (1)农艺措施主要有：一是建立地平沟畅、保水性好、灌溉自如的水稻生产环境；二是结合种子处理清除杂草的种子，并结合耕翻、整地，消灭土表的杂草种子；三是实行定期的水旱轮作，减少杂草的发生；四是提高播种的质量，一播全苗，以苗压草。 (2)化学除草，目前多数地方采用一次性封杀，就是在播种（催芽）后1－3天内，亩用40％“直播青”可湿性粉剂60克，兑水40－50公斤，均匀喷雾，施药时田板保持湿润。3天后恢复正常灌水和田间管理。通过化除后，如果后期仍有一定量的杂草，可采取针对法进行补除。 如以稗草、千金子为主的田块，在杂草3－5叶期，可用10％千金乳剂50毫升加水30公斤，用针对法进行茎叶喷雾。用药前一天田间必须放干水，药后2天再恢复正常管理。 如以莎草、阔叶杂草为主的田块，在播后30天左右，亩用10％水星可湿性粉剂20克加20％二甲四氯水剂150毫升混用，兑水30公斤针对法喷雾。水浆管理同上。 如田间各种杂草共生，可用48％苯达松水剂75－100毫升加20％二甲四氯水剂150毫升混用，采用针对法喷雾。"	"成株   秆密丛生，纤细，高3～12厘米，扁三棱形。基生叶少数，叶片丝状，被疏柔毛；叶鞘短，棕色，外披长柔毛。苞片3～5，丝状，被疏硬毛。 花和子实   长侧枝聚伞花序复出，有3～7个辐射枝；小穗单生于一级或二级辐射枝顶端，卵形、长圆状卵形或披针形，多花，鳞片螺旋状排列，膜质，卵形或长圆形，顶端圆，有短尖，红棕色，背面具绿色龙骨状突起，有3脉。小坚果倒卵形，双凸状，黄色，近无柄，表面光滑或有时具不明显的六角状的网纹。"	"郭书普.水田常见杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005"	"Fimbristylis  aestwalis(Retz．)Vahl"	"pw00059"		"agridata/images/中国农业有害生物数据库/中国水田杂草数据库/夏飘拂草.jpg"
