"id"	"内质评价"	"可溶性糖％"	"品种名称"	"果穗重G"	"特异及用途"	"省"	"学名"	"种类"	"果实成熟期"	"成熟期评价"	"风味"	"原产地"	"外观评价"	"汁液"	"果粒重G"	"色泽"	"果粒重评价"	"属名"	"可溶固形物"	"肉质"	"PH值"	"果穗重评价"	"统一编号"	"译名"	"果形"	"科名"	"可滴定酸％"
"201"	"中上"	"14.60"	"大玉露"	"155.0"	"鲜食,雌能花"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.22"	"晚"	"酸甜"	"日本"	"中"	"多"	"5.90"	"玫瑰"	"较大"	"Vitis(葡萄属)"	"16.70"	"软"	"2.75"	"小"	"PTG0196"	"DA YU LU"	"椭圆"	"Vitaceae(葡萄科)"	"0.58"
"202"	"中"	"12.59"	"登瓦斯玫瑰"	"271.2"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.26"	"早"	"酸甜"	"保加利亚"	"中"	"多"	"5.63"	"紫红"	"较大"	"Vitis(葡萄属)"	"13.90"	"软"	"2.94"	"较小"	"PTG0197"	"DENG WA SI MEI GUI"	"椭圆"	"Vitaceae(葡萄科)"	"0.71"
"203"	"中"	"12.54"	"底拉哥"	"90.3"	"鲜食"	"国外"	"--"	"欧美杂种"	"9.12"	"晚"	"甜"	"美国"	"中"	"多"	"2.75"	"紫"	"较小"	"Vitis(葡萄属)"	"14.80"	"较软"	"2.92"	"极小"	"PTG0198"	"DI LA GE"	"椭圆"	"Vitaceae(葡萄科)"	"0.73"
"204"	"中"	"15.59"	"东京红"	"187.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.26"	"晚"	"甜酸"	"--"	"中"	"多"	"4.17"	"粉红"	"中"	"Vitis(葡萄属)"	"18.00"	"软"	"3.00"	"小"	"PTG0199"	"DONG JING HONG"	"卵圆"	"Vitaceae(葡萄科)"	"0.54"
"205"	"中上"	"14.09"	"嘟噜玫"	"176.9"	"酿酒"	"国外"	"--"	"欧美杂种"	"8.13"	"中"	"甜"	"--"	"中"	"多"	"2.08"	"绿黄"	"小"	"Vitis(葡萄属)"	"15.40"	"软"	"3.06"	"小"	"PTG0200"	"DU LU MEI"	"近圆"	"Vitaceae(葡萄科)"	"0.52"
"206"	"中"	"14.71"	"都露丝"	"154.5"	"鲜食,制汁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.05"	"中"	"甜"	"法国"	"中"	"多"	"1.84"	"紫红"	"小"	"Vitis(葡萄属)"	"16.10"	"软"	"3.18"	"小"	"PTG0201"	"DU LU SI"	"近圆"	"Vitaceae(葡萄科)"	"0.35"
"207"	"中上"	"14.18"	"杜马"	"308.8"	"鲜食,制汁"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.29"	"早"	"甜"	"苏联"	"中"	"多"	"2.30"	"粉红"	"小"	"Vitis(葡萄属)"	"17.20"	"软"	"3.12"	"较小"	"PTG0202"	"DU MA"	"椭圆"	"Vitaceae(葡萄科)"	"0.45"
"208"	"中上"	"11.71"	"俄罗斯康可"	"140.5"	"鲜食"	"国外"	"--"	"山美杂种"	"8.13"	"中"	"甜"	"苏联"	"中"	"多"	"4.01"	"绿黄"	"中"	"Vitis(葡萄属)"	"14.30"	"软"	"3.35"	"小"	"PTG0203"	"E LUO SI KANG KE"	"椭圆"	"Vitaceae(葡萄科)"	"0.51"
"209"	"中"	"18.25"	"巴斯达尔多"	"88.5"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.08"	"晚"	"甜"	"葡萄牙"	"中"	"多"	"2.25"	"蓝黑"	"小"	"Vitis(葡萄属)"	"19.70"	"软"	"3.70"	"极小"	"PTFJ0011"	"BA SI DA ER DUO"	"椭圆"	"Vitaceae(葡萄科)"	"1.00"
"210"	"中"	"17.26"	"妙斯克德里"	"147.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.28"	"中"	"酸甜"	"法国"	"中"	"多"	"2.20"	"黄绿"	"小"	"Vitis(葡萄属)"	"18.30"	"软"	"3.38"	"小"	"PTFJ0012"	"MIAO SI KE DE LI"	"近圆"	"Vitaceae(葡萄科)"	"0.83"
"211"	"中"	"20.21"	"纷红特拉明纳"	"116.0"	"酿酒高糖"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.04"	"晚"	"酸甜"	"奥地利"	"较好"	"多"	"1.52"	"粉红"	"小"	"Vitis(葡萄属)"	"21.30"	"软"	"3.48"	"小"	"PTFJ0013"	"FEN HONG TE LA MING NA"	"椭圆"	"Vitaceae(葡萄科)"	"0.84"
"212"	"下"	"12.53"	"白潘斯"	"516.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.02"	"晚"	"酸甜"	"法国"	"中"	"多"	"3.35"	"黄绿"	"中"	"Vitis(葡萄属)"	"14.20"	"软"	"3.18"	"较大"	"PTFJ0014"	"BAI PAN SI"	"长圆"	"Vitaceae(葡萄科)"	"0.78"
"213"	"中"	"17.35"	"赤霞珠"	"122.5"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.04"	"晚"	"酸甜"	"法国"	"中"	"多"	"1.52"	"蓝黑"	"小"	"Vitis(葡萄属)"	"19.30"	"软"	"3.26"	"小"	"PTFJ0015"	"CHI XIA ZHU"	"近圆"	"Vitaceae(葡萄科)"	"0.94"
"214"	"--"	"14.59"	"灰皮诺"	"132.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.05"	"晚"	"酸甜"	"法国"	"中"	"多"	"1.65"	"灰褐"	"小"	"Vitis(葡萄属)"	"32.40"	"软"	"3.24"	"小"	"PTFJ0019"	"HUI PI NUO"	"近圆"	"Vitaceae(葡萄科)"	"1.01"
"215"	"--"	"18.52"	"黑西列西克"	"362.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.10"	"晚"	"甜"	"苏联"	"较好"	"多"	"3.40"	"紫黑"	"中"	"Vitis(葡萄属)"	"33.00"	"软"	"3.30"	"中"	"PTFJ0020"	"HEI XI LIE XI KE"	"扁圆"	"Vitaceae(葡萄科)"	"0.89"
"216"	"--"	"12.94"	"阿里戈德"	"85.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.25"	"中"	"酸甜"	"法国"	"差"	"多"	"1.85"	"黄绿"	"小"	"Vitis(葡萄属)"	"31.90"	"软"	"3.19"	"小"	"PTFJ0021"	"A LI GE DE"	"近圆"	"Vitaceae(葡萄科)"	"1.16"
"217"	"--"	"13.12"	"黑皮克努里"	"153.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.10"	"晚"	"酸甜"	"法国"	"较好"	"多"	"2.25"	"紫黑"	"小"	"Vitis(葡萄属)"	"32.00"	"软"	"3.20"	"小"	"PTFJ0022"	"HEI PI KE NU LI"	"椭圆"	"Vitaceae(葡萄科)"	"1.01"
"218"	"--"	"12.01"	"黑赛必尔"	"147.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.28"	"中"	"酸"	"法国"	"较好"	"多"	"1.35"	"黑"	"小"	"Vitis(葡萄属)"	"26.10"	"软"	"2.61"	"小"	"PTFJ0023"	"HEI SAI BI ER"	"近圆"	"Vitaceae(葡萄科)"	"2.49"
"219"	"--"	"15.01"	"瓦吉期别里"	"205.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.03"	"晚"	"酸甜"	"苏联"	"较好"	"多"	"1.82"	"紫红"	"小"	"Vitis(葡萄属)"	"28.70"	"软"	"2.87"	"小"	"PTFJ0025"	"WA JI QI BIE LI"	"椭圆"	"Vitaceae(葡萄科)"	"1.48"
"220"	"中上"	"13.55"	"红玫瑰"	"203.0"	"酿酒生食兼用"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.03"	"晚"	"甜"	"保加利亚"	"较好"	"多"	"2.30"	"紫红"	"小"	"Vitis(葡萄属)"	"33.50"	"软"	"3.35"	"小"	"PTFJ0026"	"HONG MEI GUI"	"椭圆"	"Vitaceae(葡萄科)"	"0.88"
"221"	"中"	"16.11"	"白考库捷士"	"310.0"	"酿酒生食兼用"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.03"	"晚"	"甜酸"	"苏联"	"较好"	"多"	"3.25"	"绿"	"中"	"Vitis(葡萄属)"	"31.60"	"软"	"3.16"	"中"	"PTFJ0027"	"BAI KAO KU JIE SHI"	"椭圆"	"Vitaceae(葡萄科)"	"1.13"
"222"	"--"	"13.34"	"拜切尔"	"309.2"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.10"	"晚"	"甜酸"	"罗马尼亚"	"较好"	"多"	"1.80"	"黄绿"	"小"	"Vitis(葡萄属)"	"30.80"	"软"	"3.08"	"小"	"PTFJ0028"	"BAI QIE ER"	"近圆"	"Vitaceae(葡萄科)"	"1.19"
"223"	"中上"	"17.26"	"佛拉卡玫瑰"	"178.0"	"酿酒生食兼用"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.04"	"晚"	"甜"	"保加利亚"	"中"	"多"	"3.07"	"绿黄"	"中"	"Vitis(葡萄属)"	"33.10"	"软"	"3.31"	"中"	"PTFJ0029"	"FO LA KA MEI GUI"	"椭圆"	"Vitaceae(葡萄科)"	"0.89"
"224"	"--"	"17.96"	"卡尔蔓斯"	"161.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.29"	"中"	"甜酸"	"阿尔巴尼亚"	"较好"	"多"	"1.98"	"紫红"	"小"	"Vitis(葡萄属)"	"30.60"	"软"	"3.06"	"小"	"PTFJ0030"	"KA ER MAN SI"	"近圆"	"Vitaceae(葡萄科)"	"1.34"
"225"	"--"	"16.98"	"埃里求凡"	"145.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"中"	"甜"	"保加利亚"	"中"	"多"	"1.90"	"黄绿"	"小"	"Vitis(葡萄属)"	"33.50"	"软"	"3.35"	"小"	"PTFJ0031"	"AI LI QIU FAN"	"圆"	"Vitaceae(葡萄科)"	"0.98"
"226"	"--"	"20.79"	"克林多"	"230.0"	"高糖酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.30"	"中"	"甜酸"	"苏联"	"较好"	"多"	"2.08"	"紫红"	"小"	"Vitis(葡萄属)"	"29.10"	"软脆"	"2.91"	"小"	"PTFJ0032"	"KE LIN DUO"	"近圆"	"Vitaceae(葡萄科)"	"1.51"
"227"	"--"	"20.32"	"Superior Seedtees"	"94.0"	"高糖酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"9.09"	"晚"	"甜"	"美国"	"较好"	"多"	"1.88"	"黑"	"小"	"Vitis(葡萄属)"	"32.00"	"软"	"3.20"	"小"	"PTFJ0033"	"Superior Seedtees"	"短椭"	"Vitaceae(葡萄科)"	"0.91"
"228"	"中上"	"13.16"	"阿达玫瑰"	"246.6"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.15"	"中"	"甜"	"罗马尼亚"	"好"	"少"	"4.50"	"紫红"	"中"	"Vitis(葡萄属)"	"16.0"	"稍脆"	"--"	"小"	"ZZ"	"A DA MEI GUI"	"近圆"	"Vitaceae(葡萄科)"	"0.99"
"229"	"中"	"13.88"	"阿尔金"	"244.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.29"	"早"	"酸甜"	"苏联"	"好"	"多"	"3.96"	"紫黑"	"中"	"Vitis(葡萄属)"	"16.0"	"软"	"--"	"小"	"ZZ"	"A ER JIN"	"倒卵"	"Vitaceae(葡萄科)"	"0.67"
"230"	"中"	"15.02"	"阿利戈特"	"183.2"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.29"	"早"	"酸甜"	"法国"	"中"	"多"	"1.50"	"绿黄"	"小"	"Vitis(葡萄属)"	"16.8"	"软"	"--"	"小"	"ZZ"	"A LI GE TE"	"倒卵"	"Vitaceae(葡萄科)"	"0.86"
"231"	"中"	"14.88"	"昆诺无核"	"63.0"	"鲜食,无核,早熟"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"7.18"	"早"	"酸甜"	"美国"	"中"	"多"	"1.60"	"蓝黑"	"中"	"Vitis(葡萄属)"	"16.8"	"较脆"	"--"	"小"	"ZZ"	"KUN NUO WU HE"	"圆"	"Vitaceae(葡萄科)"	"0.88"
"232"	"中"	"12.31"	"奥里永"	"154.6"	"酿酒,丰产,抗霜霉病"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.06"	"中"	"酸甜"	"德国"	"中"	"少"	"2.06"	"黄绿"	"小"	"Vitis(葡萄属)"	"14.9"	"软"	"--"	"小"	"ZZ"	"AO LI YONG"	"圆"	"Vitaceae(葡萄科)"	"0.84"
"233"	"中上"	"15.61"	"奥托玫瑰"	"182.6"	"鲜食,酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.09"	"中"	"甜"	"法国"	"好"	"多"	"2.12"	"绿黄"	"小"	"Vitis(葡萄属)"	"19.0"	"脆"	"--"	"小"	"ZZ"	"AO TUO MEI GUI"	"近圆"	"Vitaceae(葡萄科)"	"0.70"
"234"	"中"	"14.29"	"巴士"	"108.1"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.16"	"中"	"甜"	"美国"	"中"	"中"	"2.64"	"黑"	"较小"	"Vitis(葡萄属)"	"16.0"	"软"	"--"	"小"	"ZZ"	"BA SHI"	"椭圆"	"Vitaceae(葡萄科)"	"0.32"
"235"	"中"	"14.95"	"白比诺H:"	"124.3"	"酿酒,酒质优,丰产"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.09"	"中"	"甜酸"	"德国"	"中"	"多"	"1.56"	"黄绿"	"小"	"Vitis(葡萄属)"	"17.0"	"软"	"--"	"小"	"ZZ"	"BAI BI NUO H:"	"近圆"	"Vitaceae(葡萄科)"	"0.96"
"236"	"中"	"15.47"	"白卡乌嘎"	"126.1"	"鲜食,酿酒,抗病"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.09"	"中"	"甜"	"美国"	"好"	"多"	"2.82"	"绿黄"	"较小"	"Vitis(葡萄属)"	"17.0"	"软"	"--"	"小"	"ZZ"	"BAI KA WU GA"	"近圆"	"Vitaceae(葡萄科)"	"0.81"
"237"	"中"	"13.76"	"白三多利"	"147.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.04"	"中"	"甜酸"	"日本"	"中"	"多"	"1.62"	"黄绿"	"小"	"Vitis(葡萄属)"	"16.5"	"软"	"--"	"小"	"ZZ"	"BAI SAN DUO LI"	"椭圆"	"Vitaceae(葡萄科)"	"0.94"
"238"	"中"	"9.95"	"白圣彼德"	"172.0"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.02"	"中"	"酸甜"	"意大利"	"中"	"中"	"2.69"	"绿黄"	"小"	"Vitis(葡萄属)"	"13.0"	"脆"	"--"	"小"	"ZZ"	"BAI SHENG BI DE"	"椭圆"	"Vitaceae(葡萄科)"	"0.52"
"239"	"中"	"15.55"	"蓓蕾4"	"79.8"	"酿酒"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.09"	"中"	"酸甜"	"日本"	"好"	"中"	"1.70"	"紫黑"	"小"	"Vitis(葡萄属)"	"16.6"	"脆"	"--"	"极小"	"ZZ"	"BEI LEI 4"	"近圆"	"Vitaceae(葡萄科)"	"0.98"
"240"	"中下"	"12.30"	"蓓蕾玫瑰"	"185.9"	"酿酒"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"7.26"	"早"	"酸"	"日本"	"好"	"少"	"2.89"	"紫红"	"较小"	"Vitis(葡萄属)"	"15.8"	"软"	"--"	"较小"	"ZZ"	"BEI LEI MEI GUI"	"长圆"	"Vitaceae(葡萄科)"	"0.70"
"241"	"中"	"8.31"	"表链罗也尔"	"228.5"	"鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.16"	"中"	"酸甜"	"法国"	"好"	"中"	"4.96"	"紫黑"	"中"	"Vitis(葡萄属)"	"12.1"	"脆"	"--"	"小"	"ZZ"	"BIAO LIAN LUO YE ER"	"长圆"	"Vitaceae(葡萄科)"	"0.70"
"242"	"中"	"11.74"	"波鲁克斯"	"150.1"	"酿酒,抗病,丰产"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"7.27"	"早"	"甜酸"	"德国"	"中"	"多"	"2.06"	"黄绿"	"小"	"Vitis(葡萄属)"	"13.8"	"软"	"--"	"小"	"ZZ"	"BO LU KE SI"	"近圆"	"Vitaceae(葡萄科)"	"1.26"
"243"	"中上"	"9.65"	"大阪48202"	"141.2"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.07"	"中"	"酸甜"	"日本"	"好"	"多"	"2.80"	"玫瑰"	"较小"	"Vitis(葡萄属)"	"11.0"	"软"	"--"	"小"	"ZZ"	"DA BAN 48202"	"近圆"	"Vitaceae(葡萄科)"	"1.09"
"244"	"中下"	"10.27"	"代克赛"	"18.5"	"鲜食,制汁,抗性强"	"国外"	"Vitis rotundifolia Michaux(圆叶葡萄)"	"圆叶葡萄"	"10.05"	"极晚"	"酸甜"	"美国"	"差"	"少"	"3.81"	"青褐"	"中"	"Vitis(葡萄属)"	"21.0"	"脆"	"--"	"极小"	"ZZ"	"DAI KE SAI"	"圆"	"Vitaceae(葡萄科)"	"0.55"
"245"	"中上"	"16.50"	"范纳萨无核"	"138.8"	"鲜食,无核,抗性强"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"7.25"	"早"	"甜"	"美国"	"较好"	"多"	"2.44"	"粉红"	"中"	"Vitis(葡萄属)"	"17.5"	"脆"	"--"	"小"	"ZZ"	"FAN NA SA WU HE"	"倒卵"	"Vitaceae(葡萄科)"	"0.33"
"246"	"中上"	"15.96"	"红光无核"	"121.0"	"鲜食,无核"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"7.18"	"早"	"甜"	"美国"	"好"	"少"	"1.68"	"紫红"	"中"	"Vitis(葡萄属)"	"17.0"	"脆"	"--"	"小"	"ZZ"	"HONG GUANG WU HE"	"圆"	"Vitaceae(葡萄科)"	"0.79"
"247"	"中下"	"8.20"	"弗莱"	"54.4"	"鲜食,制汁,抗性强"	"国外"	"Vitis rotundifolia Michaux(圆叶葡萄)"	"圆叶葡萄"	"10.06"	"极晚"	"淡麻"	"美国"	"差"	"中"	"6.90"	"青褐"	"较大"	"Vitis(葡萄属)"	"17.5"	"软"	"--"	"极小"	"ZZ"	"FU LAI"	"圆"	"Vitaceae(葡萄科)"	"0.63"
"248"	"中"	"12.60"	"嘎兰德马克"	"90.4"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"甜酸"	"苏联"	"中"	"中"	"2.34"	"黄绿"	"小"	"Vitis(葡萄属)"	"14.8"	"软"	"--"	"极小"	"ZZ"	"GA LAN DE MA KE"	"近圆"	"Vitaceae(葡萄科)"	"1.14"
"249"	"中上"	"14.13"	"高尾"	"250.0"	"鲜食,无核化品种"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.15"	"中"	"甜"	"日本"	"中"	"多"	"7.50"	"黄白"	"大"	"Vitis(葡萄属)"	"16.0"	"软"	"--"	"小"	"ZZ"	"GAO WEI"	"倒卵"	"Vitaceae(葡萄科)"	"0.63"
"250"	"中下"	"15.84"	"GE.Ga47-42"	"121.0"	"酿酒,抗病"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.09"	"中"	"甜"	"德国"	"中"	"少"	"1.50"	"黄绿"	"小"	"Vitis(葡萄属)"	"18.0"	"脆"	"--"	"小"	"ZZ"	"GE.Ga47-42"	"近圆"	"Vitaceae(葡萄科)"	"0.63"
"251"	"中"	"15.02"	"GF67-198-3"	"130.7"	"酿酒,抗病"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"7.28"	"早"	"甜"	"德国"	"好"	"多"	"1.52"	"蓝黑"	"小"	"Vitis(葡萄属)"	"17.3"	"软"	"--"	"小"	"ZZ"	"GF67-198-3"	"近圆"	"Vitaceae(葡萄科)"	"1.04"
"252"	"中"	"14.60"	"GFB2-11"	"81.6"	"酿酒,抗病"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"7.27"	"早"	"酸甜"	"德国"	"好"	"多"	"1.53"	"黄白"	"小"	"Vitis(葡萄属)"	"17.0"	"软"	"--"	"极小"	"ZZ"	"GFB2-11"	"近圆"	"Vitaceae(葡萄科)"	"1.22"
"253"	"中"	"17.60"	"GFC41-44"	"137.4"	"酿酒,抗病"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"7.28"	"早"	"甜"	"德国"	"中"	"多"	"1.64"	"黄绿"	"小"	"Vitis(葡萄属)"	"18.5"	"软"	"--"	"小"	"ZZ"	"GFC41-44"	"近圆"	"Vitaceae(葡萄科)"	"0.91"
"254"	"中"	"15.84"	"GF.C43-31"	"184.6"	"酿酒,抗病"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.13"	"中"	"酸甜"	"德国"	"中"	"多"	"1.54"	"黄绿"	"小"	"Vitis(葡萄属)"	"18.0"	"软"	"--"	"小"	"ZZ"	"GF.C43-31"	"近圆"	"Vitaceae(葡萄科)"	"0.77"
"255"	"中"	"15.38"	"GF.Ga52-42"	"142.1"	"酿酒,抗病"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.13"	"中"	"酸甜"	"德国"	"好"	"多"	"1.88"	"绿黄"	"小"	"Vitis(葡萄属)"	"17.2"	"脆"	"--"	"小"	"ZZ"	"GF.Ga52-42"	"近圆"	"Vitaceae(葡萄科)"	"0.63"
"256"	"中"	"7.31"	"GF.Ga97-45"	"261.0"	"酿酒,抗病"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.13"	"中"	"甜酸"	"德国"	"中"	"多"	"1.58"	"黄绿"	"小"	"Vitis(葡萄属)"	"11.0"	"脆"	"--"	"较小"	"ZZ"	"GF.Ga97-45"	"椭圆"	"Vitaceae(葡萄科)"	"1.05"
"257"	"中"	"11.34"	"国宝"	"214.2"	"鲜食,早熟,大粒"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.05"	"中"	"酸甜"	"日本"	"好"	"多"	"7.12"	"紫黑"	"大"	"Vitis(葡萄属)"	"12.9"	"软"	"--"	"小"	"ZZ"	"GUO BAO"	"椭圆"	"Vitaceae(葡萄科)"	"0.52"
"258"	"中"	"11.70"	"黑佳美"	"100.0"	"酿酒"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.10"	"中"	"酸甜"	"法国"	"中"	"多"	"1.44"	"蓝黑"	"小"	"Vitis(葡萄属)"	"15.0"	"软"	"--"	"极小"	"ZZ"	"HEI JIA MEI"	"圆"	"Vitaceae(葡萄科)"	"0.87"
"259"	"中上"	"10.23"	"黑玫瑰"	"453.0"	"鲜食,丰产,抗性强"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.16"	"中"	"甜"	"英国"	"好"	"少"	"7.50"	"紫红"	"大"	"Vitis(葡萄属)"	"13.8"	"脆"	"--"	"较大"	"ZZ"	"HEI MEI GUI"	"卵圆"	"Vitaceae(葡萄科)"	"0.59"
"260"	"中上"	"14.81"	"红奥林"	"274.0"	"鲜食"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.06"	"中"	"酸甜"	"日本"	"好"	"多"	"6.04"	"粉红"	"较大"	"Vitis(葡萄属)"	"15.8"	"软"	"--"	"较小"	"ZZ"	"HONG AO LIN"	"倒卵"	"Vitaceae(葡萄科)"	"0.70"
"261"	"上"	"14.32"	"红富士"	"391.6"	"鲜食,香味浓"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.06"	"中"	"甜酸"	"日本"	"中"	"多"	"6.70"	"粉红"	"较大"	"Vitis(葡萄属)"	"16.3"	"软"	"--"	"中"	"ZZ"	"HONG FU SHI"	"倒卵"	"Vitaceae(葡萄科)"	"0.77"
"262"	"中上"	"12.85"	"红富士"	"279.8"	"鲜食,味浓香"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.09"	"中"	"酸甜"	"日本"	"中"	"中"	"5.50"	"绿黄"	"较大"	"Vitis(葡萄属)"	"15.5"	"软"	"--"	"较小"	"ZZ"	"HONG FU SHI"	"倒卵"	"Vitaceae(葡萄科)"	"0.87"
"263"	"上"	"17.67"	"红萨福尔克"	"136.8"	"鲜食,无核"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"7.23"	"早"	"酸甜"	"美国"	"好"	"多"	"1.56"	"粉红"	"中"	"Vitis(葡萄属)"	"19.5"	"脆"	"--"	"小"	"ZZ"	"HONG SA FU ER KE"	"圆"	"Vitaceae(葡萄科)"	"0.79"
"264"	"中上"	"14.35"	"红伊豆"	"676.5"	"鲜食,丰产"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"7.30"	"早"	"酸甜"	"日本"	"中"	"多"	"6.68"	"浅粉红"	"较大"	"Vitis(葡萄属)"	"16.0"	"软"	"--"	"大"	"ZZ"	"HONG YI DOU"	"倒卵"	"Vitaceae(葡萄科)"	"0.63"
"265"	"中"	"9.02"	"黄奥多别尔斯契"	"101.1"	"酿酒,兼作鲜食"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.19"	"中"	"酸甜"	"罗马尼亚"	"好"	"多"	"1.90"	"绿黄"	"小"	"Vitis(葡萄属)"	"13.0"	"软"	"--"	"小"	"ZZ"	"HUANG AO DUO BIE ER SI QI"	"近圆"	"Vitaceae(葡萄科)"	"0.66"
"266"	"中"	"12.54"	"惠"	"360.0"	"酿酒"	"国外"	"Vitis labrusca L.(美洲葡萄)"	"欧美杂种"	"8.07"	"中"	"酸甜"	"日本"	"好"	"少"	"2.84"	"绿黄"	"小"	"Vitis(葡萄属)"	"14.0"	"脆"	"--"	"中"	"ZZ"	"HUI"	"卵圆"	"Vitaceae(葡萄科)"	"1.38"
"267"	"中"	"16.34"	"灰比诺Fr70"	"121.1"	"酿酒,酒质优"	"国外"	"Vitis vinifera L.(欧洲葡萄)"	"欧亚种"	"8.09"	"中"	"甜酸"	"德国"	"好"	"多"	"1.60"	"灰黑"	"小"	"Vitis(葡萄属)"	"17.9"	"软"	"--"	"小"	"ZZ"	"HUI BI NUO Fr70"	"近圆"	"Vitaceae(葡萄科)"	"0.80"
