"id"	"蜡质厚薄"	"科名"	"子叶面积"	"钠含量"	"保存编号"	"品种名称"	"叶盖面直径"	"种子产量"	"染色体倍性"	"种子成熟期"	"粒性"	"开花盛期"	"白粉病"	"根头大小"	"省"	"抽苔盛期"	"译名"	"根沟深浅"	"类型"	"当年抽苔率"	"库编号"	"肉质粗细"	"育性"	"蔗糖产量"	"学名"	"统一编号"	"黄花毒病"	"叶柄宽"	"块根深度"	"果盖脱落率"	"处署绿叶"	"种子成熟度"	"叶面形状"	"块根形状"	"幼苗百株重"	"钾含量"	"种子发芽率"	"花粉量"	"叶柄色"	"子叶大小"	"处署枯叶"	"褐斑病"	"属名"	"单粒率"	"结实密度"	"株型"	"苗期生长势"	"保存单位"	"叶色"	"种株株型"	"氮含量"	"叶丛型"	"根腐病"	"备注"	"叶肉厚薄"	"蔗糖含量"	"叶缘形"	"叶形"	"维管束环数"	"根叶比值"	"叶柄长"	"下胚轴色"	"叶面多毛性"	"茎叶产量"	"经济类型"	"种子单粒率"	"块根产量吨"	"块根产量"	"不育率"	"品种来源"	"抽苔率"	"叶数"	"种子千粒重"	"根皮光滑"	"出苗盛期"	"蔗糖产量吨"	"根肉色"
"407"	"--"	"Chenopodiaceae(藜科)"	"--"	"2.638"	"D05060"	"GW62"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"中"	"国外"	"--"	"GW62"	"浅"	"国外"	"0"	"I6A00856"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000723"	"--"	"宽"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"599.00"	"4.881"	"--"	"多"	"--"	"中"	"--"	"MS"	"Beta(甜菜属)"	"0"	"20.8"	"--"	"较旺"	"中国农科院甜菜所"	"绿"	"混合"	"4.029"	"斜立"	"R"	"--"	"--"	"15.50"	"--"	"犁铧"	"8"	"--"	"中"	"混"	"--"	"--"	"NE"	"--"	"48.57"	"--"	"0"	"美国"	"--"	"38.2"	"34.0"	"不光滑"	"--"	"7.53"	"白"
"408"	"--"	"Chenopodiaceae(藜科)"	"--"	"--"	"D05061"	"ACH31"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"--"	"国外"	"--"	"ACH31"	"--"	"国外"	"--"	"I6A00857"	"--"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000724"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"--"	"--"	"Beta(甜菜属)"	"0"	"22.0"	"--"	"--"	"中国农科院甜菜所"	"--"	"多茎"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0"	"美国"	"--"	"--"	"18.0"	"--"	"--"	"--"	"--"
"409"	"--"	"Chenopodiaceae(藜科)"	"--"	"2.145"	"D05062"	"MonoHyb2(D)"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"小"	"国外"	"--"	"MonoHyb2(D)"	"浅"	"国外"	"0"	"I6A00858"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000725"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"楔形"	"737.00"	"5.980"	"--"	"多"	"--"	"大"	"--"	"S"	"Beta(甜菜属)"	"0"	"18.8"	"--"	"较旺"	"中国农科院甜菜所"	"淡绿"	"单茎"	"5.845"	"斜立"	"R"	"--"	"--"	"14.03"	"--"	"舌形"	"8"	"--"	"短"	"混"	"--"	"--"	"NE"	"--"	"52.68"	"--"	"0"	"美国"	"--"	"37.3"	"33.0"	"光滑"	"--"	"7.39"	"白"
"410"	"--"	"Chenopodiaceae(藜科)"	"--"	"--"	"D05063"	"BGRC16130"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"--"	"国外"	"--"	"BGRC16130"	"--"	"国外"	"--"	"I6A00859"	"--"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000726"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"--"	"--"	"Beta(甜菜属)"	"0"	"19.3"	"--"	"--"	"中国农科院甜菜所"	"--"	"多茎"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0"	"美国"	"--"	"--"	"19.0"	"--"	"--"	"--"	"--"
"411"	"--"	"Chenopodiaceae(藜科)"	"--"	"5.496"	"D05064"	"BGRC16137"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"小"	"国外"	"--"	"BGRC16137"	"浅"	"国外"	"0"	"I6A00860"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000727"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"楔形"	"548.00"	"2.994"	"--"	"多"	"--"	"中"	"--"	"HS"	"Beta(甜菜属)"	"0"	"19.8"	"--"	"中"	"中国农科院甜菜所"	"绿"	"混合"	"2.502"	"匍匐"	"R"	"--"	"--"	"12.00"	"--"	"犁铧"	"7"	"--"	"短"	"混"	"--"	"--"	"N"	"--"	"26.05"	"--"	"0"	"美国"	"--"	"45.4"	"23.0"	"光滑"	"--"	"3.13"	"白"
"412"	"--"	"Chenopodiaceae(藜科)"	"--"	"2.998"	"D11002"	"ZWAANESSEⅠ"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"中"	"国外"	"--"	"ZWAANESSEⅠ"	"浅"	"国外"	"0"	"I6A00861"	"中"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000728"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"948.00"	"6.004"	"--"	"多"	"--"	"大"	"--"	"MS"	"Beta(甜菜属)"	"0"	"19.2"	"--"	"较旺"	"中国农科院甜菜所"	"绿"	"多茎"	"4.986"	"斜立"	"R"	"--"	"--"	"13.20"	"--"	"犁铧"	"7"	"--"	"长"	"红"	"--"	"--"	"NE"	"--"	"55.09"	"--"	"0"	"荷兰"	"--"	"33.0"	"33.0"	"光滑"	"--"	"7.27"	"淡黄"
"413"	"--"	"Chenopodiaceae(藜科)"	"--"	"5.397"	"D11003"	"ZWAANESSEⅢ"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"中"	"国外"	"--"	"ZWAANESSEⅢ"	"深"	"国外"	"0"	"I6A01067"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000729"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"811.00"	"2.666"	"--"	"多"	"--"	"中"	"--"	"HS"	"Beta(甜菜属)"	"0"	"18.9"	"--"	"中"	"中国农科院甜菜所"	"浓绿"	"多茎"	"0.958"	"斜立"	"R"	"--"	"--"	"10.55"	"--"	"犁铧"	"8"	"--"	"中"	"红"	"--"	"--"	"LL"	"--"	"31.00"	"--"	"0"	"荷兰"	"--"	"35.5"	"40.0"	"光滑"	"--"	"3.27"	"白"
"414"	"--"	"Chenopodiaceae(藜科)"	"--"	"3.286"	"D11004"	"Gro"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"小"	"国外"	"--"	"Gro"	"浅"	"国外"	"0"	"I6A00862"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000730"	"--"	"宽"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"686.00"	"5.402"	"--"	"多"	"--"	"大"	"--"	"S"	"Beta(甜菜属)"	"0"	"18.6"	"--"	"中"	"中国农科院甜菜所"	"绿"	"混合"	"3.143"	"斜立"	"R"	"--"	"--"	"12.83"	"--"	"犁铧"	"7"	"--"	"长"	"混"	"--"	"--"	"NE"	"--"	"50.63"	"--"	"0"	"荷兰"	"--"	"33.4"	"34.0"	"光滑"	"--"	"6.50"	"白"
"415"	"--"	"Chenopodiaceae(藜科)"	"--"	"7.282"	"D11005"	"Nemee(红)"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"大"	"国外"	"--"	"Nemee(HONG )"	"浅"	"国外"	"0"	"I6A00863"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000731"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"823.00"	"9.257"	"--"	"多"	"--"	"中"	"--"	"HS"	"Beta(甜菜属)"	"0"	"18.8"	"--"	"中"	"中国农科院甜菜所"	"绿"	"混合"	"5.747"	"斜立"	"R"	"--"	"--"	"11.78"	"--"	"舌形"	"8"	"--"	"短"	"混"	"--"	"--"	"E"	"--"	"54.02"	"--"	"0"	"荷兰"	"--"	"43.4"	"25.0"	"较光滑"	"--"	"6.36"	"浅红"
"416"	"--"	"Chenopodiaceae(藜科)"	"--"	"--"	"D11006"	"Hilleshogs"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"--"	"国外"	"--"	"Hilleshogs"	"--"	"国外"	"--"	"I6A00864"	"--"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000732"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"多"	"--"	"--"	"--"	"--"	"Beta(甜菜属)"	"0"	"17.4"	"--"	"--"	"中国农科院甜菜所"	"--"	"混合"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0"	"荷兰"	"--"	"--"	"24.0"	"--"	"--"	"--"	"--"
"417"	"--"	"Chenopodiaceae(藜科)"	"--"	"3.281"	"D11007"	"880261"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"大"	"国外"	"--"	"880261"	"深"	"国外"	"0"	"I6A00865"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000733"	"--"	"宽"	"--"	"--"	"--"	"--"	"--"	"楔形"	"612.00"	"5.280"	"--"	"多"	"--"	"中"	"--"	"HS"	"Beta(甜菜属)"	"0"	"19.4"	"--"	"中"	"中国农科院甜菜所"	"绿"	"混合"	"4.655"	"斜立"	"R"	"--"	"--"	"15.03"	"--"	"犁铧"	"9"	"--"	"短"	"混"	"--"	"--"	"NE"	"--"	"35.80"	"--"	"0"	"荷兰"	"--"	"41.3"	"27.0"	"不光滑"	"--"	"5.38"	"白"
"418"	"--"	"Chenopodiaceae(藜科)"	"--"	"4.173"	"D11008"	"880263"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"大"	"国外"	"--"	"880263"	"深"	"国外"	"0"	"I6A00866"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000734"	"--"	"宽"	"--"	"--"	"--"	"--"	"--"	"楔形"	"653.00"	"5.905"	"--"	"中"	"--"	"中"	"--"	"HS"	"Beta(甜菜属)"	"0"	"20.9"	"--"	"中"	"中国农科院甜菜所"	"浓绿"	"混合"	"4.686"	"直立"	"R"	"--"	"--"	"13.62"	"--"	"舌形"	"9"	"--"	"中"	"混"	"--"	"--"	"NE"	"--"	"40.89"	"--"	"0"	"荷兰"	"--"	"37.7"	"24.0"	"较光滑"	"--"	"5.57"	"白"
"419"	"--"	"Chenopodiaceae(藜科)"	"--"	"--"	"D13004"	"B1253"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"--"	"国外"	"--"	"B1253"	"--"	"国外"	"--"	"I6A00867"	"--"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000735"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"少"	"--"	"--"	"--"	"--"	"Beta(甜菜属)"	"2"	"22.9"	"--"	"--"	"中国农科院甜菜所"	"--"	"多茎"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"100"	"英国"	"--"	"--"	"20.0"	"--"	"--"	"--"	"--"
"420"	"--"	"Chenopodiaceae(藜科)"	"--"	"2.512"	"D14008"	"1169“MS”"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"大"	"国外"	"--"	"1169“MS”"	"深"	"国外"	"0"	"I6A00868"	"细"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000736"	"--"	"宽"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"1254.00"	"5.355"	"--"	"少"	"--"	"中"	"--"	"S"	"Beta(甜菜属)"	"0"	"22.0"	"--"	"较旺"	"中国农科院甜菜所"	"浓绿"	"单茎"	"4.040"	"斜立"	"R"	"--"	"--"	"15.24"	"--"	"犁铧"	"8"	"--"	"长"	"红"	"--"	"--"	"NE"	"--"	"47.95"	"--"	"78"	"德国"	"--"	"28.6"	"21.0"	"光滑"	"--"	"7.31"	"白"
"421"	"--"	"Chenopodiaceae(藜科)"	"--"	"2.865"	"D14009"	"1169“O”"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"小"	"国外"	"--"	"1169“O”"	"浅"	"国外"	"0"	"I6A00869"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000737"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"686.00"	"3.553"	"--"	"多"	"--"	"中"	"--"	"HS"	"Beta(甜菜属)"	"0"	"23.3"	"--"	"较旺"	"中国农科院甜菜所"	"浓绿"	"单茎"	"4.766"	"斜立"	"R"	"--"	"--"	"15.50"	"--"	"犁铧"	"8"	"--"	"中"	"红"	"--"	"--"	"NE"	"--"	"51.25"	"--"	"0"	"德国"	"--"	"30.1"	"24.0"	"光滑"	"--"	"7.94"	"白"
"422"	"--"	"Chenopodiaceae(藜科)"	"--"	"3.227"	"D14010"	"1172"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"中"	"国外"	"--"	"1172"	"浅"	"国外"	"0"	"I6A00870"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000738"	"--"	"宽"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"645.00"	"3.682"	"--"	"多"	"--"	"大"	"--"	"MR"	"Beta(甜菜属)"	"0"	"21.9"	"--"	"中"	"中国农科院甜菜所"	"浓绿"	"多茎"	"1.061"	"斜立"	"R"	"--"	"--"	"13.68"	"--"	"犁铧"	"8"	"--"	"长"	"混"	"--"	"--"	"NE"	"--"	"41.80"	"--"	"0"	"德国"	"--"	"40.3"	"33.0"	"光滑"	"--"	"5.72"	"白"
"423"	"--"	"Chenopodiaceae(藜科)"	"--"	"3.708"	"D19031"	"Рамонская 06(红)"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"小"	"国外"	"--"	"Рамонская 06( HONG )"	"无"	"国外"	"0"	"I6A00871"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000739"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"圆球"	"604.00"	"6.727"	"--"	"多"	"--"	"大"	"--"	"S"	"Beta(甜菜属)"	"35"	"22.4"	"--"	"较旺"	"中国农科院甜菜所"	"深红"	"混合"	"8.718"	"斜立"	"R"	"食用"	"--"	"6.32"	"--"	"犁铧"	"5"	"--"	"短"	"红"	"--"	"--"	"E"	"--"	"50.27"	"--"	"0"	"前苏联"	"--"	"21.8"	"19.0"	"光滑"	"--"	"3.18"	"紫红"
"424"	"--"	"Chenopodiaceae(藜科)"	"--"	"5.587"	"D19032"	"利沃夫饲料甜菜"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"中"	"国外"	"--"	"LI WO FU SI LIAO TIAN CAI"	"不明"	"国外"	"0"	"I6A00872"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000740"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"圆柱"	"1007.00"	"7.840"	"--"	"多"	"--"	"大"	"--"	"S"	"Beta(甜菜属)"	"0"	"19.9"	"--"	"旺"	"中国农科院甜菜所"	"淡绿"	"多茎"	"4.235"	"斜立"	"R"	"饲料"	"--"	"4.32"	"--"	"犁铧"	"7"	"--"	"中"	"黄"	"--"	"--"	"E"	"--"	"75.90"	"--"	"0"	"前苏联"	"--"	"34.7"	"34.0"	"较光滑"	"--"	"3.28"	"白"
"425"	"--"	"Chenopodiaceae(藜科)"	"--"	"3.597"	"D23002"	"Ovana-Blancd(D)"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"小"	"国外"	"--"	"Ovana-Blancd(D)"	"浅"	"国外"	"0"	"I6A00873"	"细"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000741"	"--"	"宽"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"775.00"	"5.899"	"--"	"多"	"--"	"大"	"--"	"MR"	"Beta(甜菜属)"	"0"	"21.3"	"--"	"中"	"中国农科院甜菜所"	"绿"	"混合"	"3.871"	"斜立"	"R"	"--"	"--"	"11.89"	"--"	"犁铧"	"7"	"--"	"长"	"混"	"--"	"--"	"E"	"--"	"59.82"	"--"	"0"	"澳地利"	"--"	"31.4"	"31.0"	"光滑"	"--"	"7.11"	"白"
"426"	"--"	"Chenopodiaceae(藜科)"	"--"	"6.815"	"D02030"	"TA131-14"	"--"	"--"	"4x"	"--"	"多"	"--"	"--"	"中"	"国外"	"--"	"TA131-14"	"浅"	"国外"	"0"	"I6A01014"	"粗"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000902"	"--"	"宽"	"--"	"--"	"--"	"--"	"--"	"楔形"	"1120.00"	"2.700"	"--"	"多"	"--"	"大"	"--"	"S"	"Beta(甜菜属)"	"0"	"16.0"	"--"	"旺"	"中国农科院甜菜所"	"绿"	"混合"	"1.450"	"直立"	"S"	"--"	"--"	"8.23"	"--"	"犁铧"	"6"	"--"	"中"	"混"	"--"	"--"	"LL"	"--"	"25.67"	"--"	"0"	"日本"	"--"	"33.0"	"33.0"	"光滑"	"--"	"2.11"	"白"
"427"	"--"	"Chenopodiaceae(藜科)"	"--"	"--"	"D02031"	"JV6"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"--"	"国外"	"--"	"JV6"	"--"	"国外"	"--"	"--"	"--"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000903"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"多"	"--"	"--"	"--"	"--"	"Beta(甜菜属)"	"0"	"21.0"	"--"	"--"	"中国农科院甜菜所"	"--"	"混合"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0"	"日本"	"--"	"--"	"27.0"	"--"	"--"	"--"	"--"
"428"	"--"	"Chenopodiaceae(藜科)"	"--"	"5.865"	"D02032"	"JV22"	"--"	"--"	"2x"	"--"	"双"	"--"	"--"	"中"	"国外"	"--"	"JV22"	"浅"	"国外"	"0"	"--"	"粗"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000904"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"楔形"	"500.00"	"2.783"	"--"	"无"	"--"	"中"	"--"	"S"	"Beta(甜菜属)"	"20"	"18.0"	"--"	"较旺"	"中国农科院甜菜所"	"绿"	"单茎"	"1.828"	"直立"	"R"	"--"	"--"	"11.15"	"--"	"犁铧"	"6"	"--"	"中"	"混"	"--"	"--"	"LL"	"--"	"32.82"	"--"	"90"	"日本"	"--"	"47.8"	"14.0"	"光滑"	"--"	"3.66"	"白"
"429"	"--"	"Chenopodiaceae(藜科)"	"--"	"--"	"D02033"	"JV32"	"--"	"--"	"2x"	"--"	"单"	"--"	"--"	"--"	"国外"	"--"	"JV32"	"--"	"国外"	"--"	"--"	"--"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000905"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"无"	"--"	"--"	"--"	"--"	"Beta(甜菜属)"	"95"	"20.0"	"--"	"--"	"中国农科院甜菜所"	"--"	"单茎"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"90"	"日本"	"--"	"--"	"13.0"	"--"	"--"	"--"	"--"
"430"	"--"	"Chenopodiaceae(藜科)"	"--"	"5.840"	"D02034"	"JV42"	"--"	"--"	"2x"	"--"	"单"	"--"	"--"	"大"	"国外"	"--"	"JV42"	"浅"	"国外"	"0"	"I6A01015"	"细"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000906"	"--"	"宽"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"300.00"	"2.760"	"--"	"无"	"--"	"大"	"--"	"HS"	"Beta(甜菜属)"	"90"	"18.0"	"--"	"中"	"中国农科院甜菜所"	"绿"	"单茎"	"0.724"	"直立"	"R"	"--"	"--"	"9.47"	"--"	"舌形"	"8"	"--"	"长"	"绿"	"--"	"--"	"LL"	"--"	"28.02"	"--"	"90"	"日本"	"--"	"39.7"	"13.0"	"较光滑"	"--"	"2.65"	"白"
"431"	"--"	"Chenopodiaceae(藜科)"	"--"	"4.650"	"D02035"	"JV45"	"--"	"--"	"2x"	"--"	"单"	"--"	"--"	"小"	"国外"	"--"	"JV45"	"浅"	"国外"	"0"	"I6A01016"	"细"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000907"	"--"	"窄"	"--"	"--"	"--"	"--"	"--"	"楔形"	"350.00"	"6.337"	"--"	"无"	"--"	"大"	"--"	"HS"	"Beta(甜菜属)"	"95"	"17.0"	"--"	"中"	"中国农科院甜菜所"	"绿"	"单茎"	"4.365"	"斜立"	"MR"	"--"	"--"	"9.60"	"--"	"犁铧"	"8"	"--"	"短"	"红"	"--"	"--"	"LL"	"--"	"20.31"	"--"	"90"	"日本"	"--"	"43.4"	"14.0"	"光滑"	"--"	"1.95"	"白"
"432"	"--"	"Chenopodiaceae(藜科)"	"--"	"5.184"	"D02036"	"JV46"	"--"	"--"	"2x"	"--"	"单"	"--"	"--"	"小"	"国外"	"--"	"JV46"	"深"	"国外"	"0"	"I6A01017"	"细"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000908"	"--"	"窄"	"--"	"--"	"--"	"--"	"--"	"楔形"	"350.00"	"6.409"	"--"	"无"	"--"	"大"	"--"	"HS"	"Beta(甜菜属)"	"90"	"17.0"	"--"	"中"	"中国农科院甜菜所"	"绿"	"单茎"	"3.364"	"斜立"	"HS"	"--"	"--"	"9.83"	"--"	"犁铧"	"5"	"--"	"短"	"红"	"--"	"--"	"LL"	"--"	"18.75"	"--"	"90"	"日本"	"--"	"41.4"	"13.0"	"不光滑"	"--"	"1.84"	"白"
"433"	"--"	"Chenopodiaceae(藜科)"	"--"	"7.600"	"D02037"	"JV47"	"--"	"--"	"2x"	"--"	"单"	"--"	"--"	"中"	"国外"	"--"	"JV47"	"浅"	"国外"	"0"	"I6A01018"	"细"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000909"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"楔形"	"680.00"	"2.600"	"--"	"无"	"--"	"中"	"--"	"S"	"Beta(甜菜属)"	"90"	"22.0"	"--"	"较旺"	"中国农科院甜菜所"	"绿"	"单茎"	"1.800"	"斜立"	"S"	"--"	"--"	"6.42"	"--"	"犁铧"	"6"	"--"	"中"	"混"	"--"	"--"	"LL"	"--"	"17.86"	"--"	"90"	"日本"	"--"	"39.0"	"13.0"	"较光滑"	"--"	"0.95"	"白"
"434"	"--"	"Chenopodiaceae(藜科)"	"--"	"6.743"	"D02038"	"JV48"	"--"	"--"	"2x"	"--"	"单"	"--"	"--"	"中"	"国外"	"--"	"JV48"	"浅"	"国外"	"0"	"I6A01019"	"粗"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000910"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"450.00"	"3.239"	"--"	"无"	"--"	"大"	"--"	"HS"	"Beta(甜菜属)"	"90"	"20.0"	"--"	"较旺"	"中国农科院甜菜所"	"绿"	"单茎"	"1.319"	"直立"	"MR"	"--"	"--"	"10.29"	"--"	"犁铧"	"6"	"--"	"长"	"绿"	"--"	"--"	"LL"	"--"	"22.09"	"--"	"90"	"日本"	"--"	"46.3"	"13.0"	"不光滑"	"--"	"2.27"	"白"
"435"	"--"	"Chenopodiaceae(藜科)"	"--"	"6.195"	"D02039"	"JV814"	"--"	"--"	"2x"	"--"	"单"	"--"	"--"	"中"	"国外"	"--"	"JV814"	"浅"	"国外"	"0"	"I6A01020"	"粗"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000911"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"楔形"	"980.00"	"4.780"	"--"	"无"	"--"	"中"	"--"	"MR"	"Beta(甜菜属)"	"90"	"21.0"	"--"	"旺"	"中国农科院甜菜所"	"绿"	"单茎"	"1.950"	"直立"	"MR"	"--"	"--"	"16.70"	"--"	"犁铧"	"6"	"--"	"中"	"混"	"--"	"--"	"N"	"--"	"38.22"	"--"	"90"	"日本"	"--"	"38.0"	"14.0"	"较光滑"	"--"	"6.38"	"白"
"436"	"--"	"Chenopodiaceae(藜科)"	"--"	"--"	"D02040"	"JV833-1"	"--"	"--"	"2x"	"--"	"单"	"--"	"--"	"--"	"国外"	"--"	"JV833-1"	"--"	"国外"	"--"	"--"	"--"	"不育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000912"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"无"	"--"	"--"	"--"	"--"	"Beta(甜菜属)"	"90"	"20.0"	"--"	"--"	"中国农科院甜菜所"	"--"	"单茎"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"90"	"日本"	"--"	"--"	"14.0"	"--"	"--"	"--"	"--"
"437"	"--"	"Chenopodiaceae(藜科)"	"--"	"5.710"	"D02041"	"EJV32"	"--"	"--"	"2x"	"--"	"单"	"--"	"--"	"小"	"国外"	"--"	"EJV32"	"浅"	"国外"	"0"	"I6A01021"	"粗"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000913"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"圆锥"	"780.00"	"3.910"	"--"	"中"	"--"	"中"	"--"	"S"	"Beta(甜菜属)"	"95"	"19.0"	"--"	"旺"	"中国农科院甜菜所"	"绿"	"单茎"	"1.100"	"直立"	"S"	"--"	"--"	"8.59"	"--"	"舌形"	"5"	"--"	"中"	"混"	"--"	"--"	"LL"	"--"	"26.79"	"--"	"0"	"日本"	"--"	"40.0"	"13.0"	"光滑"	"--"	"2.30"	"白"
"438"	"--"	"Chenopodiaceae(藜科)"	"--"	"--"	"D02042"	"NK183"	"--"	"--"	"2x"	"--"	"多"	"--"	"--"	"--"	"国外"	"--"	"NK183"	"--"	"国外"	"--"	"--"	"--"	"可育"	"--"	"Beta vulgaris L.(甜菜)"	"ZT000914"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"多"	"--"	"--"	"--"	"--"	"Beta(甜菜属)"	"0"	"16.0"	"--"	"--"	"中国农科院甜菜所"	"--"	"混合"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0"	"日本"	"--"	"--"	"26.0"	"--"	"--"	"--"	"--"
