"id"	"记录号"	"分类"	"标题书名"	"作者"	"信息类型"	"信息来源"	"出版日期"	"出版者"	"出版地"	"载体形态"	"登录号"	"关键词"	"正文文摘"	"附件"
"140"	"GJ00140"	"P33"	"水经:四十卷.卷二十七"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037371"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037371/"
"141"	"GJ00141"	"P33"	"水经:四十卷.卷二十九"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037372"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037372/"
"142"	"GJ00142"	"P33"	"水经:四十卷.卷三十二"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037373"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037373/"
"143"	"GJ00143"	"P33"	"水经:四十卷.卷三十六"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037374"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037374/"
"144"	"GJ00144"	"P33"	"水经:四十卷.卷三十八"	"（汉）桑钦 撰"	"古籍"	"SDIC馆藏图书著作"	"清乾隆18年（1753）"	"天都黄晟槐荫草堂"		"16册, 23cm"	"G037375"	"河流；古代；中国；水文"	"历史地理著作。旧题汉·桑钦撰，后经考证，实为三国时著作。内容以河流水道为纲，兼述各地历史变迁及地理概况。后世《水经》注者颇多，以北魏郦道元的《水经注》最为著名。该书对原著作了20倍的补充和发展，记大小水道1252条，并因水记山，因地记事，旁及地势、山陵、城邑、关津以及建置沿革、名胜古迹、风俗人情、神话歌谣等。具有较高的文献价值和文学价值。研究者以清人杨守敬成就突最著，有《水经注疏》，另有《水经注图》（与熊会贞合作）。1955年科学出版社影印出版了杨、熊本，1984年上海人民出版社又据以铅印。另有郑德坤编的《水经注引得》。"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/G037375/"
"145"	"GJ00145"	"S51-092.49"	"植物名实图考.第一卷,谷类(二十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000327"	"谷类；植物；图考"	"植物名实图考八函六十卷,本册为第一函第一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/01/"
"146"	"GJ00146"	"S51-092.49"	"植物名实图考.第二卷,谷类(二十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000328"	"谷类；植物；图考"	"植物名实图考八函六十卷,本册为第一函第二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/02/"
"147"	"GJ00147"	"S63-092.49"	"植物名实图考.第三卷,蔬类(四十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000329"	"蔬类；植物；图考"	"植物名实图考八函六十卷,本册为第一函第三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/03/"
"148"	"GJ00148"	"S63-092.49"	"植物名实图考.第四卷,蔬类(三十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000330"	"蔬类；植物；图考"	"植物名实图考八函六十卷,本册为第一函第四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/04/"
"149"	"GJ00149"	"S63-092.49"	"植物名实图考.第五卷,蔬类(六十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000331"	"蔬类；植物；图考"	"植物名实图考八函六十卷,本册为第一函第五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/05/"
"150"	"GJ00150"	"S63-092.49"	"植物名实图考.第六卷,蔬类(三十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000332"	"植物；图考"	"植物名实图考八函六十卷,本册为第一函第六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/06/"
"151"	"GJ00151"	"S567.2-092.49"	"植物名实图考.第七卷,山草(三十二种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000333"	"山草；植物；图考"	"植物名实图考八函六十卷,本册为第一函第七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/07/"
"152"	"GJ00152"	"S567.2-092.49"	"植物名实图考.第八卷,山草(五十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000334"	"山草；植物；图考"	"植物名实图考八函六十卷,本册为第一函第八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/08/"
"153"	"GJ00153"	"S567.2-092.49"	"植物名实图考.第九卷,山草(六十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000335"	"山草；植物；图考"	"植物名实图考八函六十卷,本册为第二函第九卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/09/"
"154"	"GJ00154"	"S567.2-092.49"	"植物名实图考.第十卷,山草(五十种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000336"	"山草；植物；图考"	"植物名实图考八函六十卷,本册为第二函第十卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/10/"
"155"	"GJ00155"	"S567.2-092.49"	"植物名实图考.第十一卷,隰草(五十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000337"	"隰草；植物；图考"	"植物名实图考八函六十卷,本册为第二函第十一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/11/"
"156"	"GJ00156"	"S567.2-092.49"	"植物名实图考.第十二卷,隰草(六十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000338"	"隰草；植物；图考"	"植物名实图考八函六十卷,本册为第二函第十二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/12/"
"157"	"GJ00157"	"S567.2-092.49"	"植物名实图考.第十三卷,隰草(四十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000339"	"隰草；植物；图考"	"植物名实图考八函六十卷,本册为第二函第十三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/13/"
"158"	"GJ00158"	"S567.2-092.49"	"植物名实图考.第十四卷,隰草(六十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000340"	"隰草；植物；图考"	"植物名实图考八函六十卷,本册为第二函第十四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/14/"
"159"	"GJ00159"	"S567.2-092.49"	"植物名实图考.第十五卷,隰草(四十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000341"	"隰草；植物；图考"	"植物名实图考八函六十卷,本册为第二函第十五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/15/"
"160"	"GJ00160"	"S567.2-092.49"	"植物名实图考.第十六卷,石草(六十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000342"	"石草；植物；图考"	"植物名实图考八函六十卷,本册为第二函第十六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/785/16/"
"161"	"GJ00161"	"S567.2-092.49"	"植物名实图考.第十七卷,石草(三十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000343"	"石草；水草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第十七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/01/"
"162"	"GJ00162"	"S567.2-092.49"	"植物名实图考.第十八卷,水草(二十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000344"	"水草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第十八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/02/"
"163"	"GJ00163"	"S567.2-092.49"	"植物名实图考.第十九卷,蔓草(五十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000345"	"蔓草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第十九卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/03/"
"164"	"GJ00164"	"S567.2-092.49"	"植物名实图考.第二十卷,蔓草(四十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000346"	"蔓草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第二十卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/04/"
"165"	"GJ00165"	"S567.2-092.49"	"植物名实图考.第二十一卷,蔓草(四十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000347"	"蔓草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第二十一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/05/"
"166"	"GJ00166"	"S567.2-092.49"	"植物名实图考.第二十二卷,蔓草(三十九种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000348"	"蔓草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第二十二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/06/"
"167"	"GJ00167"	"S567.2-092.49"	"植物名实图考.第二十三卷,蔓草(五十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000349"	"蔓草；花卉；芳草；毒草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第二十三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/07/"
"168"	"GJ00168"	"S567.2-092.49"	"植物名实图考.第二十四卷,毒草(三十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000350"	"毒草；植物；图考"	"植物名实图考八函六十卷,本册为第三函第二十四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/08/"
"169"	"GJ00169"	"S68-092.49"	"植物名实图考.第二十五卷,芳草(六十种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000351"	"芳草；植物；图考"	"植物名实图考八函六十卷,本册为第四函第二十五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/09/"
"170"	"GJ00170"	"S68-092.49"	"植物名实图考.第二十六卷,羣芳(二十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000352"	"花卉；羣芳；植物；图考"	"植物名实图考八函六十卷,本册为第四函第二十六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/10/"
"171"	"GJ00171"	"S68-092.49"	"植物名实图考.第二十七卷,羣芳(二十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000353"	"花卉；羣芳；植物；图考"	"植物名实图考八函六十卷,本册为第四函第二十七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/11/"
"172"	"GJ00172"	"S68-092.49"	"植物名实图考.第二十八卷,羣芳(二十八种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000354"	"花卉；羣芳；植物；图考"	"植物名实图考八函六十卷,本册为第四函第二十八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/12/"
"173"	"GJ00173"	"S68-092.49"	"植物名实图考.第二十九卷,羣芳(三十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000355"	"花卉；羣芳；植物；图考"	"植物名实图考八函六十卷,本册为第四函第二十九卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/13/"
"174"	"GJ00174"	"S68-092.49"	"植物名实图考.第三十卷,羣芳(二十九种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000356"	"花卉；羣芳；植物；图考"	"植物名实图考八函六十卷,本册为第四函第三十卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/14/"
"175"	"GJ00175"	"S66-092.49"	"植物名实图考.第三十一卷,果类(五十七种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000357"	"果树；果类；植物；图考"	"植物名实图考八函六十卷,本册为第四函第三十一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/15/"
"176"	"GJ00176"	"S66-092.49"	"植物名实图考.第三十二卷,果类(四十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000358"	"果树；果类；植物；图考"	"植物名实图考八函六十卷,本册为第四函第三十二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/786/16/"
"177"	"GJ00177"	"S567.1-092.49"	"植物名实图考.第三十三卷,木类(五十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000359"	"木类；植物；图考"	"植物名实图考八函六十卷,本册为第五函第三十三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/01/"
"178"	"GJ00178"	"S567.1-092.49"	"植物名实图考.第三十四卷,木类(三十种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000360"	"木类；植物；图考"	"植物名实图考八函六十卷,本册为第五函第三十四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/02/"
"179"	"GJ00179"	"S567.1-092.49"	"植物名实图考.第三十五卷,木类(六十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000361"	"木类；植物；图考"	"植物名实图考八函六十卷,本册为第五函第三十五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/03/"
"180"	"GJ00180"	"S567.1-092.49"	"植物名实图考.第三十六卷,木类(五十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000362"	"木类；植物；图考"	"植物名实图考八函六十卷,本册为第五函第三十六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/04/"
"181"	"GJ00181"	"S567.1-092.49"	"植物名实图考.第三十七卷,木类(三十二种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000363"	"木类；植物；图考"	"植物名实图考八函六十卷,本册为第五函第三十七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/05/"
"182"	"GJ00182"	"S567.1-092.49"	"植物名实图考.第三十八卷,木类三十九(种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000364"	"木类；植物；图考"	"植物名实图考八函六十卷,本册为第五函第三十八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/06/"
"183"	"GJ00183"	"S51-092.49"	"植物名实图考长编.第一卷,谷类(十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000365"	"谷类；植物；图考"	"植物名实图考八函六十卷，本册为第六函第一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/07/"
"184"	"GJ00184"	"S51-092.49"	"植物名实图考长编.第二卷,谷类(三十二种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000366"	"谷类；植物；图考"	"植物名实图考八函六十卷，本册为第六函第二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/08/"
"185"	"GJ00185"	"S63-092.49"	"植物名实图考长编.第三卷,蔬类(二十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000367"	"蔬类；植物；图考"	"植物名实图考八函六十卷，本册为第六函第三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/09/"
"186"	"GJ00186"	"S63-092.49"	"植物名实图考长编.第四卷,蔬类(十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000368"	"蔬类；植物；图考"	"植物名实图考长编八函六十卷，本册为第六函第四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/10/"
"187"	"GJ00187"	"S63-092.49"	"植物名实图考长编.第五卷,蔬类(三十四种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000369"	"蔬类；植物；图考"	"植物名实图考长编八函六十卷，本册为第六函第五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/11/"
"188"	"GJ00188"	"S567.2-092.49"	"植物名实图考长编.第六卷,山草(五十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000370"	"山草；植物；图考"	"植物名实图考长编八函六十卷，本册为第六函第六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/12/"
"189"	"GJ00189"	"S567.2-092.49"	"植物名实图考长编.第七卷,隰草(三十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000371"	"隰草；植物；图考"	"植物名实图考长编八函六十卷，本册为第六函第七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/13/"
"190"	"GJ00190"	"S567.2-092.49"	"植物名实图考长编.第八卷,隰草(四十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000372"	"隰草；植物；图考"	"植物名实图考长编八函六十卷，本册为第六函第八卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/787/14/"
"191"	"GJ00191"	"S567.2-092.49"	"植物名实图考长编.第九卷,隰草(三十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000373"	"隰草；植物；图考"	"植物名实图考长编八函六十卷,本册为第七函第九卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/09/"
"192"	"GJ00192"	"S567.2-092.49"	"植物名实图考长编.第十卷,蔓草(六十八种，拾遗十一种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000374"	"蔓草；植物；图考"	"植物名实图考长编八函六十卷,本册为第七函第十卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/10/"
"193"	"GJ00193"	"S68-092.49"	"植物名实图考长编.第十一卷,芳草(十二种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000375"	"花卉；芳草；植物；图考"	"植物名实图考长编八函六十卷,本册为第七函第十一卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/11/"
"194"	"GJ00194"	"S68-092.49"	"植物名实图考长编.第十二卷,芳草(四十二种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000376"	"花卉；芳草；植物；图考"	"植物名实图考长编八函六十卷,本册为第七函第十二卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/12/"
"195"	"GJ00195"	"S567.2-092.49"	"植物名实图考长编.第十三卷,水草(二十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000377"	"水草；石草；植物；图考"	"植物名实图考长编八函六十卷,本册为第七函第十三卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/13/"
"196"	"GJ00196"	"S567.2-092.49"	"植物名实图考长编.第十四卷,毒草(四十九种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000378"	"毒草；植物；图考"	"植物名实图考长编八函六十卷,本册为第七函第十四卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/14/"
"197"	"GJ00197"	"S66-092.49"	"植物名实图考长编.第十五卷,果类(三十三种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000379"	"果树；果类；植物；图考"	"植物名实图考长编八函六十卷,本册为第七函第十五卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/15/"
"198"	"GJ00198"	"S66-092.49"	"植物名实图考长编.第十六卷,果类(五十六种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000380"	"果树；果类；植物；图考"	"植物名实图考长编八函六十卷,本册为第七函第十六卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/791/16/"
"199"	"GJ00199"	"S66-092.49"	"植物名实图考长编.第十七卷,果类(二十五种)"	"（清）吴其濬著"	"古籍"	"SDIC馆藏图书著作"	"1918"	"秋山西官书局"	"山西"	"30cm"	"S000381"	"果树；果类；植物；图考"	"植物名实图考长编八函六十卷,本册为第八函第十七卷"	"http://stb.agridata.cn/Site/DataTable/ListPicture.aspx?ImgFolder=A030205/diskswt/swt1/789/01/"
