"id"	"叶身"	"花瓣数"	"叶尖"	"抗旱性"	"叶面"	"种子成熟期"	"叶肉厚"	"叶基"	"水浸出物"	"叶质"	"发芽日期"	"种径大小"	"新梢颜色"	"芽叶色泽"	"抗根结线虫"	"资源类型"	"茶多酚"	"咖啡碱"	"百粒重"	"抗云纹叶枯"	"叶齿密度"	"花瓣大小"	"品种名称"	"有效积温"	"叶色"	"叶齿深度"	"芽叶展开态"	"成茶香气"	"花瓣色泽"	"芽叶隆起性"	"儿茶素总量"	"繁殖方式"	"儿茶素一"	"柱头裂位"	"儿茶素三"	"叶宽"	"儿茶素四"	"花梗长度"	"红茶总分"	"儿茶素五"	"花萼数"	"种皮色泽"	"叶姿"	"茶果形状"	"抗寒性"	"科名"	"雌雄高比"	"树姿"	"新梢长度"	"统一编号"	"适制性"	"发芽密度"	"酯酶谱带数"	"栅栏组织厚"	"始花期"	"新梢茸毛"	"叶脉对数"	"新梢重量"	"丰产性"	"花柱长度"	"原产地"	"海绵组织厚"	"萜烯指数"	"叶形"	"种苗来源"	"属名"	"新梢密度"	"省"	"树型"	"乌龙茶总分"	"抗白星病"	"叶齿锐度"	"花萼色泽"	"抗螨类"	"花萼茸毛"	"柱头裂数"	"节间长度"	"抗小绿叶蝉"	"儿茶素二"	"抗轮斑病"	"叶缘"	"学名"	"树高"	"叶长"	"花冠直径"	"保存单位"	"盛花期"	"氨基酸"	"雄蕊数目"	"绿茶总分"	"倍数性"	"子房茸毛"	"生产力指数"	"苞片有无"	"分枝密度"	"芽叶茸毛"	"成茶滋味"	"结实性"
"319"	"内折"	"6.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"福云10－27"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.5"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"5.5"	"00000508"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"46.0"	"--"	"--"	"浙杭州"	"--"	"--"	"长椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.3"	"2.4"	"浙江省杭州市茶科所 (浙061)"	"10/21-10/30"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"320"	"--"	"7.0"	"骤尖"	"强"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"浙农21"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.7"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"弱"	"Theaceae(山茶科)"	"高"	"半开张"	"11.0"	"00000509"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"104.0"	"高"	"--"	"浙杭州"	"--"	"--"	"椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"中"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.0"	"4.3"	"浙江农业大学茶学系 (浙061)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"321"	"内折"	"8.0"	"骤尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"福云6－37"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.9"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"中"	"开张"	"7.2"	"00000510"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"51.0"	"--"	"--"	"浙杭州"	"--"	"--"	"椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.9"	"2.4"	"浙江省杭州市茶科所 (浙063)"	"11/01-11/10"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"322"	"--"	"--"	"骤尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"特早"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"劲峰"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.7"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"--"	"半开张"	"5.6"	"00000511"	"红茶"	"--"	"--"	"--"	"--"	"少"	"--"	"46.0"	"--"	"--"	"浙杭州"	"--"	"--"	"椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.9"	"--"	"浙江省杭州市茶科所 (浙064)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"323"	"--"	"7.0"	"骤尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"浙农113"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.6"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"强"	"Theaceae(山茶科)"	"高"	"半开张"	"10.8"	"00000512"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"88.0"	"--"	"--"	"浙杭州"	"--"	"--"	"椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"中"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.9"	"3.4"	"浙江农业大学茶学系 (浙065)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"324"	"--"	"10.0"	"渐尖"	"强"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"浙农12"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.7"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"弱"	"Theaceae(山茶科)"	"高"	"半开张"	"11.2"	"00000513"	"红茶"	"--"	"--"	"--"	"--"	"少"	"--"	"114.0"	"--"	"--"	"浙杭州"	"--"	"--"	"椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"中"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.7"	"4.0"	"浙江农业大学茶学系 (浙066)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"325"	"--"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"浙农117"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.1"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"强"	"Theaceae(山茶科)"	"高"	"半开张"	"11.3"	"00000514"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"94.0"	"--"	"--"	"浙杭州"	"--"	"--"	"长椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"中"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.7"	"3.6"	"浙江农业大学茶学系 (浙067)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"326"	"内折"	"7.0"	"渐尖"	"中"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"福云8－16"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.5"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"6.6"	"00000515"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"63.0"	"--"	"--"	"浙杭州"	"--"	"--"	"长椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.6"	"2.7"	"浙江省杭州市茶科所 (浙068)"	"10/21-12/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"327"	"内折"	"6.0"	"渐尖"	"弱"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"福云4－15"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.3"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"6.5"	"00000516"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"49.0"	"--"	"--"	"浙杭州"	"--"	"--"	"长椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.6"	"3.0"	"浙江省杭州市茶科所 (浙069)"	"10/21-10/30"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"328"	"--"	"--"	"渐尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"翠峰"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.1"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"--"	"半开张"	"5.2"	"00000517"	"绿茶"	"--"	"--"	"--"	"--"	"少"	"--"	"46.0"	"高"	"--"	"浙杭州"	"--"	"--"	"长椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"--"	"4裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.4"	"--"	"浙江省杭州市茶科所 (浙070)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"329"	"--"	"4.0"	"渐尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"浙农23"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.4"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"强"	"Theaceae(山茶科)"	"高"	"直立"	"9.9"	"00000518"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"106.0"	"--"	"--"	"浙杭州"	"--"	"--"	"椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"中"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.0"	"3.9"	"浙江农业大学茶学系 (浙071)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"330"	"内折"	"--"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"福云0－3"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.1"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"--"	"直立"	"7.6"	"00000519"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"54.0"	"--"	"--"	"浙杭州"	"--"	"--"	"长椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.2"	"--"	"浙江省杭州市茶科所 (浙072)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"331"	"--"	"8.0"	"渐尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"生1－3"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.2"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"6.5"	"00000521"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"46.0"	"--"	"--"	"浙杭州"	"--"	"--"	"长椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"12.7"	"4.1"	"中国农科院茶叶研究所 (浙074)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"332"	"平展"	"7.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"柔软"	"迟"	"--"	"--"	"--"	"--"	"品系"	"30.71"	"4.04"	"--"	"--"	"--"	"--"	"绍兴5901"	"--"	"黄绿"	"浅"	"--"	"--"	"--"	"--"	"196.26"	"无性系"	"28.96"	"中裂"	"28.15"	"5.3"	"102.68"	"--"	"--"	"27.13"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"5.8"	"00000522"	"红茶"	"--"	"--"	"--"	"--"	"多"	"7"	"45.0"	"--"	"1.30"	"浙杭州"	"--"	"--"	"卵圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"灌木"	"--"	"--"	"钝"	"--"	"--"	"无"	"3裂"	"2.9"	"--"	"9.34"	"--"	"平"	"--"	"--"	"11.7"	"3.0"	"中国农科院茶叶研究所 (浙075)"	"10/01-10/10"	"3.06"	"--"	"--"	"三倍体"	"多"	"--"	"--"	"--"	"--"	"--"	"--"
"333"	"--"	"7.0"	"钝尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"碧波"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.0"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"5.6"	"00000527"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"50.0"	"--"	"--"	"浙杭州"	"--"	"--"	"椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"灌木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.1"	"2.5"	"浙江省杭州市茶科所 (浙080)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"334"	"--"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"天台1号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.4"	"--"	"--"	"--"	"--"	"--"	"--"	"上斜"	"--"	"强"	"Theaceae(山茶科)"	"高"	"直立"	"7.4"	"00000528"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"--"	"35.0"	"--"	"--"	"浙天台"	"--"	"--"	"椭圆"	"浙天台"	"Camellia(山茶属)"	"--"	"浙江"	"灌木"	"--"	"--"	"--"	"--"	"--"	"中"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.8"	"2.6"	"浙江农业大学茶学系 (浙081)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"335"	"--"	"7.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"较脆"	"--"	"1.3"	"紫绿"	"--"	"--"	"株系"	"--"	"--"	"113.50"	"--"	"中"	"--"	"紫芽种"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"浅裂"	"--"	"2.8"	"--"	"--"	"--"	"--"	"5.0"	"--"	"上斜"	"--"	"中"	"Theaceae(山茶科)"	"高"	"半开张"	"9.2"	"00000530"	"绿茶"	"--"	"--"	"--"	"09/15"	"特多"	"8"	"68.0"	"--"	"1.00"	"浙杭州"	"--"	"--"	"长椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"灌木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.8"	"2.8"	"浙江农业大学茶学系 (浙083)"	"10/11-10/21"	"--"	"--"	"--"	"--"	"多"	"--"	"--"	"--"	"--"	"--"	"--"
"336"	"--"	"--"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"品系"	"--"	"--"	"--"	"--"	"--"	"--"	"龙井46"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"2.6"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"--"	"半开张"	"6.9"	"00000531"	"绿茶"	"--"	"--"	"--"	"--"	"特多"	"--"	"22.4"	"--"	"--"	"浙杭州"	"--"	"--"	"长椭圆"	"浙杭州"	"Camellia(山茶属)"	"--"	"浙江"	"灌木"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.4"	"--"	"中国农科院茶叶研究所 (浙084)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"337"	"--"	"6.0"	"渐尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"彩虹大叶"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"6.4"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"--"	"Theaceae(山茶科)"	"高"	"半开张"	"5.6"	"00000549"	"绿茶"	"--"	"--"	"--"	"--"	"少"	"--"	"49.3"	"--"	"--"	"皖歙县"	"--"	"--"	"椭圆"	"皖歙县"	"Camellia(山茶属)"	"--"	"安徽"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"多"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"13.1"	"4.9"	"安徽省茶科所 (皖018)"	"10/01-10/10"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"338"	"--"	"5.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"沪黄50号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.2"	"--"	"--"	"--"	"--"	"--"	"--"	"稍上斜"	"--"	"强"	"Theaceae(山茶科)"	"高"	"开张"	"5.1"	"00000550"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"43.0"	"--"	"--"	"皖歙县"	"--"	"--"	"椭圆"	"皖歙县"	"Camellia(山茶属)"	"--"	"安徽"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"中"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"11.2"	"3.7"	"安徽省黄山茶林场 (皖019)"	"09/21-09/30"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"339"	"--"	"5.0"	"钝尖"	"--"	"强隆"	"--"	"--"	"--"	"--"	"--"	"晚"	"--"	"--"	"--"	"--"	"株系"	"--"	"--"	"--"	"--"	"--"	"--"	"沪黄39号"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"4.4"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"强"	"Theaceae(山茶科)"	"高"	"半开张"	"5.0"	"00000551"	"红茶"	"--"	"--"	"--"	"--"	"多"	"--"	"40.0"	"--"	"--"	"皖歙县"	"--"	"--"	"椭圆"	"皖歙县"	"Camellia(山茶属)"	"--"	"安徽"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"少"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.9"	"3.1"	"安徽省黄山茶林场 (皖025)"	"10/01-10/10"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"340"	"--"	"7.0"	"渐尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"安徽9号"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"3.6"	"--"	"--"	"--"	"--"	"--"	"--"	"下垂"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"8.2"	"00000552"	"红茶"	"--"	"--"	"--"	"--"	"中"	"--"	"59.0"	"--"	"--"	"皖祁门"	"--"	"--"	"披针"	"皖祁门"	"Camellia(山茶属)"	"--"	"安徽"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"12.4"	"3.4"	"安徽省茶科所 (皖021)"	"10/21-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"341"	"--"	"7.0"	"钝尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"--"	"--"	"农家品种"	"--"	"--"	"--"	"--"	"--"	"--"	"团叶茶"	"--"	"绿"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"4.7"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"中"	"开张"	"5.7"	"00000185"	"红茶"	"--"	"--"	"--"	"--"	"特多"	"--"	"70.0"	"--"	"--"	"黔镇宁"	"--"	"--"	"椭圆"	"黔镇宁"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"11.5"	"3.6"	"贵州省茶科所 (黔007)"	"10/01-10/20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"342"	"--"	"7.0"	"--"	"--"	"隆起"	"--"	"--"	"--"	"--"	"较脆"	"迟"	"--"	"--"	"--"	"--"	"农家品种"	"22.65"	"4.66"	"--"	"--"	"--"	"--"	"丛茶"	"--"	"深绿"	"--"	"--"	"--"	"--"	"--"	"142.63"	"有性系"	"21.17"	"中裂"	"10.56"	"6.5"	"94.39"	"--"	"--"	"10.58"	"5.0"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"--"	"开张"	"10.4"	"00000186"	"绿茶"	"--"	"--"	"--"	"--"	"多"	"8"	"106.0"	"--"	"1.15"	"黔怀仁"	"--"	"--"	"圆"	"黔怀仁"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"3.0"	"--"	"5.93"	"--"	"--"	"--"	"--"	"12.0"	"2.9"	"贵州省茶科所 (黔008)"	"10 11-10 31"	"2.63"	"--"	"--"	"--"	"少"	"--"	"--"	"--"	"--"	"--"	"--"
"343"	"--"	"7.0"	"渐尖"	"--"	"平"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"农家品种"	"--"	"--"	"--"	"--"	"--"	"--"	"长叶茶"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"有性系"	"--"	"--"	"--"	"4.3"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"高"	"开张"	"7.3"	"00000187"	"绿茶"	"--"	"--"	"--"	"--"	"中"	"--"	"78.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"椭圆"	"黔湄潭"	"Camellia(山茶属)"	"--"	"贵州"	"灌木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"11.1"	"2.7"	"贵州省茶科所 (黔009)"	"10 11-10 31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"344"	"--"	"7.0"	"渐尖"	"--"	"隆起"	"--"	"--"	"--"	"--"	"--"	"迟"	"--"	"--"	"--"	"--"	"育成品种"	"--"	"--"	"--"	"--"	"--"	"--"	"黔眉601"	"--"	"黄绿"	"--"	"--"	"--"	"--"	"--"	"--"	"无性系"	"--"	"--"	"--"	"5.1"	"--"	"--"	"--"	"--"	"--"	"--"	"水平"	"--"	"--"	"Theaceae(山茶科)"	"低"	"开张"	"11.5"	"00000197"	"红茶"	"--"	"--"	"--"	"--"	"少"	"--"	"110.0"	"--"	"--"	"黔湄潭"	"--"	"--"	"长椭圆"	"黔湄潭"	"Camellia(山茶属)"	"--"	"贵州"	"小乔木"	"--"	"--"	"--"	"--"	"--"	"无"	"3裂"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"14.9"	"3.4"	"贵州省茶科所 (黔019)"	"10/11-10/31"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
