"id"	"棉铃虫"	"棉酚"	"生长势"	"生育期"	"果枝节位"	"短绒色"	"单宁"	"棉红蜘蛛"	"株形"	"苞外蜜腺"	"白度"	"叶厚度"	"花药色"	"东经"	"统一编号"	"叶片大小"	"属名"	"茎色"	"叶蜜腺"	"花冠色"	"铃形"	"花大小"	"跨长"	"麦克隆值"	"北纬"	"种仁脂肪"	"黄萎病"	"棉毒素"	"原产地"	"主茎硬度"	"果枝数"	"气流纱支数"	"叶色"	"耐涝性"	"环纺纱号数"	"单株铃数"	"花柱长"	"伸长百分率"	"单位编号"	"译名"	"色泽"	"果枝伸展角"	"倒伏性"	"叶形"	"果枝类型"	"杂质等级"	"茎毛"	"科名"	"种子来源地"	"品种名称"	"年"	"类别"	"气流纺指标"	"省"	"光反射率"	"保存单位"	"库编号"	"种子绒毛"	"叶绒毛"	"絮棉色"	"学名"	"高程"	"红铃虫"	"花芯色"	"枯萎病"	"铃色"	"叶枝数"	"环纺纱强力"	"样品类型"	"长度整齐度"	"子指"	"铃室数"	"蚜虫"	"铃开裂"	"耐盐性"	"耐旱性"	"铃柄长"	"苞叶形状"	"比强度"	"种仁蛋白"	"衣分"	"铃重"	"铃着生方式"	"主茎粗细"	"株高"	"图象"
"2452"	"1"	"--"	"中"	"103"	"7.2"	"白"	"--"	"--"	"塔"	"有"	"8.8"	"中"	"乳白"	"--"	"ZM-06193"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"29.7"	"4.1"	"--"	"33.50"	"S"	"有"	"美国"	"中"	"13.6"	"7"	"绿"	"--"	"10"	"16.9"	"高于"	"6.0"	"--"	"Coker's Foster Str 6"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"2"	"中"	"Malvaceae(锦葵科)"	"美国"	"珂克福字棉6系"	"1986"	"陆国外"	"1822"	"国外"	"74.9"	"江苏经作所"	"I3A00546"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"3"	"白"	"S"	"绿"	"3.0"	"110"	"国外"	"44.6"	"9.4"	">3"	"2"	"畅"	"不抗"	"抗"	"中"	"心脏"	"19.0"	"41.00"	"32.23"	"5.10"	"单生"	"中"	"--"	"--"
"2453"	"--"	"--"	"中"	"129"	"5.5"	"灰"	"--"	"--"	"塔"	"无"	"10.2"	"中"	"乳白"	"--"	"ZM-06194"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.7"	"4.0"	"--"	"35.30"	"S"	"有"	"美国"	"硬"	"14.5"	"6"	"绿"	"--"	"9"	"11.7"	"低于"	"6.6"	"--"	"Coker Cleveland 7-2"	"32-1"	"=45"	"不倒"	"阔叶"	"2"	"1"	"多"	"Malvaceae(锦葵科)"	"美国"	"珂克克里夫兰 7-2"	"1986"	"陆国外"	"1725"	"国外"	"74.4"	"巴州农科所"	"I3A00167"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"1.5"	"105"	"国外"	"48.0"	"12.3"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"17.1"	"31.20"	"35.60"	"6.70"	"单生"	"中"	"55.5"	"--"
"2454"	"--"	"--"	"强"	"143"	"6.3"	"棕"	"--"	"--"	"塔"	"有"	"9.8"	"中"	"乳白"	"--"	"ZM-06195"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"24.9"	"3.8"	"--"	"34.10"	"--"	"有"	"美国"	"硬"	"12.9"	"6"	"绿"	"--"	"9"	"13.6"	"低于"	"6.3"	"--"	"Coker Cleveland 7-2A"	"21-4"	"=45"	"不倒"	"阔叶"	"2"	"3"	"中"	"Malvaceae(锦葵科)"	"美国"	"珂克克里夫兰 7-2A"	"1986"	"陆国外"	"1699"	"国外"	"76.2"	"巴州农科所"	"I3A00168"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"2.2"	"101"	"国外"	"48.0"	"13.4"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"17.9"	"35.20"	"34.30"	"6.50"	"单生"	"粗"	"56.1"	"--"
"2455"	"1"	"--"	"--"	"99"	"6.3"	"灰"	"--"	"--"	"塔"	"有"	"9.5"	"中"	"乳白"	"--"	"ZM-06196"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"25.6"	"4.6"	"--"	"--"	"S"	"有"	"美国"	"硬"	"14.2"	"6"	"绿"	"--"	"8"	"18.5"	"高于"	"5.6"	"--"	"Coker Cleveland Str 884-4"	"42-1"	">45"	"不倒"	"阔叶"	"3"	"4"	"中"	"Malvaceae(锦葵科)"	"美国"	"珂克克里夫兰884-4系"	"1986"	"陆国外"	"1664"	"国外"	"70.3"	"江苏经作所"	"I3A00547"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"5"	"白"	"S"	"绿"	"5.0"	"95"	"国外"	"48.7"	"11.1"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"19.1"	"--"	"28.71"	"5.00"	"单生"	"中"	"--"	"--"
"2456"	"--"	"--"	"中"	"138"	"6.0"	"--"	"--"	"--"	"塔"	"有"	"9.4"	"中"	"乳白"	"--"	"ZM-06197"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"27.3"	"4.9"	"--"	"33.00"	"S"	"有"	"美国"	"中"	"13.4"	"7"	"绿"	"--"	"9"	"8.7"	"高于"	"6.5"	"--"	"Paymaster 111"	"42-1"	">45"	"不倒"	"阔叶"	"3"	"3"	"中"	"Malvaceae(锦葵科)"	"美国"	"佩马斯特111"	"1987"	"陆国外"	"1811"	"国外"	"70.4"	"中棉所"	"I3A03449"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"3.0"	"102"	"国外"	"46.5"	"13.4"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"21.8"	"37.20"	"33.70"	"6.40"	"单生"	"中"	"73.7"	"--"
"2457"	"--"	"--"	"强"	"117"	"8.0"	"灰"	"--"	"--"	"塔"	"有"	"9.1"	"厚"	"乳白"	"--"	"ZM-06198"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"圆"	"中"	"27.3"	"3.5"	"--"	"37.30"	"S"	"有"	"美国"	"中"	"17.6"	"7"	"绿"	"--"	"10"	"14.0"	"高于"	"5.6"	"--"	"Paymaster 111A"	"31-4"	">45"	"不倒"	"阔叶"	"2"	"2"	"多"	"Malvaceae(锦葵科)"	"美国"	"佩马斯特111A"	"1986"	"陆国外"	"1837"	"国外"	"74.8"	"江苏经作所"	"I3A00548"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"4.9"	"116"	"国外"	"49.1"	"12.7"	">3"	"--"	"畅"	"不抗"	"--"	"中"	"心脏"	"19.2"	"36.00"	"31.70"	"--"	"单生"	"中"	"125.6"	"--"
"2458"	"--"	"--"	"强"	"117"	"6.0"	"灰"	"--"	"--"	"塔"	"有"	"8.9"	"厚"	"乳白"	"--"	"ZM-06199"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.0"	"4.0"	"--"	"36.00"	"S"	"有"	"美国"	"中"	"18.9"	"6"	"绿"	"--"	"9"	"22.3"	"等于"	"5.3"	"--"	"Paymaster 101B"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"2"	"少"	"Malvaceae(锦葵科)"	"美国"	"佩马斯特101B"	"1986"	"陆国外"	"1724"	"国外"	"74.5"	"江苏经作所"	"I3A00549"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"3.0"	"107"	"国外"	"50.2"	"11.3"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"18.4"	"38.90"	"34.00"	"6.70"	"单生"	"中"	"129.8"	"--"
"2459"	"--"	"--"	"强"	"153"	"4.8"	"棕"	"--"	"--"	"塔"	"有"	"9.5"	"中"	"乳白"	"--"	"ZM-06200"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"25.0"	"4.7"	"--"	"38.10"	"--"	"有"	"美国"	"中"	"9.4"	"6"	"绿"	"--"	"8"	"16.7"	"高于"	"6.5"	"--"	"Piedmont Cleve wilt"	"42-2"	"=45"	"不倒"	"阔叶"	"2"	"3"	"中"	"Malvaceae(锦葵科)"	"美国"	"派德蒙特克里夫抗萎"	"1987"	"陆国外"	"1585"	"国外"	"68.7"	"巴州农科所"	"I3A02229"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"乳白"	"S"	"绿"	"3.6"	"92"	"国外"	"51.7"	"10.3"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"17.6"	"30.90"	"33.97"	"4.80"	"单生"	"中"	"61.6"	"--"
"2460"	"--"	"--"	"强"	"133"	"6.8"	"灰"	"--"	"--"	"塔"	"有"	"9.0"	"厚"	"乳白"	"--"	"ZM-06201"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.5"	"3.7"	"--"	"35.80"	"--"	"有"	"美国"	"硬"	"11.4"	"6"	"绿"	"--"	"9"	"13.3"	"等于"	"6.0"	"--"	"Mebane"	"41-3"	">45"	"不倒"	"阔叶"	"3"	"5"	"中"	"Malvaceae(锦葵科)"	"美国"	"美本"	"1987"	"陆国外"	"1731"	"国外"	"71.5"	"中棉所"	"I3A01492"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"--"	"绿"	"2.6"	"106"	"国外"	"46.5"	"9.5"	">3"	"--"	"畅"	"不抗"	"抗"	"短"	"心脏"	"17.9"	"40.40"	"39.40"	"5.00"	"单生"	"粗"	"88.2"	"--"
"2461"	"--"	"--"	"强"	"118"	"5.3"	"灰"	"--"	"--"	"塔"	"有"	"9.0"	"中"	"乳白"	"--"	"ZM-06202"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"23.5"	"5.2"	"--"	"36.70"	"--"	"有"	"美国"	"中"	"18.7"	"7"	"绿"	"--"	"9"	"20.8"	"等于"	"6.6"	"--"	"Mebane Triumph"	"41-3"	">45"	"不倒"	"阔叶"	"3"	"2"	"中"	"Malvaceae(锦葵科)"	"美国"	"美本得胜"	"1986"	"陆国外"	"1794"	"国外"	"71.4"	"江苏经作所"	"I3A00550"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"3.0"	"108"	"国外"	"53.7"	"24.6"	">3"	"--"	"畅"	"不抗"	"--"	"中"	"心脏"	"23.9"	"35.20"	"26.60"	"5.10"	"单生"	"中"	"118.7"	"--"
"2462"	"--"	"--"	"中"	"103"	"5.8"	"灰"	"--"	"--"	"塔"	"有"	"9.7"	"中"	"乳白"	"--"	"ZM-06203"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"24.6"	"5.1"	"--"	"31.20"	"S"	"有"	"美国"	"中"	"13.8"	"6"	"绿"	"--"	"8"	"11.1"	"高于"	"6.2"	"--"	"Empire"	"32-1"	">45"	"不倒"	"阔叶"	"3"	"3"	"少"	"Malvaceae(锦葵科)"	"美国"	"帝国棉"	"1986"	"陆国外"	"1684"	"国外"	"74.0"	"江苏经作所"	"I3A00551"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"1.0"	"99"	"国外"	"49.7"	"27.7"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"21.0"	"43.00"	"32.00"	"3.30"	"单生"	"中"	"76.8"	"--"
"2463"	"--"	"--"	"中"	"108"	"6.6"	"灰"	"--"	"--"	"塔"	"有"	"--"	"中"	"乳白"	"--"	"ZM-06204"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"--"	"--"	"--"	"33.40"	"S"	"有"	"美国"	"中"	"43.8"	"--"	"绿"	"--"	"--"	"12.4"	"高于"	"--"	"--"	"Empire Str 7-8"	"--"	"<45"	"不倒"	"阔叶"	"3"	"--"	"中"	"Malvaceae(锦葵科)"	"美国"	"帝国棉7系8"	"1986"	"陆国外"	"--"	"国外"	"--"	"江苏经作所"	"I3A00552"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.2"	"--"	"国外"	"--"	"9.6"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"--"	"42.50"	"32.56"	"4.60"	"单生"	"中"	"87.9"	"--"
"2464"	"--"	"--"	"中"	"104"	"7.1"	"灰"	"--"	"--"	"塔"	"有"	"10.1"	"中"	"乳白"	"--"	"ZM-06205"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"23.6"	"4.5"	"--"	"30.70"	"S"	"有"	"美国"	"中"	"15.5"	"6"	"绿"	"--"	"8"	"11.0"	"高于"	"5.5"	"--"	"Empire Str N2-4"	"32-2"	">45"	"不倒"	"阔叶"	"3"	"3"	"中"	"Malvaceae(锦葵科)"	"美国"	"帝国棉N2-4系"	"1986"	"陆国外"	"1739"	"国外"	"72.1"	"江苏经作所"	"I3A00553"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"1.1"	"96"	"国外"	"49.1"	"9.9"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"20.7"	"39.00"	"31.37"	"4.70"	"单生"	"中"	"82.0"	"--"
"2465"	"--"	"--"	"中"	"109"	"6.0"	"灰"	"--"	"--"	"塔"	"有"	"10.1"	"中"	"乳白"	"--"	"ZM-06206"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.1"	"5.9"	"--"	"33.50"	"S"	"有"	"美国"	"中"	"16.2"	"6"	"绿"	"--"	"8"	"17.8"	"高于"	"7.1"	"--"	"Empire P43"	"32-1"	">45"	"不倒"	"阔叶"	"3"	"1"	"多"	"Malvaceae(锦葵科)"	"美国"	"帝国棉P-43"	"1986"	"陆国外"	"1632"	"国外"	"74.1"	"江苏经作所"	"I3A00554"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"2.2"	"93"	"国外"	"49.0"	"9.4"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"20.3"	"40.90"	"32.92"	"3.90"	"单生"	"中"	"90.2"	"--"
"2466"	"--"	"--"	"强"	"131"	"6.2"	"灰"	"--"	"--"	"塔"	"有"	"9.9"	"中"	"乳白"	"--"	"ZM-06207"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"28.1"	"4.2"	"--"	"35.70"	"S"	"有"	"美国"	"中"	"14.8"	"7"	"绿"	"--"	"9"	"8.9"	"等于"	"6.3"	"--"	"Empire Wilt 43"	"32-1"	"=45"	"不倒"	"阔叶"	"2"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"帝国棉 P43 抗萎"	"1986"	"陆国外"	"1785"	"国外"	"73.6"	"巴州农科所"	"I3A00169"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"2.0"	"107"	"国外"	"47.5"	"13.4"	">3"	"--"	"畅"	"不抗"	"不抗"	"短"	"心脏"	"18.7"	"31.50"	"37.40"	"8.40"	"单生"	"中"	"73.5"	"--"
"2467"	"4"	"--"	"中"	"112"	"7.9"	"灰"	"--"	"--"	"塔"	"有"	"8.8"	"薄"	"黄"	"--"	"ZM-06208"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.4"	"4.5"	"--"	"37.40"	"S"	"有"	"美国"	"中"	"19.1"	"6"	"绿"	"--"	"11"	"23.9"	"高于"	"6.5"	"--"	"Acala (shan"	"31-4"	"<45"	"不倒"	"阔叶"	"2"	"3"	"中"	"Malvaceae(锦葵科)"	"美国"	"爱字棉(陕)"	"1986"	"陆国外"	"1809"	"国外"	"74.5"	"江苏经作所"	"I3A00555"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"2"	"白"	"S"	"绿"	"4.1"	"126"	"国外"	"53.1"	"14.0"	">3"	"3"	"不畅"	"不抗"	"抗"	"中"	"心脏"	"21.4"	"38.40"	"27.06"	"5.00"	"单生"	"中"	"115.5"	"--"
"2468"	"4"	"--"	"中"	"103"	"--"	"灰"	"--"	"--"	"塔"	"有"	"9.9"	"中"	"乳白"	"--"	"ZM-06209"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"25.4"	"5.2"	"--"	"34.40"	"S"	"有"	"美国"	"中"	"--"	"7"	"绿"	"--"	"9"	"20.5"	"等于"	"6.5"	"--"	"Acala (jinda)"	"32-2"	">45"	"不倒"	"阔叶"	"3"	"3"	"多"	"Malvaceae(锦葵科)"	"美国"	"爱字棉(金大)"	"1986"	"陆国外"	"1793"	"国外"	"72.7"	"江苏经作所"	"I3A00556"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"4"	"白"	"S"	"绿"	"--"	"101"	"国外"	"47.6"	"12.3"	">3"	"2"	"不畅"	"不抗"	"不抗"	"中"	"心脏"	"23.0"	"40.90"	"28.67"	"4.50"	"单生"	"中"	"107.7"	"--"
"2469"	"4"	"--"	"中"	"130"	"6.0"	"灰"	"--"	"--"	"塔"	"有"	"8.7"	"中"	"乳白"	"--"	"ZM-06210"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.1"	"3.9"	"--"	"35.70"	"S"	"有"	"美国"	"硬"	"13.4"	"7"	"绿"	"--"	"12"	"18.0"	"等于"	"6.1"	"--"	"Acala"	"26-2"	">45"	"不倒"	"阔叶"	"3"	"1"	"中"	"Malvaceae(锦葵科)"	"美国"	"爱字棉"	"1986"	"陆国外"	"1952"	"国外"	"78.2"	"山西棉花所"	"I3A01152"	"稀"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"5"	"乳白"	"S"	"绿"	"1.8"	"127"	"国外"	"48.6"	"11.7"	">3"	"3"	"畅"	"不抗"	"抗"	"中"	"心脏"	"22.1"	"39.50"	"38.60"	"5.90"	"单生"	"粗"	"85.0"	"--"
"2470"	"--"	"--"	"强"	"129"	"6.0"	"灰"	"--"	"--"	"塔"	"无"	"9.4"	"中"	"乳白"	"--"	"ZM-06211"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"26.0"	"4.4"	"--"	"33.80"	"--"	"有"	"美国"	"硬"	"13.8"	"7"	"绿"	"--"	"9"	"11.1"	"等于"	"7.1"	"--"	"Acala 8"	"42-1"	">45"	"不倒"	"阔叶"	"2"	"2"	"多"	"Malvaceae(锦葵科)"	"美国"	"爱字棉 - 8"	"1986"	"陆国外"	"1793"	"国外"	"71.9"	"巴州农科所"	"I3A00170"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"0.9"	"102"	"国外"	"47.9"	"13.4"	">3"	"--"	"畅"	"抗"	"不抗"	"中"	"心脏"	"20.3"	"32.40"	"31.30"	"7.10"	"单生"	"中"	"71.1"	"--"
"2471"	"4"	"--"	"中"	"108"	"6.3"	"灰"	"--"	"--"	"筒"	"有"	"8.9"	"中"	"乳白"	"--"	"ZM-06212"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.7"	"5.5"	"--"	"35.60"	"S"	"有"	"美国"	"中"	"19.6"	"7"	"绿"	"--"	"13"	"19.0"	"高于"	"6.8"	"--"	"Acala A12 zhongda(shan)"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"1"	"少"	"Malvaceae(锦葵科)"	"美国"	"爱字棉A12中大(陕)"	"1987"	"陆国外"	"2005"	"国外"	"72.9"	"江苏经作所"	"I3A02432"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"2"	"白"	"S"	"绿"	"1.5"	"140"	"国外"	"56.8"	"12.7"	">3"	"2"	"不畅"	"不抗"	"抗"	"长"	"心脏"	"29.1"	"39.00"	"27.23"	"5.60"	"单生"	"中"	"103.4"	"--"
"2472"	"--"	"--"	"强"	"129"	"4.4"	"灰"	"--"	"--"	"塔"	"无"	"10.4"	"厚"	"乳白"	"--"	"ZM-06213"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"27.8"	"4.2"	"--"	"34.50"	"--"	"有"	"美国"	"硬"	"13.2"	"7"	"绿"	"--"	"12"	"12.4"	"等于"	"7.6"	"--"	"Acala sj -1"	"32-1"	">45"	"不倒"	"阔叶"	"3"	"5"	"中"	"Malvaceae(锦葵科)"	"美国"	"爱字棉SJ-1"	"1986"	"陆国外"	"1960"	"国外"	"73.4"	"巴州农科所"	"I3A00171"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"1.8"	"130"	"国外"	"49.9"	"11.6"	">3"	"--"	"畅"	"不抗"	"抗"	"中"	"心脏"	"25.2"	"34.90"	"38.30"	"6.40"	"单生"	"粗"	"76.7"	"--"
"2473"	"1"	"--"	"中"	"108"	"6.9"	"灰"	"--"	"--"	"塔"	"有"	"9.7"	"中"	"乳白"	"--"	"ZM-06214"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.0"	"5.1"	"--"	"35.60"	"S"	"有"	"美国"	"硬"	"17.7"	"7"	"绿"	"--"	"10"	"25.9"	"高于"	"6.9"	"--"	"Acala 4-42"	"32-2"	"<45"	"不倒"	"阔叶"	"3"	"2"	"中"	"Malvaceae(锦葵科)"	"美国"	"爱字棉4-42"	"1986"	"陆国外"	"1883"	"国外"	"72.8"	"江苏经作所"	"I3A00557"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"5"	"白"	"S"	"绿"	"4.2"	"113"	"国外"	"47.5"	"10.7"	">3"	"3"	"不畅"	"不抗"	"抗"	"中"	"心脏"	"23.6"	"40.80"	"31.15"	"4.90"	"单生"	"粗"	"93.1"	"--"
"2474"	"--"	"--"	"强"	"139"	"6.4"	"灰"	"--"	"--"	"塔"	"有"	"8.9"	"厚"	"乳白"	"--"	"ZM-06215"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"28.7"	"4.1"	"--"	"36.30"	"S"	"有"	"美国"	"硬"	"12.2"	"7"	"绿"	"--"	"11"	"9.1"	"高于"	"6.8"	"--"	"Acala 4/42"	"41-3"	">45"	"不倒"	"阔叶"	"3"	"5"	"中"	"Malvaceae(锦葵科)"	"美国"	"爱字棉4/42"	"1987"	"陆国外"	"1930"	"国外"	"72.5"	"中棉所"	"I3A01493"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"白"	"S"	"绿"	"1.9"	"124"	"国外"	"47.8"	"13.5"	">3"	"--"	"畅"	"不抗"	"高抗"	"中"	"心脏"	"23.6"	"34.20"	"34.90"	"6.60"	"单生"	"粗"	"77.1"	"--"
"2475"	"3"	"--"	"强"	"110"	"7.3"	"灰"	"--"	"--"	"塔"	"有"	"10.4"	"中"	"黄"	"--"	"ZM-06216"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"23.1"	"5.7"	"--"	"35.10"	"S"	"有"	"美国"	"中"	"18.8"	"6"	"绿"	"--"	"8"	"24.6"	"高于"	"7.0"	"--"	"Acala 15-17"	"32-2"	"<45"	"不倒"	"阔叶"	"3"	"4"	"少"	"Malvaceae(锦葵科)"	"美国"	"爱字棉15-17"	"1986"	"陆国外"	"1687"	"国外"	"72.2"	"江苏经作所"	"I3A00558"	"有"	"短"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"2"	"白"	"S"	"绿"	"2.6"	"93"	"国外"	"49.6"	"10.7"	">3"	"3"	"不畅"	"不抗"	"不抗"	"长"	"心脏"	"23.3"	"39.80"	"33.17"	"4.80"	"单生"	"中"	"121.0"	"--"
"2476"	"--"	"--"	"强"	"134"	"6.5"	"棕"	"--"	"--"	"塔"	"有"	"9.4"	"中"	"乳白"	"--"	"ZM-06217"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"26.3"	"3.6"	"--"	"35.50"	"S"	"有"	"美国"	"硬"	"14.0"	"7"	"绿"	"--"	"9"	"14.1"	"低于"	"6.8"	"--"	"Acala 1345"	"21-4"	"=45"	"不倒"	"阔叶"	"2"	"1"	"多"	"Malvaceae(锦葵科)"	"美国"	"爱字棉 - 1345"	"1986"	"陆国外"	"1783"	"国外"	"76.5"	"巴州农科所"	"I3A00172"	"稀"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"1.9"	"108"	"国外"	"47.9"	"11.3"	">3"	"--"	"畅"	"不抗"	"不抗"	"中"	"心脏"	"17.9"	"35.50"	"39.60"	"6.10"	"单生"	"中"	"67.5"	"--"
"2477"	"--"	"--"	"强"	"130"	"5.9"	"灰"	"--"	"--"	"塔"	"无"	"9.1"	"中"	"乳白"	"--"	"ZM-06218"	"大"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"大"	"27.8"	"3.3"	"--"	"34.60"	"S"	"有"	"美国"	"硬"	"13.6"	"7"	"绿"	"--"	"9"	"9.6"	"高于"	"5.1"	"--"	"Acala big boll"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"3"	"多"	"Malvaceae(锦葵科)"	"美国"	"爱字棉大铃"	"1986"	"陆国外"	"1792"	"国外"	"75.1"	"巴州农科所"	"I3A00173"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"--"	"黄"	"S"	"绿"	"2.5"	"108"	"国外"	"45.6"	"12.1"	">3"	"--"	"畅"	"不抗"	"不抗"	"短"	"心脏"	"17.5"	"38.60"	"36.60"	"7.00"	"单生"	"中"	"60.2"	"--"
"2478"	"2"	"--"	"--"	"100"	"6.7"	"灰"	"--"	"--"	"塔"	"有"	"8.9"	"中"	"乳白"	"--"	"ZM-06220"	"中"	"Gossypium L.(棉属)"	"红"	"有"	"乳白"	"卵圆"	"中"	"30.1"	"4.4"	"--"	"34.90"	"S"	"有"	"美国"	"中"	"13.6"	"7"	"绿"	"--"	"10"	"17.7"	"高于"	"6.2"	"--"	"Columbia"	"31-4"	">45"	"不倒"	"阔叶"	"3"	"3"	"多"	"Malvaceae(锦葵科)"	"美国"	"哥伦比亚"	"1986"	"陆国外"	"1766"	"国外"	"75.5"	"江苏经作所"	"I3A00559"	"有"	"中"	"白"	"Gossypium hirsutum L.(陆地棉)"	"--"	"2"	"白"	"S"	"绿"	"2.3"	"118"	"国外"	"48.1"	"11.8"	">3"	"2"	"畅"	"不抗"	"抗"	"中"	"心脏"	"19.6"	"39.20"	"18.00"	"6.10"	"单生"	"中"	"--"	"--"
